#
# 230802_lactate_8mM001
# ------------------------------
# Acquired: 8/2/2023 3:06:53 PM
# Converted: 08/03/2023 07:08:36 AM
# Vial: 4
# Injection Volume: 20 uL
# Sample ID: 001
#
# Detector B
# ---------------------
# Acquisition Interval: 500 ms
# Intensity Units: mV
# Intensity Multiplier: 0.001
#
time_min,intensity_mV,detector
0.0,3,B
0.00833,3,B
0.01667,0,B
0.025,0,B
0.03333,0,B
0.04167,0,B
0.05,0,B
0.05833,0,B
0.06667,1,B
0.075,1,B
0.08333,1,B
0.09167,2,B
0.1,2,B
0.10833,2,B
0.11667,2,B
0.125,2,B
0.13333,2,B
0.14167,2,B
0.15,2,B
0.15833,2,B
0.16667,2,B
0.175,2,B
0.18333,1,B
0.19167,1,B
0.2,1,B
0.20833,1,B
0.21667,1,B
0.225,1,B
0.23333,1,B
0.24167,1,B
0.25,1,B
0.25833,2,B
0.26667,2,B
0.275,2,B
0.28333,2,B
0.29167,2,B
0.3,2,B
0.30833,2,B
0.31667,1,B
0.325,1,B
0.33333,1,B
0.34167,1,B
0.35,2,B
0.35833,2,B
0.36667,2,B
0.375,2,B
0.38333,2,B
0.39167,3,B
0.4,3,B
0.40833,3,B
0.41667,3,B
0.425,3,B
0.43333,3,B
0.44167,3,B
0.45,3,B
0.45833,3,B
0.46667,3,B
0.475,3,B
0.48333,3,B
0.49167,3,B
0.5,3,B
0.50833,3,B
0.51667,3,B
0.525,3,B
0.53333,4,B
0.54167,4,B
0.55,4,B
0.55833,4,B
0.56667,4,B
0.575,4,B
0.58333,4,B
0.59167,4,B
0.6,4,B
0.60833,4,B
0.61667,4,B
0.625,4,B
0.63333,5,B
0.64167,5,B
0.65,5,B
0.65833,5,B
0.66667,5,B
0.675,4,B
0.68333,4,B
0.69167,4,B
0.7,5,B
0.70833,4,B
0.71667,4,B
0.725,4,B
0.73333,4,B
0.74167,4,B
0.75,4,B
0.75833,4,B
0.76667,4,B
0.775,4,B
0.78333,4,B
0.79167,4,B
0.8,4,B
0.80833,4,B
0.81667,4,B
0.825,4,B
0.83333,4,B
0.84167,4,B
0.85,4,B
0.85833,4,B
0.86667,4,B
0.875,4,B
0.88333,4,B
0.89167,4,B
0.9,4,B
0.90833,5,B
0.91667,5,B
0.925,5,B
0.93333,6,B
0.94167,6,B
0.95,6,B
0.95833,6,B
0.96667,6,B
0.975,6,B
0.98333,6,B
0.99167,5,B
1.0,5,B
1.00833,5,B
1.01667,5,B
1.025,5,B
1.03333,5,B
1.04167,6,B
1.05,6,B
1.05833,6,B
1.06667,6,B
1.075,6,B
1.08333,6,B
1.09167,6,B
1.1,6,B
1.10833,6,B
1.11667,6,B
1.125,6,B
1.13333,5,B
1.14167,5,B
1.15,5,B
1.15833,5,B
1.16667,5,B
1.175,6,B
1.18333,6,B
1.19167,6,B
1.2,6,B
1.20833,6,B
1.21667,6,B
1.225,6,B
1.23333,6,B
1.24167,6,B
1.25,6,B
1.25833,7,B
1.26667,7,B
1.275,7,B
1.28333,7,B
1.29167,7,B
1.3,7,B
1.30833,7,B
1.31667,7,B
1.325,7,B
1.33333,7,B
1.34167,6,B
1.35,6,B
1.35833,6,B
1.36667,6,B
1.375,6,B
1.38333,6,B
1.39167,7,B
1.4,7,B
1.40833,7,B
1.41667,7,B
1.425,7,B
1.43333,7,B
1.44167,7,B
1.45,6,B
1.45833,7,B
1.46667,7,B
1.475,7,B
1.48333,8,B
1.49167,8,B
1.5,8,B
1.50833,7,B
1.51667,7,B
1.525,7,B
1.53333,7,B
1.54167,7,B
1.55,7,B
1.55833,7,B
1.56667,7,B
1.575,7,B
