#
# 230802_lactate_10mM001
# ------------------------------
# Acquired: 8/2/2023 3:37:16 PM
# Converted: 08/03/2023 07:08:36 AM
# Vial: 5
# Injection Volume: 20 uL
# Sample ID: 001
#
# Detector B
# ---------------------
# Acquisition Interval: 500 ms
# Intensity Units: mV
# Intensity Multiplier: 0.001
#
time_min,intensity_mV,detector
0.0,2,B
0.00833,2,B
0.01667,1,B
0.025,1,B
0.03333,1,B
0.04167,1,B
0.05,1,B
0.05833,1,B
0.06667,1,B
0.075,1,B
0.08333,1,B
0.09167,1,B
0.1,2,B
0.10833,2,B
0.11667,2,B
0.125,1,B
0.13333,1,B
0.14167,1,B
0.15,1,B
0.15833,2,B
0.16667,2,B
0.175,2,B
0.18333,2,B
0.19167,2,B
0.2,2,B
0.20833,2,B
0.21667,2,B
0.225,2,B
0.23333,2,B
0.24167,2,B
0.25,2,B
0.25833,2,B
0.26667,2,B
0.275,2,B
0.28333,2,B
0.29167,2,B
0.3,2,B
0.30833,2,B
0.31667,2,B
0.325,2,B
0.33333,2,B
0.34167,2,B
0.35,2,B
0.35833,3,B
0.36667,3,B
0.375,2,B
0.38333,2,B
0.39167,3,B
0.4,3,B
0.40833,3,B
0.41667,3,B
0.425,3,B
0.43333,3,B
0.44167,3,B
0.45,3,B
0.45833,3,B
0.46667,3,B
0.475,3,B
0.48333,3,B
0.49167,3,B
0.5,3,B
0.50833,3,B
0.51667,3,B
0.525,3,B
0.53333,3,B
0.54167,2,B
0.55,2,B
0.55833,2,B
0.56667,3,B
0.575,3,B
0.58333,3,B
0.59167,4,B
0.6,4,B
0.60833,4,B
0.61667,4,B
0.625,3,B
0.63333,3,B
0.64167,3,B
0.65,3,B
0.65833,3,B
0.66667,3,B
0.675,3,B
0.68333,3,B
0.69167,3,B
0.7,3,B
0.70833,3,B
0.71667,3,B
0.725,3,B
0.73333,3,B
0.74167,3,B
0.75,3,B
0.75833,3,B
0.76667,3,B
0.775,3,B
0.78333,3,B
0.79167,3,B
0.8,3,B
0.80833,3,B
0.81667,3,B
0.825,3,B
0.83333,3,B
0.84167,3,B
0.85,3,B
0.85833,3,B
0.86667,2,B
0.875,2,B
0.88333,2,B
0.89167,3,B
0.9,3,B
0.90833,3,B
0.91667,3,B
0.925,3,B
0.93333,3,B
0.94167,3,B
0.95,4,B
0.95833,4,B
0.96667,4,B
0.975,4,B
0.98333,5,B
0.99167,5,B
1.0,5,B
1.00833,4,B
1.01667,4,B
1.025,4,B
1.03333,4,B
1.04167,4,B
1.05,5,B
1.05833,5,B
1.06667,4,B
1.075,4,B
1.08333,5,B
1.09167,5,B
1.1,4,B
1.10833,4,B
1.11667,4,B
1.125,4,B
1.13333,4,B
1.14167,4,B
1.15,4,B
1.15833,4,B
1.16667,4,B
1.175,4,B
1.18333,4,B
1.19167,4,B
1.2,5,B
1.20833,5,B
1.21667,5,B
1.225,5,B
1.23333,5,B
1.24167,5,B
1.25,5,B
1.25833,5,B
1.26667,5,B
1.275,5,B
1.28333,5,B
1.29167,5,B
1.3,5,B
1.30833,5,B
1.31667,5,B
1.325,5,B
1.33333,5,B
1.34167,5,B
1.35,5,B
1.35833,4,B
1.36667,4,B
1.375,4,B
1.38333,5,B
1.39167,5,B
1.4,5,B
1.40833,6,B
1.41667,6,B
1.425,6,B
1.43333,6,B
1.44167,6,B
1.45,6,B
1.45833,5,B
1.46667,5,B
1.475,6,B
1.48333,6,B
1.49167,6,B
1.5,6,B
1.50833,6,B
1.51667,6,B
1.525,6,B
1.53333,6,B
1.54167,6,B
1.55,6,B
1.55833,6,B
1.56667,6,B
1.575,6,B
1.58333,6,B
1.59167,6,B
1.6,6,B
1.60833,7,B
1.61667,7,B
1.625,7,B
1.63333,7,B
1.64167,7,B
1.65,7,B
1.65833,7,B
1.66667,7,B
1.675,7,B
1.68333,7,B
1.69167,7,B
1.7,7,B
1.70833,7,B
1.71667,7,B
1.725,7,B
1.73333,7,B
1.74167,7,B
1.75,7,B
1.75833,6,B
1.76667,6,B
1.775,6,B
1.78333,6,B
1.79167,6,B
1.8,6,B
1.80833,7,B
1.81667,7,B
1.825,7,B
1.83333,8,B
1.84167,8,B
1.85,7,B
1.85833,7,B
1.86667,8,B
1.875,8,B
1.88333,8,B
1.89167,8,B
1.9,8,B
1.90833,8,B
1.91667,8,B
1.925,8,B
1.93333,7,B
1.94167,7,B
1.95,7,B
1.95833,6,B
1.96667,6,B
1.975,6,B
1.98333,7,B
1.99167,7,B
2.0,8,B
2.00833,8,B
2.01667,8,B
2.025,8,B
2.03333,8,B
2.04167,8,B
2.05,7,B
2.05833,7,B
2.06667,7,B
2.075,8,B
2.08333,8,B
2.09167,8,B
2.1,8,B
2.10833,8,B
2.11667,7,B
2.125,7,B
2.13333,7,B
2.14167,7,B
2.15,6,B
2.15833,6,B
2.16667,6,B
2.175,6,B
2.18333,6,B
2.19167,6,B
2.2,6,B
2.20833,6,B
2.21667,6,B
2.225,7,B
2.23333,7,B
2.24167,7,B
2.25,7,B
2.25833,6,B
2.26667,6,B
2.275,6,B
2.28333,5,B
2.29167,5,B
2.3,5,B
2.30833,5,B
2.31667,4,B
2.325,4,B
2.33333,4,B
2.34167,4,B
2.35,4,B
2.35833,4,B
2.36667,4,B
2.375,4,B
2.38333,4,B
2.39167,4,B
2.4,4,B
2.40833,4,B
2.41667,3,B
2.425,3,B
2.43333,4,B
2.44167,4,B
2.45,4,B
2.45833,3,B
2.46667,3,B
2.475,3,B
2.48333,3,B
2.49167,2,B
2.5,2,B
2.50833,1,B
2.51667,1,B
2.525,1,B
2.53333,1,B
2.54167,1,B
2.55,1,B
2.55833,1,B
2.56667,1,B
2.575,1,B
2.58333,2,B
2.59167,2,B
2.6,2,B
2.60833,2,B
2.61667,2,B
2.625,2,B
2.63333,1,B
2.64167,1,B
2.65,1,B
2.65833,1,B
2.66667,1,B
2.675,1,B
2.68333,1,B
2.69167,1,B
2.7,1,B
2.70833,1,B
2.71667,1,B
2.725,1,B
2.73333,1,B
2.74167,1,B
2.75,1,B
2.75833,1,B
2.76667,1,B
2.775,0,B
2.78333,0,B
2.79167,0,B
2.8,0,B
2.80833,0,B
2.81667,0,B
2.825,0,B
2.83333,0,B
2.84167,1,B
2.85,1,B
2.85833,1,B
2.86667,1,B
2.875,1,B
2.88333,1,B
2.89167,1,B
2.9,1,B
2.90833,1,B
2.91667,1,B
2.925,1,B
2.93333,0,B
2.94167,0,B
2.95,1,B
2.95833,1,B
2.96667,1,B
2.975,1,B
2.98333,2,B
2.99167,1,B
3.0,2,B
3.00833,2,B
3.01667,2,B
3.025,2,B
3.03333,2,B
3.04167,2,B
3.05,2,B
3.05833,2,B
3.06667,3,B
3.075,3,B
3.08333,3,B
3.09167,3,B
3.1,3,B
3.10833,3,B
3.11667,3,B
3.125,3,B
3.13333,3,B
3.14167,3,B
3.15,3,B
3.15833,3,B
3.16667,3,B
3.175,4,B
3.18333,4,B
3.19167,4,B
3.2,4,B
3.20833,5,B
3.21667,5,B
3.225,5,B
3.23333,5,B
3.24167,5,B
3.25,5,B
3.25833,5,B
3.26667,5,B
3.275,6,B
3.28333,6,B
3.29167,6,B
3.3,6,B
3.30833,5,B
3.31667,5,B
3.325,5,B
3.33333,5,B
3.34167,6,B
3.35,6,B
3.35833,6,B
3.36667,6,B
3.375,6,B
3.38333,7,B
3.39167,7,B
3.4,8,B
3.40833,8,B
3.41667,8,B
3.425,8,B
3.43333,7,B
3.44167,8,B
3.45,8,B
3.45833,8,B
3.46667,8,B
3.475,8,B
3.48333,8,B
3.49167,8,B
3.5,8,B
3.50833,9,B
3.51667,9,B
3.525,9,B
3.53333,8,B
3.54167,8,B
3.55,8,B
3.55833,8,B
3.56667,8,B
3.575,8,B
3.58333,8,B
3.59167,8,B
3.6,8,B
3.60833,8,B
3.61667,9,B
3.625,9,B
3.63333,9,B
3.64167,9,B
3.65,9,B
3.65833,9,B
3.66667,9,B
3.675,9,B
3.68333,9,B
3.69167,9,B
3.7,9,B
3.70833,9,B
3.71667,9,B
3.725,10,B
3.73333,10,B
3.74167,10,B
3.75,10,B
3.75833,10,B
3.76667,10,B
3.775,10,B
3.78333,9,B
3.79167,9,B
3.8,9,B
3.80833,9,B
3.81667,10,B
3.825,10,B
3.83333,9,B
