tax_identifier,average,AsnicarF_2017,AsnicarF_2021,BackhedF_2015,Bengtsson-PalmeJ_2015,ChuDM_2017,CosteaPI_2017,DavidLA_2015,DeFilippisF_2019,DhakanDB_2019,FengQ_2015,FerrettiP_2018,GuptaA_2019,HMP_2012,HMP_2019_ibdmdb,HMP_2019_t2d,HallAB_2017,HanniganGD_2017,HansenLBS_2018,Heitz-BuschartA_2016,IjazUZ_2017,JieZ_2017,KeohaneDM_2020,LeChatelierE_2013,LiJ_2014,LiJ_2017,LiSS_2016,LifeLinesDeep_2016,LiuW_2016,LouisS_2016,MehtaRS_2018,NagySzakalD_2017,NielsenHB_2014,Obregon-TitoAJ_2015,QinJ_2012,QinN_2014,RampelliS_2015,RaymondF_2016,SankaranarayananK_2015,SchirmerM_2016,ShaoY_2019,ThomasAM_2018a,ThomasAM_2018b,ThomasAM_2019_c,VincentC_2016,VogtmannE_2016,WampachL_2018,WirbelJ_2018,XieH_2016,YachidaS_2019,YassourM_2016,YassourM_2018,YeZ_2018,YuJ_2015,ZeeviD_2015,ZellerG_2014,ZhuF_2020
Bacteroidaceae,24.010343612571866,19.382231249999997,25.184669562043776,29.341890000000006,36.404089428571446,25.238288,17.940972145922753,11.5045525,12.644919999999999,14.787509425287364,6.425648333333332,15.54618652173913,18.86213068965517,56.58676993103446,46.22977303030303,48.86302142857142,25.680467297297298,3.9602560714285704,16.746849806763286,31.585739090909097,6.389318846153846,32.965024632352936,7.263686972477066,27.21266390410958,39.411818,26.286568048780488,14.031556,5.048834571703556,5.920010444444444,42.51636739130434,29.922589752155115,49.04090440000001,31.28427227074236,15.10077789473684,39.278099139784956,45.40043285714285,14.969771818181822,46.48747041666666,14.277688125000003,11.404936666666664,8.495982298850572,29.943601666666666,20.569299999999995,34.470833157894745,18.856136363636367,31.364497692307687,2.3573257142857145,22.89668509433962,29.913551984126972,39.79166838235293,21.520374999999998,24.125075517241378,44.09313738095237,23.426740333333335,24.159583144444436,21.45507268292683,42.270670641025646
Lachnospiraceae,22.864188708572808,16.485365,24.01235534671535,10.736742626262625,18.245752714285707,16.608938000000002,20.79798665236051,7.891865000000001,13.482504536082475,11.349869540229879,31.282788333333333,2.0886526086956523,5.317834827586208,6.6162494482758625,14.875832828282824,15.103607142857143,33.710463783783794,42.960315,33.726592125603844,26.295152727272725,44.92695423076922,20.612042573529415,29.643144036697258,21.595582602739732,18.877221,5.797117560975609,32.508368000000004,34.53383826756501,11.168364888888886,10.70411184782609,24.172271627155173,10.3499866,27.22760283842793,25.767564736842107,15.135025268817207,16.53473973214286,35.491946363636366,5.68010638888889,27.761424374999997,33.101191081081055,4.08075132183908,5.926385,27.345620476190476,15.404935263157896,4.693925,22.862003589743587,0.0,24.898651698113206,15.523443253968255,16.057549999999996,23.48860805555556,11.012830431034484,3.352622857142857,22.97415233333333,22.25377448888887,31.726702926829265,11.818515641025641
Oscillospiraceae,13.115698614406272,8.83860125,15.268004032846726,3.4128550505050503,11.994926142857148,11.142302,14.881235107296128,1.3337775000000003,17.729252886597937,7.728853218390807,20.395131666666668,3.8771343478260865,5.0091237931034485,8.723124827586208,13.66466171717172,10.140059285714285,12.05582594594595,12.470179642857142,15.003684396135263,16.001344545454547,11.060976538461537,10.631211617647057,14.970233119266059,12.47378119863014,11.533972,14.833434146341466,14.561968000000002,17.005566727622696,13.179560444444443,11.368721521739134,14.997154601293106,11.595691600000002,9.947725676855898,29.72587842105263,8.030165806451611,9.364194553571423,22.05347181818182,6.773111388888885,22.576678125,15.722241306306303,1.1308498275862067,24.64011166666667,14.908756190476188,7.347363157894736,3.3105999999999995,13.611765641025645,0.042268571428571426,18.5615879245283,11.4323730952381,8.309339338235292,11.005845555555558,4.233382586206897,7.546682619047619,16.73498,12.543664255555552,15.849214146341465,5.139882307692308
Prevotellaceae,8.950335358933586,18.373285,7.480555510948907,1.4294381818181816,11.654419857142859,17.763834000000003,20.31211257510729,38.546845,20.43237804123712,38.72662839080459,0.23998166666666665,1.281981739130435,40.881330000000005,5.654529379310345,6.570633434343435,0.4722404761904761,1.8587263513513517,1.2886003571428575,6.543179178743963,0.003481818181818182,0.15125615384615385,7.678905294117648,23.545503119266055,12.94573565068493,12.950222,32.22272512195123,3.0393440000000003,2.419111684311838,27.55221044444444,5.276753369565219,5.697797984913787,6.6833366000000005,10.339554890829698,4.1523200000000005,16.15957177419356,9.999268571428578,2.7629154545454546,6.073872222222221,10.962748125,6.394319414414414,0.8588473563218391,12.505564999999999,7.4197700000000015,5.499871052631579,19.774282727272727,7.819228205128204,0.0,6.895750188679246,2.856440555555556,9.670801911764702,8.939609166666667,0.7037816379310344,19.663039761904763,5.199714666666666,14.699006777777779,4.1410009756097566,23.672751025641027
Bifidobacteriaceae,6.620762125473895,7.1714512500000005,3.836690428832116,26.593311010101,0.6176622857142857,5.055196,3.2938666523605145,5.228725000000001,8.826575670103095,2.964810919540229,11.027361666666666,16.054288695652176,2.551539310344828,0.24352696551724146,0.445860202020202,2.6765109523809514,6.194378108108108,11.370435357142858,3.131084637681158,1.3002063636363637,16.84606653846154,2.48417125,3.6942776146788994,1.160042363013699,0.8646880000000001,1.1414499999999999,11.107942,16.107573792107793,16.841460444444444,2.2577919565217393,1.8914848922413796,0.6439248,0.6668267685589517,5.259651052631579,1.3504931182795703,0.6020775892857142,9.030435454545453,0.7757943055555554,4.599046250000001,13.762765472972971,34.26418528735632,1.3764366666666665,8.965664761904762,6.554076842105263,0.9300668181818182,0.9303569230769233,30.79901642857143,5.11841603773585,4.75689150793651,3.103140367647059,6.423452777777777,21.507101810344828,1.6189204761904759,2.7959180000000003,4.242701122222219,3.3693939024390245,2.067761923076923
Rikenellaceae,4.450433259141521,3.5616375000000007,7.012000994525556,1.924415252525252,6.912710999999999,2.914318,3.611614635193136,0.0,8.9352893814433,2.7395304597701147,1.934405,5.676406086956522,1.3761786206896547,8.150936206896555,4.682166868686867,7.668848333333335,3.2278189189189193,0.757849642857143,2.8431990338164246,6.267890909090909,0.45347346153846146,2.7970199264705884,0.9978028440366971,5.70922797945205,2.000094,4.019989756097561,2.358128,1.9017979499518762,4.973882,10.579326739130439,5.860984870689659,7.836060999999998,2.8903073362445406,1.9179715789473684,3.129125645161291,4.959333035714286,2.549443636363636,12.052589166666667,2.065395,3.0776509459459467,0.4923176436781609,6.280806666666667,3.0413966666666665,1.035362105263158,5.559547727272727,4.695518974358974,0.0,3.5667305660377355,8.545796349206352,2.5245748529411762,2.4250516666666666,2.5709200862068973,11.072035952380954,2.451031333333333,4.0384269999999995,1.7605787804878053,3.3244711538461558
Tannerellaceae,2.327460014675311,2.3112200000000005,2.6062556569343034,4.0969001010101005,3.0969599999999993,3.570138,2.2827196995708143,0.00481,1.4984669072164942,0.7147755172413791,0.4149333333333334,4.768673913043479,2.6821951724137936,5.93776910344828,3.131360656565656,2.137526666666667,2.3023467567567564,0.32816571428571434,1.2849673429951702,1.9280881818181819,0.1631473076923077,1.8143727205882358,0.8805437614678896,3.137157773972602,2.1669159999999996,1.0418746341463414,0.658,0.6361458229066402,0.7280997777777778,4.197284239130435,2.987660905172411,3.2588584000000016,3.2662518777292564,1.226283157894737,2.0929895161290313,2.173293392857143,0.8779599999999999,8.806576388888889,1.0929556249999999,1.4743909009009,1.005675747126437,2.77964,2.4159514285714287,3.527278947368421,0.8178749999999998,3.2021553846153847,0.8174907142857143,2.3666811320754713,2.9021476984126986,4.634822205882354,1.569009444444445,3.0982960344827584,1.7714442857142858,1.980183,2.3454568888888883,2.3291558536585377,1.8255203846153853
Coriobacteriaceae,2.251295559496144,1.02468625,1.6897522536496343,1.9274430303030299,0.27765028571428574,1.754282,1.6135333905579405,1.2951849999999998,2.226927216494846,0.9641421839080458,5.4837533333333335,0.2299478260869565,0.6364572413793104,0.2348766896551724,0.22520131313131306,1.0320004761904764,1.5277264864864866,8.302501071428571,1.6063768115942016,0.9058654545454548,4.060186538461537,0.9967212500000004,3.847515321100918,0.5758099657534245,0.19956300000000002,0.7803265853658536,8.472924,7.148534610202126,7.805371555555555,1.1522938043478261,1.3758215193965508,0.39768000000000014,0.2898720960698689,1.7899078947368423,0.31314736559139794,0.14231875,2.8422054545454545,0.37039236111111107,2.3064693750000003,4.4846712162162135,0.6626225862068966,0.4564983333333334,3.3676899999999996,1.3016673684210527,0.8252790909090908,0.8124635897435899,0.00027857142857142854,2.1603456603773585,1.5961073809523807,1.1569458088235294,1.9206230555555552,2.984426637931036,1.0973116666666671,1.2866086666666667,1.2403772333333318,1.3510092682926833,0.3477387179487178
Eubacteriaceae,2.0527974660633466,0.8304699999999999,1.3033266605839413,0.766270404040404,1.0026132857142855,2.093168,3.2755959227467795,0.0,1.5297510309278348,1.4909372413793105,4.80688,0.37610869565217386,1.6351644827586207,0.8731217241379311,0.9947432828282827,1.5106983333333337,1.1411122972972971,1.4163814285714285,4.436423671497587,2.1177881818181814,2.176068846153846,3.1687197058823515,3.4440880733944943,2.4775187671232874,1.8884349999999999,0.45649926829268306,0.7097260000000001,2.008115871029837,1.9392015555555553,0.966713260869565,1.5159069719827591,0.7559119999999999,2.888553842794758,3.902045789473685,3.346845161290324,2.8534868749999993,2.443207272727273,1.6637204166666666,2.7201825,1.9189136036036039,0.11572994252873561,0.7724949999999998,2.574904285714286,3.133212105263158,0.6009277272727274,3.244258461538462,0.0,2.772142075471698,4.724290158730158,2.2391767647058822,5.694215833333333,1.0147312931034482,0.5420652380952381,5.615635666666669,2.744311777777777,3.466613902439024,1.4072021794871792
Enterobacteriaceae,1.7670513048795389,0.6663287499999999,0.530559096715329,9.420109999999998,0.5261692857142857,4.4189,1.1931771244635199,9.307195,0.39439567010309295,6.431733103448276,0.11595499999999999,25.62082086956522,3.8968403448275857,0.7436506896551726,1.685734494949495,0.24142119047619043,1.0927845945945949,0.9192492857142857,0.3372228985507247,1.261107272727273,0.28836961538461536,6.310278676470592,0.27432853211009184,0.9854124657534248,1.464077,6.666980243902438,1.2260220000000002,0.4022825794032726,0.9549895555555554,0.09060771739130435,1.302882176724139,1.3440241999999996,0.46324947598253263,0.208608947368421,3.8426337096774192,1.306319553571429,0.12627727272727274,0.49807083333333313,0.59658,0.12464844594594593,13.183705747126435,4.059478333333334,0.24157619047619053,7.501727894736843,4.73272590909091,0.8563325641025644,15.941706428571427,0.7042475471698115,3.978538095238093,2.2777352205882346,3.8160430555555553,11.62297534482759,3.6893161904761897,8.756687333333332,0.6178451111111108,0.5468439024390245,2.0479139743589743
