tax_identifier,average,AsnicarF_2017,AsnicarF_2021,BackhedF_2015,Bengtsson-PalmeJ_2015,ChuDM_2017,CosteaPI_2017,DavidLA_2015,DeFilippisF_2019,DhakanDB_2019,FengQ_2015,FerrettiP_2018,GuptaA_2019,HMP_2012,HMP_2019_ibdmdb,HMP_2019_t2d,HallAB_2017,HanniganGD_2017,HansenLBS_2018,Heitz-BuschartA_2016,IjazUZ_2017,JieZ_2017,KarlssonFH_2013,KeohaneDM_2020,LeChatelierE_2013,LiJ_2014,LiJ_2017,LiSS_2016,LifeLinesDeep_2016,LiuW_2016,LouisS_2016,MehtaRS_2018,NagySzakalD_2017,NielsenHB_2014,Obregon-TitoAJ_2015,QinJ_2012,QinN_2014,RampelliS_2015,RaymondF_2016,SankaranarayananK_2015,SchirmerM_2016,ShaoY_2019,ThomasAM_2018a,ThomasAM_2018b,ThomasAM_2019_c,VincentC_2016,VogtmannE_2016,WampachL_2018,WirbelJ_2018,XieH_2016,YachidaS_2019,YassourM_2016,YassourM_2018,YeZ_2018,YuJ_2015,ZeeviD_2015,ZellerG_2014,ZhuF_2020
Bacteroides,13.640691442448949,7.59568875,14.585929945255467,18.2021697979798,20.12071614285715,11.309505999999999,9.340272687747042,8.967935,7.336154020618555,7.56073409090909,3.7393225,9.848411739130437,11.956189333333331,34.441441724137945,26.64657196347032,24.12499928571429,14.507062567567564,3.2037092857142855,9.084660628019325,16.27308818181818,2.9816261538461544,17.980597192982465,6.715236976744188,3.90685945945946,16.28479249999998,26.358369,13.881572439024394,10.555206,3.2430166637010687,3.983134666666666,25.36234173913044,19.265097715517246,30.06358840000001,16.37989554655869,10.575244736842103,20.440749375000003,20.849494912280704,5.7154572727272726,33.144170555555554,8.900748333333334,6.739390131578945,5.391430632183907,14.357285714285714,9.857889642857142,17.56528625,7.975774999999996,18.29443172413793,1.6992557142857143,14.245426461538461,19.993582429378527,18.156063617886165,8.560442222222221,15.366643017241385,18.23663622222222,14.992565135135136,13.093115477777788,10.124483442622953,15.674172179487181
Phocaeicola,10.198827935163218,11.786542500000001,10.598739616788325,11.139720202020202,16.283373285714283,13.928782000000002,8.39912830039526,2.5366174999999997,5.308765979381442,7.0631306818181825,1.50257875,5.697774782608695,6.411700666666666,22.14532820689655,21.471711415525114,24.738022142857147,11.173404729729727,0.7565467857142857,7.66218917874396,15.312650909090907,3.4076926923076916,15.660809415204675,4.885796046511629,3.5893999999999995,10.927871404109586,13.053449,12.404995609756096,3.47635,1.7925368861209983,1.9368757777777774,17.154025652173903,10.657492036637926,18.977316,14.771435222672055,4.5255331578947375,18.939963645833327,24.82394912280703,9.254314545454546,13.343299861111113,7.147608333333334,4.73125796052632,3.104551666666667,13.587924285714285,9.065878928571426,16.357159,4.86668357142857,12.927024827586205,0.65807,9.617186923076927,9.334485310734463,18.515796422764225,12.959932777777777,8.758432500000003,27.085369111111113,9.990887837837839,11.06646766666668,9.529037868852459,26.59649846153846
Prevotella,8.942149650965732,18.175345000000004,7.337356770072999,1.3401748484848486,11.442618428571427,17.705744000000003,20.0349028458498,38.506735,20.005081030927837,39.13496681818182,0.209270625,1.2652886956521738,40.63285299999999,5.402983931034484,5.708694977168948,0.3154914285714286,1.8587263513513517,1.2886003571428575,6.441812560386475,0.003481818181818182,0.12781346153846154,8.15711385964912,1.1134411627906977,23.11648495495496,12.458328356164381,12.937976999999998,31.990140487804883,2.13933,2.3769681405693963,27.545152222222217,4.943132065217391,5.506104806034482,6.386253399999999,9.816315101214569,3.8188563157894726,16.222071458333335,9.669742719298249,2.593660909090909,5.722788472222222,9.580857222222223,6.203212280701751,0.8526244827586206,13.95788,7.397603928571429,11.189709249999995,21.970062802197805,5.527045517241378,0.0,6.38354676923077,3.6186007344632762,11.341472804878048,8.820876944444445,0.6382100862068965,18.23685022222222,4.157146486486486,14.355846299999985,3.4388898360655746,23.47899858974359
Bifidobacterium,6.470786682480521,7.16535625,3.833122600364962,26.587629292929282,0.617524142857143,4.560288,3.353624071146245,5.228725000000001,8.82642907216495,2.9459021590909087,12.690491875,15.668258695652172,2.465498333333334,0.24338662068965522,0.4152513698630137,2.6765109523809514,6.190904054054054,11.370435357142858,3.12835304347826,1.2988054545454546,16.844829230769232,2.3996801169590634,3.710282325581396,3.6506945945945963,1.1560913356164384,0.8637590000000002,1.1414499999999999,11.096529999999998,16.125833807829196,16.841172666666665,2.257656630434782,1.8882836422413802,0.6437527999999999,0.7039213360323886,5.259343684210526,1.3469716145833337,0.596251842105263,9.022288181818181,0.7753795833333331,4.4383461111111115,13.630933135964904,34.24574816091954,1.7184871428571429,8.695260357142855,5.0085485,0.9879056043956046,1.4019724137931033,30.798975000000002,4.5815644615384645,4.124297683615818,3.5977503252032546,6.415583055555555,21.50166620689656,1.5713568888888882,3.0920575675675677,4.238425633333331,5.312153114754097,2.0674801282051285
Faecalibacterium,5.80527738054897,4.0366075,7.278003868613134,1.7586981818181817,6.740267999999999,4.6039200000000005,9.328831146245061,0.668555,11.119269793814428,3.65123375,5.852819374999999,0.5576826086956521,1.4007460000000003,3.1800203448275863,8.061934885844755,5.026188095238094,6.894648918918918,4.334144642857142,6.527987681159419,8.140347272727276,3.3076499999999998,3.3813225146198818,8.457648837209302,7.507573063063064,5.933737945205478,5.6749800000000015,11.850767073170731,6.69332,6.464433229537354,7.233942000000001,4.635684347826087,6.2219011745689645,4.705293600000001,3.5687244129554663,12.811403684210527,4.678171458333335,6.129363596491228,13.880752727272727,2.032002083333334,8.198168888888889,6.3948623464912275,0.44506931034482755,12.073901428571428,7.708210357142858,3.724476999999999,1.579209945054944,7.207404482758621,0.0,10.791061384615382,3.0895542372881355,3.9395721138211366,5.701453888888889,1.8455706896551722,3.9426624444444447,6.540859459459457,5.624352833333324,4.954568852459018,3.5393375641025626
Alistipes,4.358129327911457,3.5616375000000007,7.004725912408767,1.924415252525252,6.912710999999999,2.914318,3.533006205533599,0.0,8.9352893814433,2.7093049999999996,1.848065625,5.676406086956522,1.3303059999999995,8.150936206896555,4.507631506849313,7.668848333333335,3.2278189189189193,0.757849642857143,2.8431990338164246,6.267890909090909,0.45347346153846146,2.9503626315789466,4.23821953488372,0.9959641441441439,5.700548219178078,2.000094,4.019989756097561,2.358128,1.9002029804270448,4.973882,10.579326739130439,5.860984870689659,7.836060999999998,2.832031497975709,1.9179715789473684,3.0666617708333335,4.938569824561403,2.549443636363636,12.052589166666667,2.3995266666666666,3.0624398026315798,0.4923176436781609,12.983371428571433,2.711048571428571,1.3265799999999999,2.3733358241758244,4.738069310344827,0.0,4.013442923076923,8.974578870056495,2.4368863821138214,2.4250516666666666,2.5709200862068973,10.838937111111111,2.2097383783783777,4.0384269999999995,1.9987300000000001,3.3244711538461558
Roseburia,4.306998703264454,1.30383875,3.4329465693430645,1.4948973737373732,6.342475285714285,4.581116,4.613594901185768,0.11436750000000001,2.374659381443298,3.936717840909091,2.5528743749999996,0.30156434782608693,1.6111013333333333,1.7217592413793101,6.665900091324203,3.896836666666667,7.580142837837836,1.9407432142857146,8.751141642512074,4.679057272727272,1.8053457692307693,4.241354502923975,5.778585581395348,5.980665225225222,6.075771130136986,7.005942999999999,2.335219268292683,7.866020000000001,4.344425106761567,2.9145242222222216,2.704617826086956,5.090154515086203,3.1488271999999995,6.095207489878548,3.9488221052631585,4.539964739583334,4.950259473684211,10.076741818181818,1.4612358333333337,4.8115894444444445,5.077202741228065,0.33339103448275864,2.5479278571428567,5.5601971428571435,2.80385825,0.7180151098901097,4.653415344827586,0.0,6.212296615384614,2.608371638418079,3.725521382113819,3.745705555555555,1.663864051724138,1.843451111111111,5.812635945945945,4.816608877777775,4.912084754098359,3.886256666666667
Ruminococcus,4.273649761662706,1.7440125000000002,4.652432125912403,0.6060925252525252,2.636304857142857,4.4346060000000005,3.03691043478261,0.0079525,3.580253917525775,2.344620681818183,14.118369999999999,0.3925147826086957,1.184671,3.794937931034484,1.7671063013698645,2.436599047619048,1.2943404054054053,4.6686825,4.3380684057971,4.854928181818182,5.1618369230769225,4.704056549707604,8.806803488372093,4.517049009009008,3.236968561643835,2.9168060000000002,0.6905019512195123,5.116719999999999,8.373475177935925,0.5784404444444444,2.0598529347826093,3.839667381465518,2.193236,4.3908883805668015,12.724753684210524,1.6871449999999995,1.4991735087719298,4.8764672727272735,1.045444444444444,6.815048333333333,7.382930986842103,0.3389187931034483,0.855177142857143,5.929289642857143,1.3805747499999999,0.6554382417582415,2.354071379310345,0.0,3.8604939999999996,4.521125649717515,1.6743810975609752,3.9526380555555556,1.3684497413793102,0.5907224444444443,7.425103783783784,4.190950566666661,9.68402868852459,1.0570203846153836
Lachnospiraceae_NA,3.2457514142098742,2.6543400000000004,3.0536536222627793,0.4882453535353534,3.8724497142857146,6.067604,3.949680553359686,6.353275000000001,2.1707752577319592,3.157020340909092,4.278004374999999,0.14386695652173911,1.0025020000000002,1.4849256551724137,1.645373333333333,3.0052828571428583,3.880787027027028,5.113801785714285,4.3845300966183585,2.6215327272727276,4.151901538461538,3.6675105263157897,5.4474193023255815,6.5128561261261275,2.6255866438356184,0.9361729999999999,1.0894521951219514,3.533524,4.202152064056942,3.495262,2.8680341304347823,4.984956411637932,1.7868848,3.175048825910931,4.584064736842105,2.05708578125,1.7096928947368422,4.974877272727272,0.7806752777777777,2.805895,4.827401140350878,0.47565373563218377,0.37673285714285726,3.6209189285714283,2.9526587499999994,0.9360595054945053,2.970687068965517,0.0,3.8606910769230764,2.151120734463276,2.4970641463414642,2.883241111111112,1.3405292241379316,0.7207928888888887,3.6372878378378384,2.734494433333338,3.423445081967212,1.6233442307692305
Parabacteroides,2.3224698588049253,2.3112200000000005,2.6062553832116753,4.0969001010101005,3.0968852857142855,3.570138,2.2156403557312254,0.00481,1.4984669072164942,0.706653068181818,0.8007287500000001,4.768673913043479,2.667602000000001,5.93776910344828,3.3110095433789954,2.137526666666667,2.3023467567567564,0.32816571428571434,1.2849673429951702,1.9280881818181819,0.1631473076923077,1.882551637426901,1.1519688372093027,0.8999485585585583,3.137157773972602,2.1669159999999996,1.0418746341463414,0.658,0.6321306672597861,0.7241866666666666,4.197284239130435,2.987660905172411,3.2588584000000016,3.231004858299594,1.226283157894737,2.126404270833332,2.1675154385964914,0.8779599999999999,8.806576388888889,1.246272777777778,1.4849717105263152,1.005675747126437,2.237245714285714,2.035458928571429,3.43998,1.4355468681318677,3.426823448275863,0.8174907142857143,2.4132992307692307,2.800864576271187,4.559670040650406,1.569009444444445,3.0982960344827584,1.752450666666667,1.8164483783783785,2.3454568888888883,2.0718031147540987,1.8255203846153853
