sample,foldername,peak_assignment,hplc_machine,peaks_manual,peaks_autofitting,background_substraction,setting_background_substraction,fitting_boundaries,time_window,notes
Rint_1_FP12,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_1_FP14,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_2_FP08,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_2_FP09,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_2_FP12,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_2_FP14,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_3_FP08,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_3_FP09,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_3_FP12,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_3_FP14,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_4_FP09,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_4_FP12,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_4_FP14,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_5_FP09,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,26.0,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Rint_5_FP14,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_6_FP14,tbd,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.5,23.9,25.9,28.1,35.5]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
230419_B.finegoldii_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.finegoldii_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.finegoldii_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.finegoldii_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.finegoldii_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.fragilis_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.fragilis_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.fragilis_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.fragilis_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_B.fragilis_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230419_NCM_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.finegoldii_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.finegoldii_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.finegoldii_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.finegoldii_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.fragilis_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.fragilis_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.fragilis_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.fragilis_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.fragilis_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.ovatus_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.vulgatus_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.vulgatus_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.vulgatus_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.vulgatus_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_B.vulgatus_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_P.distastonis_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,26.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_P.distastonis_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,26.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_P.distastonis_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_P.distastonis_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_P.distastonis_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230424_P.distastonis_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,26.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.finegoldii_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,26.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.finegoldii_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,26.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.finegoldii_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,26.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.finegoldii_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,26.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.finegoldii_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,23.3,24.8,26.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.fragilis_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.fragilis_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.fragilis_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.fragilis_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.fragilis_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.ovatus_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.ovatus_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.ovatus_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.ovatus_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.ovatus_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.vulgatus_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.vulgatus_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.vulgatus_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.vulgatus_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_B.vulgatus_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_P.distastonis_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_P.distastonis_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_P.distastonis_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_P.distastonis_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230608_P.distastonis_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2] ",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
