,Unnamed: 0,notes,strain,species,experiment,experiment_short,exp_number,medium,experimentator,sample_number,growth_rate,use_in_study,num_av,date_of_experiment,glucose,glucose_y0,glucose_OD,glucose_conc,acetate,acetate_y0,acetate_OD,acetate_conc,propionate,propionate_y0,propionate_OD,propionate_conc,succinate,succinate_y0,succinate_OD,succinate_conc,lactate,lactate_y0,lactate_OD,lactate_conc,butyrate,butyrate_y0,butyrate_OD,butyrate_conc,formate,formate_y0,formate_OD,formate_conc,ethanol,ethanol_y0,ethanol_OD,ethanol_conc,exp_number_usedonly,glucose_std,acetate_std,propionate_std,succinate_std,lactate_std,butyrate_std,formate_std,ethanol_std,growth_rate_std
24,1.0,,ATCC8482,B.ovatus,yield_expt_090622_rerun_sep2nd,run3hplcrep,2,epsilon_plus,Richa,,0.4415439406326002,no,1.0,20220906,-5.907752566729242,19.380163408682947,[0.076 0.126 0.203 0.504],[18.76729223 18.51714889 18.56290471 16.30316072],3.96104423459998,11.521977733731362,[0.076 0.126 0.203 0.504],[11.74752155 11.88296751 12.60684902 13.45116206],0.7651997850822274,7.010622981726511,[0.076 0.126 0.203 0.504],[7.03968713 7.03458463 7.29831201 7.36547476],0.8899027252921918,0.6193014898182764,[0.076 0.126 0.504],[0.64294733 0.78123436 1.06199411],0.7957986327567015,0.513231521408493,[0.076 0.126 0.203],[0.58082954 0.60176319 0.67940028],0.0643758965478215,0.0600044206354234,[0.076 0.126 0.203 0.504],[0.06088212 0.06915476 0.07747681 0.09102168],1.9732674679816145,1.7742977220743272,[0.076 0.126 0.203 0.504],[1.97228175 1.97917854 2.16153918 2.77789155],-1.0595918908521964,9.058550377231656,[0.076 0.126 0.504],[9.07393794 8.81643788 8.53720344],,,,,,,,,,
25,53.0,air in hplc runs,ATCC8482,B.ovatus,yield_scfa_simple_medium,simple,54,epsilon_noTryp,Richa,,0.2757262529844867,no,1.0,,-6.385910380187632,20.82634678311399,[0.087 0.16  0.238],[20.30825386 19.7320412  19.34157875],-2.9822807678073135,0.8345871162230588,[0.087 0.16  0.238],[0.66567735 0.18212928 0.20954855],-0.9342872232281944,0.1652102242137716,[0.087 0.16  0.238],[ 0.10589719 -0.02680731 -0.03658851],0.3841144434597096,0.1725299154161073,[0.087 0.16  0.238],[0.1969323  0.25144144 0.25551151],0.5209424987611638,0.17495375502339,[0.087 0.16  0.238],[0.22020093 0.25844941 0.29886804],-1.410019729422049,0.3517634400330796,[0.087 0.16  0.238],[0.24697428 0.09154149 0.03291498],-1.8446259806134104,1.30929107463016,[0.087 0.16  0.238],[1.13683805 1.03732471 0.85906687],-3.8159814886530254,4.548083235687577,[0.087 0.16  0.238],[4.24467462 3.88219482 3.66662925],,,,,,,,,,
26,166.0,"check ethanol peak, get rid of middle peak?",ATCC8482,B.ovatus,BHI-Richa-22Dec30,BHI-Richa-22Dec30,167,BHI,Richa/Jonas,1.0,0.967801976578831,yes,1.0,2022-12-30 00:00:00,-4.085789467385574,6.846504568310588,[0.143 0.25  0.32  0.383 0.416],[6.24294597 5.82417318 5.58633685 5.3081247  5.09322846],14.76436835459453,1.7464999286194849,[0.143 0.25  0.32  0.383 0.416],[4.08141158 5.14557973 6.30102236 7.5150887  8.01312223],-1.788051090680254,12.500713449733215,[0.143 0.25  0.32  0.383 0.416],[12.2881323  11.96365494 11.92260567 11.92946372 11.69617737],1.336394789904798,1.1784354942415127,[0.143 0.25  0.32  0.383 0.416],[1.37708406 1.49587291 1.60998216 1.70032917 1.72953809],0.7462084150832085,1.78181429122493,[0.143 0.25  0.32  0.383 0.416],[1.89070465 1.9613937  2.01874554 2.09002886 2.07646583],-0.0687000428964772,0.0794754004144186,[0.143 0.25  0.32  0.383 0.416],[0.06568307 0.07394815 0.04817472 0.05450258 0.05119402],10.686914150840156,1.2751774180223243,[0.143 0.25  0.32  0.383 0.416],[3.00349731 3.68878625 4.54014261 5.4618512  5.84022392],10.140532791664238,-0.9663694883677486,[0.143 0.25  0.32  0.383 0.416],[0.16931898 2.01987489 2.35282414 3.03331607 2.92530405],20.0,,,,,,,,,
27,167.0,"check ethanol peak, get rid of middle peak?",ATCC8482,B.ovatus,BHI-Richa-22Dec30,BHI-Richa-22Dec30,168,BHI,Richa/Jonas,2.0,0.8162818728544962,yes,1.0,2022-12-30 00:00:00,-3.886031938993787,6.758519853172321,[0.147 0.255 0.331 0.406 0.441],[6.18639389 5.75540327 5.49296314 5.18777686 5.03013164],15.436859491773829,1.6655318123355844,[0.147 0.255 0.331 0.406 0.441],[4.04134911 5.46205069 6.71572188 7.96754789 8.53122749],-1.1264326614225355,12.327516189753815,[0.147 0.255 0.331 0.406 0.441],[12.22397272 11.95172349 11.93248507 11.88933784 11.86029823],1.4103916171822954,1.1720678291399405,[0.147 0.255 0.331 0.406 0.441],[1.37942451 1.53314022 1.63856365 1.73796307 1.79966645],0.7020326513036106,1.7749639529189438,[0.147 0.255 0.331 0.406 0.441],[1.8809978  1.94668199 2.00968628 2.06758642 2.07907886],0.1076912908742964,0.0635212151244528,[0.147 0.255 0.331 0.406 0.441],[0.07381976 0.09268825 0.1114595  0.10601499 0.10377582],11.264563013495447,1.246220060846741,[0.147 0.255 0.331 0.406 0.441],[3.00976973 3.95392364 4.95855866 5.84189362 6.26496422],12.058209020936845,-1.5705042385877002,[0.147 0.255 0.331 0.406 0.441],[-0.05716198  1.88479127  2.56995365  3.01181339  3.79005274],21.0,,,,,,,,,
28,9.0,,ATCC8482,B.ovatus,yield_expt_090222_modified_epsi,run3,10,epsilon_plus,Richa,,0.4415439406326002,yes,1.0,20220906,-6.422159414541917,19.82440740126027,[0.076 0.126 0.203 0.504],[19.34902626 19.00212546 18.51908477 16.58965021],3.740364198215729,11.976506224530326,[0.076 0.126 0.203 0.504],[12.24874956 12.46764612 12.72796495 13.86165532],0.2282164565922991,7.580149892556973,[0.076 0.203 0.504],[7.59263205 7.63339165 7.69311946],4.0145053838522715,0.4004565099516112,[0.076 0.126 0.203 0.504],[0.75930838 0.8812275  1.17043985 2.44003571],1.201184065417675,0.4232154602249904,[0.076 0.126 0.203 0.504],[0.53710913 0.56865635 0.64233477 1.03663791],-0.4206086317773273,0.2934687044151921,[0.076 0.126 0.203 0.504],[0.21828074 0.32543632 0.16284391 0.08498061],1.7248139032734944,2.4179196697236662,[0.076 0.126 0.203 0.504],[2.54213208 2.67701256 2.72537968 3.2950102 ],1.0798233582765933,10.26296520848444,[0.076 0.203],[10.34503178 10.48216935],22.0,,,,,,,,,
29,61.0,,ATCC29148,B.theta,Markus_old_Bt1,Markus_old_Bt1,62,epsilon,Markus,,1.052826888129623,yes,1.0,2015,-5.960954848007962,19.258373459710523,[0.088 0.209 0.287 0.401],[18.7264299  17.99583276 17.59596898 16.84372166],4.8885455290724655,-0.1623847469639975,[0.088 0.209 0.287 0.401],[0.2926226  0.84056832 1.20407837 1.82840906],1.2362772722367714,0.2725417179303083,[0.088 0.209 0.287 0.401],[0.37765827 0.53969206 0.62267795 0.76787171],2.3811861954897817,0.0110820593975609,[0.088 0.209 0.287 0.401],[0.23208633 0.50263923 0.67330986 0.98176122],,,,,,,,,4.466428640475844,-1.1345229951906477,[0.088 0.209 0.287 0.401],[-0.98405203  0.11800793  0.27601578  0.45136854],,,,,23.0,,,,,,,,,
30,62.0,,ATCC29148,B.theta,Markus_old_Bt2,Markus_old_Bt2,63,epsilon,Markus,,1.017009370500668,yes,1.0,2015,-4.964175661891271,19.31133656566298,[0.121 0.184 0.351 0.458],[18.70567996 18.38684154 17.61302158 17.0097115 ],4.6921395491938656,-0.1404199570809168,[0.121 0.184 0.351 0.458],[0.42462935 0.72472317 1.5104411  2.00557001],1.082439009962102,-0.0201426913881805,[0.121 0.184 0.351 0.458],[0.09966755 0.18872638 0.37011755 0.46675482],2.6491630142403633,-0.0266879769678354,[0.121 0.184 0.351 0.458],[0.29442553 0.46052453 0.90198735 1.18747828],,,,,,,,,1.7252026716945543,-0.1773195345986206,[0.121 0.184 0.351 0.458],[0.0293471  0.14510169 0.42202412 0.61612472],,,,,24.0,,,,,,,,,
31,55.0,,ATCC29148,B.theta,Julien,Julien,56,epsilon_plus,Julien,,0.6933169480549388,no,1.0,2022-05-10 00:00:00,-3.5756605171418623,17.285030901972785,[0.19 0.33],[16.6056554  16.10506293],3.9574548298403176,-0.6496295768308763,[0.19 0.33 0.41],[0.18228422 0.43633774 1.11292231],-0.5056120051558564,3.0211741112779693,[0.19 0.33],[2.92510783 2.85432215],6.259845435038511,-1.2113867136947705,[0.19 0.33 0.41],[0.10526767 0.50433196 1.57789648],-0.1233184019198226,-0.1376250523352892,[0.19 0.33 0.41],[-0.29062084  0.17798442 -0.41492485],-0.2445531532143246,-0.3881493698378495,[0.19 0.33],[-0.43461447 -0.46885191],3.1428268456183828,-1.1711486374078972,[0.19 0.33 0.41],[-0.55540261 -0.18519034  0.149976  ],2.6065303312297705,1.6216699960963064,[0.19 0.41],[2.11691076 2.69034743],,,,,,,,,,
32,54.0,,ATCC29148,B.theta,yield_scfa_simple_medium,simple,55,epsilon_noTryp,Richa,,0.1555949069999504,no,1.0,,-14.335587155240828,22.025769559038658,[0.104 0.142 0.173],[20.49402918 20.0810166  19.49565188],2.836708683323098,-0.3348290900436582,[0.104 0.142 0.173],[-0.06391739  0.12163884  0.12637222],1.0489007158726684,-0.1830846283366196,[0.104 0.142 0.173],[-0.09657567  0.01611068 -0.02929949],1.9570681515028507,0.0456601327984979,[0.104 0.142 0.173],[0.2541348  0.31256926 0.39028789],0.2413559593091249,0.0664714722793843,[0.104 0.142 0.173],[0.08707618 0.11075195 0.10271444],-0.2100737791958607,0.0784368878270806,[0.104 0.142 0.173],[0.03832299 0.08926349 0.01970327],0.9167891468318567,0.7640427669663422,[0.104 0.142 0.173],[0.83001391 0.95960974 0.88663931],0.1060417112808577,3.642107312104658,[0.104 0.173],[3.65313565 3.66045253],,,,,,,,,,
33,63.0,,ATCC29148,B.theta,Markus_old_Bt3,Markus_old_Bt3,64,epsilon,Markus,,0.9775753008696996,yes,1.0,2015,-5.5586169616005074,19.13314790284018,[0.087 0.177 0.306 0.395],[18.63257135 18.23418595 17.28297279 17.01879615],4.686281835040208,-0.1312811095127457,[0.087 0.177 0.306 0.395],[0.30455317 0.66947488 1.27571792 1.74739156],1.0751779314445291,0.0240660023224725,[0.087 0.177 0.306 0.395],[0.11722331 0.2162851  0.34971168 0.45059062],2.85901671494726,-0.0396908630882119,[0.087 0.177 0.306 0.395],[0.23174013 0.44817015 0.80116584 1.11911156],,,,,,,,,1.5570657703591844,-0.1703991291943401,[0.087 0.177 0.306 0.395],[-0.02854289  0.09942207  0.29810042  0.45199235],,,,,25.0,,,,,,,,,
34,64.0,,ATCC29148,B.theta,Markus_old_Bt4,Markus_old_Bt4,65,epsilon,Markus,,0.4033794752860876,yes,1.0,2015,-8.880491057380985,19.910526518554978,[0.089 0.167 0.24  0.281],[19.1416481  18.43334777 17.66229191 17.50467674],4.773560793199092,-0.0031535058357339,[0.089 0.167 0.24  0.281],[0.40629614 0.83536248 1.09968409 1.3551    ],0.7927254983789903,0.2006342708016725,[0.089 0.167 0.24  0.281],[0.29398791 0.30294497 0.3677343  0.45381761],3.4384884082376908,0.03936166085247,[0.089 0.167 0.24  0.281],[0.34120361 0.62348644 0.85667091 1.00779118],,,,,,,,,6.466776934230565,-1.574066868224461,[0.089 0.24  0.281],[-1.0338654   0.14346207  0.11293665],,,,,26.0,,,,,,,,,
35,92.0,,ATCC29148,B.theta,Markus_2022,Markus_2022,93,epsilon,Markus,,1.003583370406829,no,1.0,2022-10-06 00:00:00,-5.667648671806348,11.775542456068104,[0.173 0.207 0.466 0.515],[11.29594025 10.28794143  7.61454798 10.19007032],1.5708457799955478,1.1959247158308888,[0.173 0.207 0.466 0.515],[ 2.24244318  1.07083715 -0.64942518  4.25776483],-0.0358847538302935,0.3950672675942414,[0.173 0.207 0.466 0.515],[ 0.82057975  0.17094993 -1.27284187  1.81274211],2.714061669759751,-0.4615994464354195,[0.173 0.207 0.466 0.515],[0.10244946 0.03857515 0.53089585 1.17551968],0.0151893886724541,1.2383953284278602,[0.173 0.207 0.466 0.515],[1.24277869 1.24198798 1.23040142 1.25908598],0.0494123401081782,-0.3621050813797782,[0.173 0.207 0.466 0.515],[-0.3631493  -0.35031597 -0.28193731 -0.38576756],2.8448428066942584,-0.1646539172097877,[0.173 0.207 0.466 0.515],[0.36074477 0.42161904 0.94543766 1.48541392],-0.2660995457519675,-0.3482295794062365,[0.173 0.207 0.466 0.515],[-0.28705869 -0.47722367 -0.7559004  -0.23489704],,,,,,,,,,
36,65.0,,ATCC29148,B.theta,Markus_old_Bt5,Markus_old_Bt5,66,epsilon,Markus,,0.8338125524701574,yes,1.0,2015,-8.846866880117373,19.964836962934285,[0.127 0.198 0.285 0.385],[18.7304311  18.21546637 17.72516471 16.38565313],4.735056530444133,-0.041870307490565,[0.127 0.198 0.285 0.385],[0.53220997 0.93320923 1.30778561 1.77069521],1.2872951076378691,-0.0355661724734752,[0.127 0.198 0.285 0.385],[0.16872628 0.1895921  0.28162144 0.49865412],3.1047361471891186,-0.0293764689518818,[0.127 0.198 0.285 0.385],[0.36460364 0.58255097 0.8615578  1.16299418],,,,,,,,,0.8636517629107966,-0.0055458535512239,[0.127 0.198 0.285 0.385],[0.08827393 0.22590465 0.16848724 0.35448427],,,,,27.0,,,,,,,,,
37,77.0,,ATCC29148,B.theta,Markus_old_Bt7,Markus_old_Bt7,78,epsilon,Markus,,1.043003450017153,no,1.0,2015,-6.921500650608703,22.282197426607578,[0.102 0.23  0.365 0.482],[21.56905266 20.69479349 19.76929636 18.93519793],4.907247316172947,0.2530517550963986,[0.102 0.23  0.365 0.482],[0.7893246  1.33769567 2.02295781 2.64787352],,,,,2.5525496529028286,-0.1225870597351921,[0.102 0.23  0.365 0.482],[0.14705485 0.45463383 0.80019624 1.11722289],,,,,,,,,,,,,,,,,,,,,,,,,,
38,78.0,,ATCC29148,B.theta,Markus_old_Bt8,Markus_old_Bt8,79,epsilon,Markus,,1.034359136340415,no,1.0,2015,-5.622357202474742,22.06376693032974,[0.101 0.231 0.373 0.482],[21.39406666 20.91278096 19.98231081 19.29217129],4.640222509150609,0.3510042484218986,[0.101 0.231 0.373 0.482],[0.8783707  1.35950491 2.02258579 2.65149972],0.8924938233760802,-0.2023121245524417,[0.101 0.231 0.373 0.482],[-0.10086946 -0.00910656  0.120932    0.23918569],2.7671664813842267,-0.1596939866334326,[0.101 0.231 0.373 0.482],[0.14304779 0.45874736 0.83900055 1.20505496],,,,,,,,,,,,,,,,,,,,,,,,,,
39,105.0,,ATCC29148,B.theta,Markus_102022,Markus_102022,106,epsilon_plus,Markus,,1.003583370406829,no,1.0,2022-10-10 00:00:00,-4.143522253839374,18.62027187522115,[0.173 0.207 0.466 0.515],[17.86870855 17.78558306 16.7871205  16.4003416 ],4.016418424944956,10.843834375315309,[0.173 0.207 0.466 0.515],[11.53150795 11.65148616 12.91477262 12.74391625],0.3251210147958896,3.377861259947886,[0.173 0.207 0.466 0.515],[3.40668823 3.44599357 3.71550944 3.38574349],3.903211354935811,0.002050030269315,[0.173 0.207 0.466 0.515],[0.6897536  0.78348177 1.90084343 1.94639198],-0.1338073720340037,0.2797780668270411,[0.173 0.207 0.515],[0.24530949 0.26464944 0.20961767],-0.2068389782949248,0.1790201322544037,[0.173 0.207 0.466 0.515],[0.14505235 0.12967987 0.11097444 0.04886602],1.4619751023120076,1.1366573610684765,[0.173 0.207 0.466 0.515],[1.31221474 1.49300186 2.02026786 1.7108931 ],1.1400623694421053,13.30687142755114,[0.173 0.207 0.466 0.515],[13.12870524 13.83146702 14.64418412 13.17475421],,,,,,,,,,
40,79.0,,ATCC29148,B.theta,Markus_old_Bt9,Markus_old_Bt9,80,epsilon,Markus,,0.9611367233069672,no,1.0,2015,-5.31079179731539,21.309848904480177,[0.102 0.244 0.312 0.415],[20.83988228 19.84064555 19.72272179 19.1376664 ],4.374721706461833,0.4253601045302903,[0.102 0.244 0.312 0.415],[0.93967019 1.39831101 1.74022077 2.31731484],0.8659116901747397,-0.1843570347985063,[0.102 0.244 0.312 0.415],[-0.09104196  0.02122244  0.08010536  0.18140927],3.170460498537639,-0.2241300682649314,[0.102 0.244 0.312 0.415],[0.13714226 0.49522421 0.73997199 1.13304537],,,,,,,,,,,,,,,,,,,,,,,,,,
41,80.0,,ATCC29148,B.theta,Markus_old_Bt10,Markus_old_Bt10,81,epsilon,Markus,,0.9162070893241856,no,1.0,2015,-4.559782181366872,21.431728936000138,[0.12  0.191 0.336 0.435],[20.62858283 20.83479899 20.0388146  19.291035  ],4.763354136674831,0.3525161092804186,[0.12  0.191 0.336 0.435],[1.00743679 1.19506857 1.85364276 2.50786549],1.0295595852821469,-0.2352704224646939,[0.12  0.191 0.336 0.435],[-0.11230581 -0.0327213   0.09796573  0.21996316],3.187394264128334,-0.0993518319161426,[0.12  0.191 0.336 0.435],[0.29701011 0.51487207 0.91407914 1.32539196],,,,,,,,,,,,,,,,,,,,,,,,,,
42,85.0,,ATCC29148,B.theta,Markus_old_Bt11,Markus_old_Bt11,86,epsilon,Markus,,0.7428842864736254,no,1.0,2015,-3.957887706549784,20.937423228597495,[0.13  0.204 0.294 0.419],[20.05665609 20.57830817 19.84948939 19.12133083],5.254635480292224,0.3880177738345517,[0.13  0.204 0.294 0.419],[1.10376611 1.43730209 1.89638117 2.61622508],,,,,3.8520635337386864,-0.2816510353825747,[0.13  0.204 0.294 0.419],[0.22859151 0.50304477 0.83088636 1.34398374],,,,,,,,,,,,,,,,,,,,,,,,,,
43,86.0,,ATCC29148,B.theta,Markus_old_Bt12,Markus_old_Bt12,87,epsilon,Markus,,0.567487577476278,no,1.0,2015,-7.13381283971316,21.68143640079996,[0.091 0.22  0.302 0.449],[21.06815738 20.1680553  19.35227198 18.56115171],5.471755978684859,0.4327816187510434,[0.091 0.22  0.302 0.449],[1.00361136 1.55920075 2.02823767 2.95108155],1.229825218596201,-0.235837005829378,[0.091 0.22  0.302 0.449],[-0.11265103  0.0268083   0.12045108  0.32811802],3.9413491635770943,-0.0590999307548111,[0.091 0.22  0.302 0.449],[0.34226343 0.77152205 1.08401695 1.75151066],,,,,,,,,,,,,,,,,,,,,,,,,,
44,87.0,,ATCC29148,B.theta,Markus_old_Bt13,Markus_old_Bt13,88,epsilon,Markus,,0.1955797084237362,no,1.0,2015,-8.332105630482149,21.704943798094575,[0.086 0.164 0.214 0.274],[21.00866102 20.28318419 19.95970736 19.41912867],5.1324873667193875,0.6477724970055556,[0.086 0.164 0.214 0.274],[1.10466021 1.46695318 1.73891418 2.0683381 ],1.5352338391768,-0.2078881251456014,[0.086 0.164 0.214 0.274],[-0.07195215  0.03970913  0.11607888  0.21761422],4.0487367964170495,0.0869350915174273,[0.086 0.164 0.214 0.274],[0.44133285 0.74334921 0.9478124  1.20321367],,,,,,,,,,,,,,,,,,,,,,,,,,
45,97.0,,ATCC29148,B.theta,yield_exp_1022_wtrp,yield_exp_1022_wtrp,98,epsilon_plus,Richa,,0.9938967383974436,no,1.0,,-3.613074357577012,20.46411685651211,[0.148 0.38 ],[19.92938185 19.0911486 ],12.729052308203212,11.767110597131456,[0.11  0.148 0.281 0.38 ],[13.27450481 13.8264838  14.64040432 17.02504853],2.832452263855634,6.996397764143205,[0.11  0.148 0.281],[7.23903128 7.504233   7.77262078],1.9857010068061487,0.2002421326566096,[0.11  0.148 0.281 0.38 ],[0.44913389 0.48687233 0.69213694 0.9976846 ],,,,,0.0574022346701419,0.0113884124858419,[0.11  0.148 0.281 0.38 ],[0.02087538 0.01848505 0.02214379 0.03680209],14.48844322673967,0.9361008203852408,[0.11  0.148 0.281 0.38 ],[2.50703192 3.30538294 4.54227359 6.70459416],0.4260542789476095,9.54708502163686,[0.148 0.281 0.38 ],[9.69548845 9.46680026 9.82364427],,,,,,,,,,
46,66.0,,ATCC29148,B.theta,Markus_old_Bt6,Markus_old_Bt6,67,epsilon,Markus,,0.6576230909880959,yes,1.0,2015,-6.18587441062761,19.437366225335076,[0.086 0.157 0.208 0.269],[19.02580578 18.36284734 17.97916287 17.92781934],4.741266363641708,0.002157287247658,[0.086 0.157 0.208 0.269],[0.41058417 0.75792532 0.96539543 1.28843601],1.5247580878716651,-0.0513278920369737,[0.086 0.157 0.208 0.269],[0.05034968 0.230417   0.27640482 0.33534275],3.340604151490082,-0.0243719400789846,[0.086 0.157 0.208 0.269],[0.27354686 0.49574557 0.64659355 0.89186125],,,,,,,,,0.7932252851135098,0.0754862736339937,[0.086 0.157 0.208 0.269],[0.19122285 0.13561404 0.21617796 0.33005246],,,,,28.0,,,,,,,,,
47,102.0,,ATCC29148,B.theta,yield_exp_1022_wotrp,yield_exp_1022_wotrp,103,epsilon_plus_noTryp,Richa,,0.43319974388804,yes,1.0,,-6.7411399445667355,20.59817986866382,[0.086 0.134 0.234 0.368],[19.97731922 19.73653796 19.03452625 18.10311901],8.854590574126606,10.64296903943054,[0.086 0.134 0.234 0.368],[11.40871506 11.82459454 12.71453523 13.90250478],0.7294621479117198,-0.3433082637187588,[0.086 0.134 0.234 0.368],[-0.26200046 -0.27159741 -0.1662351  -0.07378221],1.6935627378210814,0.0636546584162263,[0.086 0.134 0.234 0.368],[0.20842182 0.29186524 0.45957536 0.68686478],,,,,0.0017920385819742,0.0424915812414022,[0.086 0.234 0.368],[0.04009096 0.0482873  0.04032941],9.18194514842122,0.2882546490035195,[0.086 0.134 0.234 0.368],[1.11113875 1.47631267 2.44079037 3.67233573],3.753415080567867,2.990232854727253,[0.086 0.134 0.234 0.368],[3.32116187 3.41009973 3.99651015 4.31846686],29.0,,,,,,,,,
48,2.0,,ATCC29148,B.theta,yield_expt_090622_rerun_sep2nd,run3hplcrep,3,epsilon_plus,Richa,,0.4935496874939958,yes,1.0,20220906,-4.621741384354067,19.085121954205135,[0.068 0.182 0.289],[18.7602755  18.26579246 17.73817929],2.5077908721093443,11.770124833555574,[0.068 0.182 0.289 0.653],[11.80199825 12.26773629 12.66441438 13.33563714],0.6574901830286279,6.951273570800204,[0.068 0.182 0.289 0.653],[6.96993569 7.07715149 7.17510826 7.36662713],2.9778735373363268,0.3983174683684714,[0.068 0.182 0.289],[0.59197769 0.95853881 1.24950974],0.9375816129697604,0.4964599830398676,[0.068 0.182 0.289 0.653],[0.59652898 0.64638741 0.73586114 1.12465968],0.1104110546383708,0.0788924287250179,[0.068 0.182 0.289 0.653],[0.06233971 0.11369687 0.13043654 0.14070657],1.5008598475063173,1.872384293196407,[0.068 0.182 0.289 0.653],[1.92669393 2.14474446 2.38390239 2.82322133],-0.2240375537881944,8.794073364432894,[0.068 0.182 0.653],[8.76916477 8.76531405 8.64543536],30.0,,,,,,,,,
49,158.0,,ATCC29148,B.theta,BHI-Dec6,BHI-Dec6,159,BHI,Jonas,,1.577158284750968,no,1.0,2022-12-06 00:00:00,2.890690980813716,5.252037749635336,[0.152 0.215 0.285 0.371 0.456],[6.62507189 4.28923599 6.54376281 6.53601217 6.54143784],18.234549580770633,0.4744560401429332,[0.152 0.215 0.285 0.371 0.456],[3.6156154  3.87910631 5.61910685 7.48532781 8.74202267],7.701917430969499,8.88587364421989,[0.152 0.215 0.285 0.371 0.456],[12.52974577  7.03215379 11.71771633 11.56778214 12.97310606],1.6374683288736973,1.5527919087900302,[0.152 0.215 0.285 0.371 0.456],[2.19608113 1.25555842 2.2180682  2.19114772 2.32491974],0.2827966530273916,1.8126562520763232,[0.152 0.215 0.285 0.371 0.456],[1.91116145 1.84364564 1.8110461  1.96891479 1.94676952],0.3842108017697916,-0.0247945344721366,[0.152 0.285 0.371 0.456],[0.0554393  0.06118263 0.08698233 0.18286005],6.196435810906049,2.871604476433092,[0.152 0.215 0.285 0.371 0.456],[2.04708107 7.16977738 3.66514475 5.0349126  5.60563515],-3.360270042955672,4.279192773792281,[0.152 0.285 0.371 0.456],[2.68916924 4.46531138 4.59143558 1.12347356],,,,,,,,,,
50,28.0,,ATCC29148,B.theta,yield_expt_modified_epsilon_rt5,run2,29,epsilon_plus,Richa,,0.1393135308483455,no,1.0,,-8.07268712814698,19.88485633302968,[0.058 0.077 0.084 0.101],[19.40800169 19.27412064 19.21326818 19.06077493],3.4233214711854805,12.015657249884503,[0.058 0.077 0.084 0.101],[12.23459147 12.23514501 12.31393296 12.37442242],1.6111688120862824,7.503385879859246,[0.058 0.077 0.084 0.101],[7.59768231 7.61222012 7.6580727  7.66114241],0.4878140840364168,0.6705599260344474,[0.058 0.077 0.084 0.101],[0.71325486 0.6958855  0.69238294 0.73681691],1.2076707528189603,0.4908086818513661,[0.077 0.084 0.101],[0.58385282 0.59217751 0.61280545],-0.0916218086189008,0.1082360251210595,[0.058 0.077 0.084 0.101],[0.08837952 0.12862565 0.09857842 0.08804153],3.06736884394821,2.3457765531909245,[0.077 0.084 0.101],[2.58083073 2.60503539 2.65511418],27.133880233669604,7.312600226954755,[0.058 0.077 0.084 0.101],[ 8.82679108  9.58580364  9.48291789 10.03772997],,,,,,,,,,
51,165.0,,ATCC29148,B.theta,BHI-Richa-22Dec30,BHI-Richa-22Dec30,166,BHI,Richa/Jonas,2.0,1.089857701595032,yes,1.0,2022-12-30 00:00:00,-0.8809824429020188,6.552567798547791,[0.165 0.239 0.34  0.405],[6.44193532 6.29833733 6.23634222 6.22140749],11.66091919760788,2.9377267687888766,[0.165 0.239 0.34  0.405],[5.17037248 5.30347995 6.83871174 7.83673906],-1.9691777111275144,12.887293616482234,[0.165 0.239 0.34  0.405],[12.77980722 12.16593004 12.05528851 12.28556351],2.49004515751323,1.03134834356406,[0.165 0.239 0.34  0.405],[1.41897946 1.66474976 1.86595962 2.03676641],-0.0308990068276727,2.030278652705316,[0.165 0.239 0.34  0.405],[2.07644555 1.95753774 1.99739528 2.05423309],-0.1682329604253133,0.1189914173200577,[0.165 0.239 0.34  0.405],[0.09595476 0.06698282 0.0744957  0.04523273],4.8425239460575975,3.12332191723226,[0.165 0.239 0.34  0.405],[4.16966462 3.86429296 4.919977   5.10341311],,,,,31.0,,,,,,,,,
52,164.0,,ATCC29148,B.theta,BHI-Richa-22Dec30,BHI-Richa-22Dec30,165,BHI,Richa/Jonas,1.0,1.046880183491905,yes,1.0,2022-12-30 00:00:00,-0.8283011869572112,6.615120040745223,[0.147 0.213 0.29  0.363],[6.53844974 6.38463507 6.35257145 6.3457548 ],12.63971591371035,2.8224532081708884,[0.147 0.213 0.29  0.363],[5.04982412 5.04771222 6.3547409  7.64156782],-2.6279070774694477,12.589885178046456,[0.147 0.213 0.29  0.363],[12.73520655 11.20331204 11.9537321  11.80522016],2.309908038898679,1.0527626092455369,[0.147 0.213 0.29  0.363],[1.37457566 1.56870088 1.72597021 1.88174053],-0.6934912199717844,2.1001691027361487,[0.147 0.213 0.29  0.363],[2.05141817 1.88130898 1.88785721 1.87758544],0.0850216046947783,0.0515146178793584,[0.147 0.213 0.29  0.363],[0.06759814 0.0722189  0.06023066 0.09213766],2.5500280075295705,3.3829898086509496,[0.147 0.213 0.29  0.363],[4.05517807 3.63020289 3.85081652 4.57894013],-15.185348486507555,4.922999593736445,[0.147 0.213 0.29  0.363],[ 2.87552217  1.72669778 -0.10591139 -0.18706821],32.0,,,,,,,,,
