,Unnamed: 0,notes,strain,species,experiment,experiment_short,exp_number,medium,experimentator,sample_number,growth_rate,use_in_study,growthcurve_OD,growthcurve_time,exp_number_usedonly,num_av,date_of_experiment,glucose,glucose_y0,glucose_OD,glucose_conc,acetate,acetate_y0,acetate_OD,acetate_conc,propionate,propionate_y0,propionate_OD,propionate_conc,succinate,succinate_y0,succinate_OD,succinate_conc,lactate,lactate_y0,lactate_OD,lactate_conc,butyrate,formate,formate_y0,formate_OD,formate_conc,maltose,maltose_y0,maltose_OD,maltose_conc,butyrate_y0,butyrate_OD,butyrate_conc,glucose_std,acetate_std,propionate_std,succinate_std,lactate_std,butyrate_std,formate_std,maltose_std,total_ferm,total_ferm_std,total_uptake,total_uptake_std,growth_rate_std
34,43.0,,DSM17677,F.prausnitzii,analysis_Zur_Newruns_2023_June,m1,48,YCA,Markus,,0.376043534571419,yes,"[0.05, 0.071, 0.078, 0.09, 0.105, 0.107, 0.154, 0.176, 0.214, 0.255, 0.3, 0.361, 0.45]","[0.0, 1.083333333, 1.566666667, 1.783333333, 2.0, 2.416666667, 2.783333333, 3.4, 3.916666667, 4.383333333, 4.916666667, 5.333333333, 6.1]",35.0,1.0,,-0.1253105736338669,0.7677313510958659,[0.131 0.214 0.274 0.315 0.36  0.421 0.51 ],"[0.76005516 0.75915373 0.7346043  0.65519629 0.72872112 0.76369283
 0.69388   ]",-0.2704900136843177,9.977500251810444,[0.131 0.214 0.274 0.315 0.36  0.421 0.51 ],"[ 9.98382579  9.94632981  9.71878695  9.87264892  9.84087943 10.19563283
  9.68255775]",0.7751309912873424,6.233509976104741,[0.131 0.214 0.274 0.315 0.36  0.421 0.51 ],"[6.36282017 6.38249823 6.48421979 6.37076101 6.36699724 6.87571984
 6.51621999]",0.1003147316935518,0.284140682567514,[0.131 0.214 0.274 0.315 0.36  0.421 0.51 ],"[0.28241199 0.28306174 0.29759729 0.40176797 0.31960334 0.31449121
 0.31325152]",-0.6316220076235568,0.8656599188805235,[0.131 0.214 0.274 0.315 0.36  0.421 0.51 ],"[0.83825504 0.7351556  0.66428957 0.60640873 0.60716834 0.60817187
 0.59481132]",4.303418860398001,6.764377977059404,0.3167247174973348,[0.131 0.214 0.274 0.315 0.36  0.421 0.51 ],"[1.35359699 1.73109164 1.97694098 2.30589707 2.87354084 3.25068697
 3.77605954]",-2.958028962609195,10.830525564813092,[0.131 0.214 0.274 0.315 0.36  0.421 0.51 ],"[10.39299443 10.27147764  9.98909334  9.87596559  9.62843045  9.91540784
  9.15869523]",-0.1185156395096243,[0.131 0.214 0.274 0.315 0.36  0.421 0.51 ],"[0.50685143 0.75620013 1.0110308  1.2446536  1.40391294 1.74456493
 2.07828365]",,,,,,,,,,,,,
35,37.0,,DSM17677,F.prausnitzii,analysis_Zur_Newruns_2023_June,m1,40,YCA,Markus,,0.358697721186065,yes,"[0.118, 0.152, 0.175, 0.209, 0.239, 0.253, 0.327, nan, nan, nan, nan, nan, nan]","[2.8, 3.566666667, 3.983333333, 4.433333333, 4.683333333, 5.116666667, 5.6, nan, nan, nan, nan, nan, nan]",36.0,1.0,,,,,,-0.3366710985415689,9.293895452304604,[0.165 0.222 0.286 0.3   0.374],[9.27777164 9.24404537 9.12085527 9.1216854  9.25162361],0.8578964109015292,5.93017819194126,[0.165 0.222 0.286 0.3   0.374],[6.11313394 6.08215507 6.08933962 6.25214859 6.26970021],-0.1298488795144937,0.4366011027622835,[0.165 0.222 0.286 0.3   0.374],[0.42139685 0.34778436 0.42605504 0.47167875 0.34118407],-0.4690142107794644,0.783609779848197,[0.165 0.222 0.286 0.3   0.374],[0.74040615 0.66904567 0.63867765 0.58064621 0.65751108],3.8818854189716063,5.158179704202754,0.8401616763195087,[0.165 0.222 0.286 0.3   0.374],[1.66952518 2.06779487 2.17770022 2.44326288 2.79059329],-2.1568325413199663,9.890850801798308,[0.165 0.222 0.286 0.3   0.374],[9.56133782 9.43862598 9.19301362 9.21102223 9.14500092],0.2491157202021785,[0.165 0.222 0.286 0.3   0.374],[0.86346082 1.14924065 1.31907013 1.4566996  1.68600707],,,,,,,,,,,,,
36,49.0,,DSM17677,F.prausnitzii,analysis_Zur_Newruns_2023_June,m1,54,YCA,Markus,,0.43302144402789,yes,"[0.045, 0.078, 0.177, 0.29, 0.407, 0.477, nan, nan, nan, nan, nan, nan, nan]","[4.0, 5.833333333, 7.0, 8.5, 9.216666667, 9.6, nan, nan, nan, nan, nan, nan, nan]",37.0,1.0,,-0.8361467384642213,0.9793934088599544,[0.23  0.343 0.46  0.53 ],[0.84486724 0.59571553 0.60591164 0.56418187],0.1500131123636949,9.864010763842064,[0.23  0.343 0.46  0.53 ],[ 9.90390541  9.86528688 10.04395777  9.87736349],0.4543139470448959,6.185472937409101,[0.23  0.343 0.46  0.53 ],[6.28775382 6.33101487 6.43141745 6.4017983 ],0.0736748401240264,0.4086449121724799,[0.23  0.343 0.46  0.53 ],[0.4424302  0.41427916 0.42282034 0.47020372],-0.339756975792853,0.7020110936559953,[0.23  0.343 0.46  0.53 ],[0.61750575 0.5966249  0.54319768 0.51967588],4.915656301051817,6.845953563247753,0.2810895919108536,[0.23  0.343 0.46  0.53 ],[1.80920323 2.67212619 3.51478778 3.82846659],-2.8976849882568585,10.87774494484258,[0.23  0.343 0.46  0.53 ],[10.22241215  9.78587852  9.75878389  9.21482359],-0.1291869989380531,[0.23  0.343 0.46  0.53 ],[0.92169816 1.71113263 2.06158742 2.47200459],,,,,,,,,,,,,
37,26.0,,DSM18205,P.copri,analysis_stan_YCA_230712_2.5mM,r3,29,YCA,Richa,,0.816743534135888,yes,"[0.031, 0.056, 0.075, 0.108, 0.144, 0.173, 0.269, 0.406]","[0.0, 1.05, 1.416666667, 1.833333333, 2.1, 2.3, 2.766666667, 3.25]",38.0,1.0,,-7.87564608840339,18.44736817653064,[0.056 0.108 0.173 0.269 0.406],[17.94974038 17.57808664 17.13474604 16.4292917  15.17482228],4.638482857753986,11.396904023261904,[0.056 0.108 0.173 0.269 0.406],[11.67672488 11.88674632 12.21060174 12.59845102 13.30614081],-0.080331616896586,7.6414632430554175,[0.056 0.108 0.173 0.269 0.406],[7.63609783 7.62158026 7.65092816 7.60671329 7.61070108],-5.664200790902101e-16,0.9066651147839068,[0.056 0.108 0.173 0.269 0.406],[0.90666511 0.90666511 0.90666511 0.90666511 0.90666511],11.015734357892262,1.5562483212254723,[0.056 0.108 0.173 0.269 0.406],[2.3039339  2.69982098 3.40903187 4.37567686 6.14070116],-0.1193047134405762,8.687046271969862,0.8933128375929249,[0.056 0.108 0.173 0.269 0.406],[1.42162175 1.8574092  2.3645074  3.1207778  4.49353886],-0.5392910741416806,2.2572467721766873,[0.056 0.108 0.173 0.269 0.406],[2.24694574 2.18027348 2.15810084 2.11202764 2.0431236 ],0.1324220573382706,[0.056 0.108 0.173 0.269 0.406],[0.12611913 0.12243005 0.10977057 0.09649194 0.08656223],,,,,,,,,,,,,
38,25.0,,DSM18205,P.copri,analysis_stan_YCA_230712_2.5mM,r3,27,YCA,Richa,,0.76156568771788,yes,"[0.037, 0.055, 0.072, 0.11, 0.147, 0.162, 0.26, 0.391]","[0.0, 1.05, 1.416666667, 1.833333333, 2.1, 2.3, 2.766666667, 3.25]",39.0,1.0,,-8.081777470376906,18.470608233525404,[0.055 0.11  0.162 0.26  0.391],[17.94900471 17.60216326 17.19016514 16.4726783  15.23505139],5.218460732195959,11.306978116194983,[0.055 0.11  0.162 0.26  0.391],[11.60550306 11.85987594 12.17105401 12.64692433 13.35518783],0.2583829023152223,7.570836284505255,[0.055 0.11  0.162 0.26  0.391],[7.58047654 7.60949322 7.60149804 7.64735746 7.66805463],-7.868119828523094e-16,0.9378074177885598,[0.055 0.11  0.162 0.26  0.391],[0.93780742 0.93780742 0.93780742 0.93780742 0.93780742],11.400069205992908,1.5173190300395718,[0.055 0.11  0.162 0.26  0.391],[2.27478591 2.67876608 3.37582694 4.3248132  6.0816707 ],0.0394732874809394,9.071963166305862,0.8734263649423412,[0.055 0.11  0.162 0.26  0.391],[1.4228095  1.83832343 2.36421855 3.13668436 4.47747596],-0.5620380582967661,2.256737516120283,[0.055 0.11  0.162 0.26  0.391],[2.23311404 2.19234526 2.15873746 2.10957081 2.04024679],0.1022344237822566,[0.055 0.11  0.162 0.26  0.391],[0.11271518 0.10714561 0.09529345 0.11327513 0.12134763],,,,,,,,,,,,,
39,24.0,,DSM18205,P.copri,analysis_stan_YCA_230712_2.5mM,r3,26,YCA,Richa,,0.808562174464363,yes,"[0.034, 0.057, 0.081, 0.117, 0.155, 0.189, 0.29, 0.414]","[0.0, 1.05, 1.416666667, 1.833333333, 2.1, 2.3, 2.766666667, 3.25]",40.0,1.0,,-9.142640653589874,18.632790308852787,[0.057 0.117 0.189 0.29  0.414],[17.86418068 17.5771094  17.10395163 16.29906616 14.5644461 ],4.8262562968665135,11.331268158678782,[0.057 0.117 0.189 0.29  0.414],[11.53058411 11.93679825 12.27977111 12.78525524 13.27354755],0.2100095894405608,7.593796421270642,[0.057 0.117 0.189 0.29  0.414],[7.58821399 7.62546668 7.65393539 7.65112951 7.67431676],6.902467317795733e-16,0.8945193788437248,[0.057 0.117 0.189 0.29  0.414],[0.89451938 0.89451938 0.89451938 0.89451938 0.89451938],13.747990368351651,1.222552856811001,[0.057 0.117 0.189 0.29  0.414],[2.29828767 2.79904428 3.67848202 4.70366943 7.30238661],0.0738424239664395,-2.2541252569496475,2.4048834576499543,[0.057 0.117 0.189 0.29  0.414],[1.50350747 1.95460795 2.53302773 3.41760747 0.21051502],-0.4907017808419758,2.284987297450225,[0.057 0.117 0.189 0.29  0.414],[2.23893902 2.23504633 2.20647945 2.15100787 2.06988502],0.1137038837633056,[0.057 0.117 0.189 0.29  0.414],[0.13013148 0.11620292 0.12463464 0.12013783 0.15620243],,,,,,,,,,,,,
40,14.0,,HM-169,P.distastonis,analysis_stan_YCA_230607_2.5mM,r2,16,YCA,Richa,,0.615903127910569,yes,"[0.076, 0.096, 0.117, 0.13, 0.139, 0.163, 0.174, 0.225, 0.3, nan, nan, nan]","[0.0, 0.166666667, 0.483333333, 0.683333333, 0.983333333, 1.2, 1.3, 1.75, 1.95, nan, nan, nan]",41.0,1.0,,-5.379794844977074,17.146304509199844,[0.096 0.139 0.174 0.225 0.3  ],[16.64425844 16.37101519 16.20669448 15.96159586 15.52323019],0.6314535560655681,11.29699184520812,[0.096 0.139 0.174 0.225 0.3  ],[11.27144428 11.42138119 11.45440977 11.5149627  11.41253892],-1.160846885230817,9.165846928651415,[0.096 0.139 0.174 0.225 0.3  ],[9.0605535  8.9692533  8.99490589 8.9114161  8.80887486],1.758292288609185,0.7042252048458937,[0.096 0.139 0.174 0.225 0.3  ],[0.83643017 0.96456088 1.02472037 1.14071794 1.19694166],-0.2252408389018582,2.037373367197033,[0.096 0.139 0.174 0.225 0.3  ],[1.99648919 2.0057478  2.01712141 2.00794584 1.94918766],-0.9476206263278836,-0.3875543688008742,1.5908037707778593,[0.096 0.139 0.174 0.225 0.3  ],[1.6386988  1.47166886 1.46876229 1.50397304 1.50894008],-0.3122147271315456,2.233995383312681,[0.096 0.139 0.174 0.225 0.3  ],[2.19612729 2.19109137 2.18791824 2.17030568 2.13292579],0.5054127999786996,[0.096 0.139 0.174 0.225 0.3  ],[0.48589061 0.32441299 0.29645947 0.27767786 0.25754541],,,,,,,,,,,,,
41,11.0,,HM-169,P.distastonis,analysis_stan_YCA_230424_2.5mM,r1,13,YCA,Richa,,0.378472694862428,yes,"[0.033, 0.04, 0.048, 0.057, 0.061, 0.067, 0.073, 0.082, 0.09, 0.102, 0.402]","[0.0, 0.433333333, 0.816666667, 1.2, 1.566666667, 2.383333333, 2.666666667, 2.933333333, 3.266666667, 3.666666667, 5.766666667]",42.0,1.0,,-5.083492357526003,16.537908768025815,[0.048 0.082 0.402],[16.35509213 16.05336985 14.50084638],3.7578703734081738,11.423635675725972,[0.048 0.082 0.402],[11.63297229 11.69974533 12.93737644],2.2193903786712337,7.854182247767503,[0.048 0.082 0.402],[7.96448379 8.0320008  8.74677783],2.539961947294687,0.6622241697878767,[0.048 0.082 0.402],[0.79425379 0.85931526 1.68436321],0.0346837545885106,1.7778644650848987,[0.048 0.082 0.402],[1.7708271  1.79033532 1.79088273],0.0206012649876904,2.1392028864219172,1.034621330056489,[0.048 0.082 0.402],[1.15884657 1.18620347 1.89686989],-0.0157271070650722,2.13940665741711,[0.048 0.082 0.402],[2.13442479 2.14279312 2.13263524],0.0842510296722397,[0.048 0.082 0.402],[0.0909256  0.07965052 0.09313684],,,,,,,,,,,,,
42,10.0,,HM-169,P.distastonis,analysis_stan_YCA_230424_2.5mM,r1,12,YCA,Richa,,0.306825962029526,yes,"[0.059, 0.062, 0.068, 0.081, 0.086, 0.09, 0.095, 0.101, 0.11, 0.123, 0.427]","[0.0, 0.433333333, 0.816666667, 1.566666667, 1.883333333, 2.183333333, 2.666666667, 2.933333333, 3.266666667, 3.666666667, 5.766666667]",43.0,1.0,,-5.435233177792088,17.45212616604182,[0.062 0.101 0.427],[17.19382392 16.81507251 15.1406945 ],3.955223880947563,10.748033511941673,[0.062 0.101 0.427],[11.00808846 11.13090579 12.43868838],0.9824500974101904,8.34761893351789,[0.062 0.101 0.427],[8.35594894 8.50571877 8.76083465],2.0193873053224976,0.9025746982950086,[0.062 0.101 0.427],[1.05296892 1.07832682 1.76786687],0.7201252314881753,1.4640971318838072,[0.062 0.101 0.427],[1.47586956 1.57363806 1.76765767],0.1143408448012321,2.7748863671982344,0.8067121011470171,[0.062 0.101 0.427],[0.99893851 1.06437758 1.99400317],-0.0778679954947466,2.203469619864253,[0.062 0.101 0.427],[2.21064948 2.18216077 2.17165649],0.0604261233045536,[0.062 0.101 0.427],[0.06351202 0.07645669 0.10877075],,,,,,,,,,,,,
43,19.0,,ATCC27255,R.bromii,analysis_stan_YCA_230712_2.5mM,r3,21,YCA,Richa,,2.4341557961847,yes,"[0.138, 0.188, 0.244, 0.326, 0.457, nan, nan, nan]","[0.0, 0.116666667, 0.25, 0.383333333, 0.466666667, nan, nan, nan]",44.0,1.0,,-0.4002435821828445,0.5022436628357797,[0.138 0.188 0.244 0.326 0.457],[0.44384143 0.41581074 0.42598064 0.36766266 0.31639327],9.998244378012394,11.868387353872931,[0.138 0.188 0.244 0.326 0.457],[13.25733914 13.65277258 14.23851821 15.41399492 16.30693656],2.087111724589932,8.982767902417852,[0.138 0.188 0.244 0.326 0.457],[9.31071637 9.33788156 9.37978789 9.82494669 9.88436918],-0.0809361339500904,0.6809853372359154,[0.138 0.188 0.244 0.326 0.457],[0.65959641 0.67822627 0.66563082 0.64676263 0.64520397],0.0344667063427066,2.1226853344889824,[0.138 0.188 0.244 0.326 0.457],[2.15011366 2.11180917 2.13846314 2.10237206 2.15730209],0.7010294873431236,-7.677274291105911,5.380606514458643,[0.138 0.188 0.244 0.326 0.457],[3.3675846  3.42972057 4.16483639 5.17303616 0.38050272],-0.2534164875874742,12.293016876874988,[0.138 0.188 0.244 0.326 0.457],[12.22736116 12.27619824 12.23499005 12.21563868 12.16802375],-0.1265921608818667,[0.244 0.457],[0.04445903 0.19377831],,,,,,,,,,,,,
44,13.0,,ATCC27255,R.bromii,analysis_stan_YCA_230607_2.5mM,r2,15,YCA,Richa,,1.72925305428048,yes,"[0.047, 0.057, 0.172, 0.237, 0.321, 0.43, 0.55, nan, nan, nan, nan, nan]","[0.0, 0.25, 0.816666667, 1.0, 1.166666667, 1.333333333, 1.483333333, nan, nan, nan, nan, nan]",45.0,1.0,,-0.2743747602654172,0.1989811716540708,[0.172 0.237 0.321 0.43  0.55 ],[0.17403534 0.13780898 0.07663561 0.06626999 0.0709751 ],16.133564095289874,10.901186633337277,[0.172 0.237 0.321 0.43  0.55 ],[13.7383789  14.67200007 15.92210291 18.0818923  19.67995359],4.8888014926993035,9.156274359271263,[0.172 0.237 0.321 0.43  0.55 ],[ 9.91895525 10.32435032 10.79091281 11.35549276 11.7515112 ],-0.6013278518043953,0.9468435409950904,[0.172 0.237 0.321 0.43  0.55 ],[0.86861172 0.80807278 0.73319115 0.63849951 0.65757192],-0.2507722136768726,1.7239410590226891,[0.172 0.237 0.321 0.43  0.55 ],[1.67917762 1.64818277 1.63940172 1.67153966 1.55258304],0.8733451226526612,-5.695959081913072,5.560938149316358,[0.172 0.237 0.321 0.43  0.55 ],[3.51771867 4.58648216 5.99421536 1.16631355 2.79987099],-1.3555465937373017,11.649993391075666,[0.172 0.237 0.321 0.43  0.55 ],[11.35128958 11.344936   11.31327288 11.04351759 10.87896623],0.0055639066840196,[0.172 0.237 0.321 0.43  0.55 ],[0.23360675 0.19359376 0.20627829 0.33734075 0.55042013],,,,,,,,,,,,,
45,12.0,,ATCC27255,R.bromii,analysis_stan_YCA_230607_2.5mM,r2,14,YCA,Richa,,1.44812004700374,yes,"[0.042, 0.054, 0.071, 0.179, 0.248, 0.32, 0.416, 0.525, nan, nan, nan, nan]","[0.0, 0.35, 0.6, 1.166666667, 1.35, 1.516666667, 1.683333333, 1.833333333, nan, nan, nan, nan]",46.0,1.0,,-0.0924503826472008,0.0995024667825196,[0.071 0.179 0.248 0.32  0.416],[0.10699991 0.07256391 0.05932924 0.07521496 0.06932054],12.155252391185137,11.455432607905491,[0.071 0.179 0.248 0.32  0.416],[12.4398587  13.61059103 14.32926704 15.20592463 16.69110308],3.600166411694585,9.609057772886166,[0.071 0.179 0.248 0.32  0.416],[ 9.9112882  10.26349405 10.40480904 10.73877938 11.16952355],0.3420624114507798,0.9873909977797402,[0.071 0.179 0.248 0.32  0.416],[1.02857296 1.06006755 1.0401432  1.06401066 1.16626563],-0.0025125463508876,1.867483016241004,[0.071 0.179 0.248 0.32  0.416],[1.81550354 1.91031791 1.90882803 1.87253596 1.82712915],0.1856223618553261,13.393696718395116,0.9603543746941696,[0.071 0.179 0.248 0.32  0.416],[2.08014334 3.26596539 4.10362437 5.17850415 6.70135638],-0.5875930914475332,11.386258104617871,[0.071 0.179 0.248 0.32  0.416],[11.27425535 11.32346932 11.30105488 11.24024914 11.06717195],0.2688334750684132,[0.32  0.416],[0.32823263 0.34605238],,,,,,,,,,,,,
46,28.0,,DSM14610,R.intestinalis,analysis_Zur_Newruns_2023_June,m1,31,YCA,Markus,,0.712700716284135,yes,"[0.024, 0.046, 0.069, 0.094, 0.132, 0.213, 0.513, nan, nan, nan, nan, nan, nan]","[0.0, 0.833333333, 1.616666667, 1.983333333, 2.416666667, 3.083333333, 4.266666667, nan, nan, nan, nan, nan, nan]",47.0,1.0,,-4.02567050862314,15.581874775461982,[0.151 0.27  0.57 ],[15.3122198  14.02256136 13.42140369],3.9702535996259374,8.937444672106718,[0.151 0.27  0.57 ],[ 9.80805954  9.63076762 11.30802817],1.4289812338236338,4.968839005465779,[0.151 0.27  0.57 ],[5.2470648  5.26744262 5.80813   ],0.1031750032654997,0.4069565344975014,[0.151 0.27  0.57 ],[0.42796414 0.42723243 0.46791946],0.0154062380334398,0.7154448134847831,[0.151 0.27  0.57 ],[0.73377942 0.69724629 0.73057631],3.1633063864117523,,,,,0.2691177797737055,1.2432437804901262,[0.151 0.27  0.57 ],[1.29940004 1.29423005 1.40279697],-0.0929906801035009,[0.151 0.27  0.57 ],[0.34240342 0.82013238 1.69332878],,,,,,,,,,,,,
47,41.0,,DSM14610,R.intestinalis,analysis_Zur_Newruns_2023_June,m1,45,YCA,Markus,,0.759031682894392,yes,"[0.238, 0.316, 0.412, 0.626, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.383333333, 0.766666667, 1.266666667, nan, nan, nan, nan, nan, nan, nan, nan, nan]",48.0,1.0,,-6.960505707086207,16.69588702459037,[0.285 0.363 0.459 0.673],[14.74537566 14.32617591 13.21340008 12.10889629],4.619100818476912,9.13818275753482,[0.285 0.363 0.459 0.673],[10.46975678 10.55835854 11.60256671 12.14404845],2.835022900322085,5.921604896176911,[0.285 0.363 0.459 0.673],[6.79964533 6.68550127 7.48005047 7.76756327],0.2553884342624565,0.3140179548771621,[0.285 0.363 0.459 0.673],[0.4128155  0.39824118 0.39636773 0.50323883],-0.0959447121493837,0.9073606688402874,[0.285 0.363 0.459 0.673],[0.85434294 0.87490423 0.9064349  0.82297902],3.4329736291359088,5.120458566701642,-0.6737218038711694,[0.285 0.363 0.459 0.673],[0.64458031 0.88807183 2.3624017  2.5244752 ],-0.6179632247631102,1.3749477028665833,[0.285 0.363 0.459 0.673],[1.17286723 1.18677368 1.08601004 0.95416532],-0.0125215151420311,[0.285 0.363 0.459 0.673],[1.00230467 1.19751811 1.54950264 2.31128158],,,,,,,,,,,,,
48,42.0,,DSM14610,R.intestinalis,analysis_Zur_Newruns_2023_June,m1,47,YCA,Markus,,0.802955489891962,yes,"[0.055, 0.133, 0.202, 0.233, 0.28, 0.315, 0.35, 0.462, 0.54, nan, nan, nan, nan]","[0.0, 1.083333333, 1.566666667, 1.783333333, 2.0, 2.166666667, 2.416666667, 2.616666667, 2.783333333, nan, nan, nan, nan]",49.0,1.0,,-3.2213241722460144,15.039751185950438,[0.193 0.262 0.34  0.41  0.522 0.6  ],[14.32632717 14.2275364  14.21028335 13.49192026 13.36629255 13.12012605],1.3823938706320864,10.433716592400472,[0.193 0.262 0.34  0.41  0.522 0.6  ],[10.42257652 10.75269293 11.11179638 11.53531697 10.79654391 11.20020337],-2.572161942650822,7.760302499778518,[0.193 0.262 0.34  0.41  0.522 0.6  ],[6.95692658 7.09658504 7.06503412 7.34608795 5.81768846 6.29407202],0.1214503741685312,0.5384205341606447,[0.193 0.262 0.34  0.41  0.522 0.6  ],[0.59467869 0.5625121  0.59135474 0.50812944 0.62034071 0.63612254],-0.2087439021969318,0.661955945179347,[0.193 0.262 0.34  0.41  0.522 0.6  ],[0.59417472 0.61402478 0.57703638 0.65400278 0.5245455  0.52220445],1.537477700556007,-1.6479665340541916,1.253567806071677,[0.262 0.41  0.6  ],[0.72361059 0.75257634 0.18830306],0.1428471691207753,1.7789579783416496,[0.193 0.262 0.34  0.41  0.522 0.6  ],[1.84816306 1.821508   1.81144349 1.75537715 1.86778053 1.90188099],0.508488719221163,[0.34  0.41  0.522 0.6  ],[0.99270344 1.23148975 1.21382796 1.47409198],,,,,,,,,,,,,
49,34.0,,DSM14610,R.intestinalis,analysis_Zur_Newruns_2023_June,m1,37,YCA,Markus,,0.741929354811887,yes,"[0.068, 0.124, 0.174, 0.287, 0.437, 0.617, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.616666667, 1.116666667, 1.716666667, 2.45, 2.9, nan, nan, nan, nan, nan, nan, nan]",50.0,1.0,,-6.8791015296776195,18.00574224710423,[0.177 0.227 0.34  0.49  0.67 ],[16.9348168  16.54304712 15.58685614 14.13659806 13.7295838 ],2.8467425195376648,9.629683793772472,[0.177 0.227 0.34  0.49  0.67 ],[10.29065289 10.37144824 10.41584644 10.69232261 11.79834655],0.2777565424099414,6.637488063208843,[0.177 0.227 0.34  0.49  0.67 ],[6.84995045 6.74000874 6.56561542 6.53409116 7.026623  ],0.0632459797811693,0.42087658555421,[0.177 0.227 0.34  0.49  0.67 ],[0.42522654 0.45765524 0.41903878 0.45822372 0.46465899],-0.0799686763683518,0.8082800756491794,[0.177 0.227 0.34  0.49  0.67 ],[0.80851001 0.77358167 0.79445135 0.74592404 0.76667294],3.5598473234718955,,,,,0.6549305626702859,0.8976052942252212,[0.177 0.227 0.34  0.67 ],[1.62558875 0.68840397 0.68631415 1.51618613],0.0573794985000025,[0.177 0.227 0.34  0.49  0.67 ],[0.77988802 0.83867051 1.1068918  1.90939822 2.42999825],,,,,,,,,,,,,
50,,,DSM20083,B.adolescentis,"av [42, 33, 51]_used_only: [1.0, 2.0, 3.0]",av,av_B.adolescentis_DSM20083_YCA,YCA,,,0.6499451076631501,,,,,3.0,,-8.238884884817102,,,,12.114112796771707,,,,2.233406279454973,,,,0.5445836187419716,,,,3.2219198391831854,,,,,0.7823065174826067,,,,-1.0275191643632071,,,,,,,1.0875989477054662,1.5130183353677442,1.4070031501055016,0.3149202914878993,0.2642423901854703,,1.67909897765732,0.8141185384389736,18.92509583851384,3.107831376833246,-8.238884884817102,1.0875989477054662,0.026096730916817464
51,,,HM-727,B.finegoldii,"av [20, 5, 6]_used_only: [4.0, 5.0, 6.0]",av,av_B.finegoldii_HM-727_YCA,YCA,,,0.6696469351985949,,,,,3.0,,-4.654721221235681,,,,3.666919218017322,,,,0.9997814800375487,,,,2.0248290320963473,,,,0.11071900449912099,,,,-0.026965456718071434,1.8131011201646452,,,,-0.018587898202485364,,,,,,,0.7839529749640222,0.6192766327648352,0.8741341580833528,0.10402586181048727,0.09347338996278495,0.0857342497041876,0.2779097376043009,0.03250532875756976,8.389118815386968,1.5963731572255053,-4.654721221235681,0.7839529749640222,0.17084727916057552
52,,,ATCC25285,B.fragilis,"av [3, 4, 17]_used_only: [7.0, 8.0, 9.0]",av,av_B.fragilis_ATCC25285_YCA,YCA,,,0.7280875695880686,,,,,3.0,,-4.832237304071377,,,,3.4960012275923797,,,,0.3805472662905777,,,,2.6580945690866202,,,,0.364718105706872,,,,-0.18658239429084636,2.1870050369154233,,,,0.000861112025378967,,,,,,,1.2383799043489405,0.29161819617317986,0.2733832286886908,0.8698325616703454,1.0004526961886258,0.19220673906761163,0.21793632219454526,0.049237597349305204,9.071945539572907,0.7830093544669943,-4.832237304071377,1.2383799043489405,0.23123826556163724
53,,,DSM20219,B.longum,"av [38, 41, 32]_used_only: [10.0, 11.0, 12.0]",av,av_B.longum_DSM20219_YCA,YCA,,,0.5520973295302126,,,,,3.0,,-9.24303067346174,,,,13.612177120612989,,,,1.5788797870075035,,,,0.4546006762532846,,,,3.149714844368582,,,,,1.157539610826541,,,,-0.1777831344142836,,,,,,,1.3079054550669906,1.752781018838664,0.25131052909256124,0.06193580972040059,0.08637327120496151,,0.4273273466533108,1.3127468053797682,19.669700288127075,1.5914258642758892,-9.24303067346174,1.3079054550669906,0.02541106717648404
54,,,ATCC8483,B.ovatus,"av [8, 7, 18]_used_only: [13.0, 14.0, 15.0]",av,av_B.ovatus_ATCC8483_YCA,YCA,,,1.0945737976210463,,,,,3.0,,-4.210850919061987,,,,8.802434427026597,,,,0.12740185482997804,,,,1.5238603035777718,,,,0.2562158860173547,,,,-0.0362109321244792,10.289419426169903,,,,-0.0766320246755627,,,,,,,1.224786853717673,0.9880176283439571,0.7044209541116189,0.38728003786140314,0.5708695048126591,0.09967216710599346,1.2339310817111546,0.034110455709446395,21.22447386710419,1.5216017040192777,-4.210850919061987,1.224786853717673,0.27415453481914537
55,,,ATCC29148,B.theta,"av [53, 35, 43]_used_only: [16.0, 17.0, 18.0]",av,av_B.theta_ATCC29148_YCA,YCA,,,0.7654756454729177,,,,,3.0,,-6.248499705527197,,,,4.504512516154709,,,,1.5185133842416334,,,,2.332290134631029,,,,0.7286220974263508,,,,,0.9254189055905626,,,,-0.9506219769332342,,,,,,,1.8972090000464037,0.6646265680095822,0.7052417473613669,0.855687385324326,0.5664768905982096,,1.3690166274247597,1.4532245239479507,9.650961202849265,1.655738387261953,-6.248499705527197,1.8972090000464037,0.12659542616627265
