,notes,strain,species,experiment,experiment_short,exp_number,medium,experimentator,sample_number,growth_rate,use_in_study,num_av,date_of_experiment,glucose,glucose_y0,glucose_OD,glucose_conc,acetate,acetate_y0,acetate_OD,acetate_conc,propionate,propionate_y0,propionate_OD,propionate_conc,succinate,succinate_y0,succinate_OD,succinate_conc,lactate,lactate_y0,lactate_OD,lactate_conc,butyrate,butyrate_y0,butyrate_OD,butyrate_conc,formate,formate_y0,formate_OD,formate_conc,ethanol,ethanol_y0,ethanol_OD,ethanol_conc,exp_number_usedonly
53,air in hplc runs,ATCC8483,B.ovatus,yield_scfa_simple_medium,simple,54.0,epsilon_noTryp,Richa,,0.2757262529844867,no,1.0,,-6.385910380187564,20.826346783113987,[0.087 0.16  0.238],[20.30825386 19.7320412  19.34157875],-2.9822807678073104,0.8345871162230586,[0.087 0.16  0.238],[0.66567735 0.18212928 0.20954855],-0.9342872232281939,0.16521022421377154,[0.087 0.16  0.238],[ 0.10589719 -0.02680731 -0.03658851],0.3841144434597097,0.17252991541610738,[0.087 0.16  0.238],[0.1969323  0.25144144 0.25551151],0.5209424987611644,0.17495375502338997,[0.087 0.16  0.238],[0.22020093 0.25844941 0.29886804],-1.4100197294220473,0.3517634400330796,[0.087 0.16  0.238],[0.24697428 0.09154149 0.03291498],-1.844625980613404,1.3092910746301591,[0.087 0.16  0.238],[1.13683805 1.03732471 0.85906687],-3.815981488653018,4.548083235687576,[0.087 0.16  0.238],[4.24467462 3.88219482 3.66662925],
166,"check ethanol peak, get rid of middle peak?",ATCC8483,B.ovatus,BHI-Richa-22Dec30,BHI-Richa-22Dec30,167.0,BHI,Richa/Jonas,1.0,0.967801976578831,yes,1.0,2022-12-30 00:00:00,-4.08578946738556,6.846504568310582,[0.143 0.25  0.32  0.383 0.416],[6.24294597 5.82417318 5.58633685 5.3081247  5.09322846],14.764368354594538,1.7464999286194807,[0.143 0.25  0.32  0.383 0.416],[4.08141158 5.14557973 6.30102236 7.5150887  8.01312223],-1.7880510906802531,12.500713449733217,[0.143 0.25  0.32  0.383 0.416],[12.2881323  11.96365494 11.92260567 11.92946372 11.69617737],1.3363947899047979,1.1784354942415127,[0.143 0.25  0.32  0.383 0.416],[1.37708406 1.49587291 1.60998216 1.70032917 1.72953809],0.7462084150832095,1.7818142912249295,[0.143 0.25  0.32  0.383 0.416],[1.89070465 1.9613937  2.01874554 2.09002886 2.07646583],-0.0687000428964774,0.07947540041441867,[0.143 0.25  0.32  0.383 0.416],[0.06568307 0.07394815 0.04817472 0.05450258 0.05119402],10.686914150840156,1.2751774180223245,[0.143 0.25  0.32  0.383 0.416],[3.00349731 3.68878625 4.54014261 5.4618512  5.84022392],10.14053279166424,-0.9663694883677496,[0.143 0.25  0.32  0.383 0.416],[0.16931898 2.01987489 2.35282414 3.03331607 2.92530405],20.0
167,"check ethanol peak, get rid of middle peak?",ATCC8483,B.ovatus,BHI-Richa-22Dec30,BHI-Richa-22Dec30,168.0,BHI,Richa/Jonas,2.0,0.8162818728544962,yes,1.0,2022-12-30 00:00:00,-3.8860319389937956,6.758519853172321,[0.147 0.255 0.331 0.406 0.441],[6.18639389 5.75540327 5.49296314 5.18777686 5.03013164],15.436859491773816,1.6655318123355867,[0.147 0.255 0.331 0.406 0.441],[4.04134911 5.46205069 6.71572188 7.96754789 8.53122749],-1.126432661422563,12.32751618975382,[0.147 0.255 0.331 0.406 0.441],[12.22397272 11.95172349 11.93248507 11.88933784 11.86029823],1.4103916171822934,1.1720678291399398,[0.147 0.255 0.331 0.406 0.441],[1.37942451 1.53314022 1.63856365 1.73796307 1.79966645],0.7020326513036104,1.7749639529189423,[0.147 0.255 0.331 0.406 0.441],[1.8809978  1.94668199 2.00968628 2.06758642 2.07907886],0.10769129087429632,0.06352121512445282,[0.147 0.255 0.331 0.406 0.441],[0.07381976 0.09268825 0.1114595  0.10601499 0.10377582],11.264563013495446,1.246220060846742,[0.147 0.255 0.331 0.406 0.441],[3.00976973 3.95392364 4.95855866 5.84189362 6.26496422],12.058209020936843,-1.5705042385877015,[0.147 0.255 0.331 0.406 0.441],[-0.05716198  1.88479127  2.56995365  3.01181339  3.79005274],21.0
9,,ATCC8483,B.ovatus,yield_expt_090222_modified_epsi,run3,10.0,epsilon_plus,Richa,,0.4415439406326002,yes,1.0,20220906,-6.422159414541913,19.824407401260263,[0.076 0.126 0.203 0.504],[19.34902626 19.00212546 18.51908477 16.58965021],3.740364198215736,11.97650622453032,[0.076 0.126 0.203 0.504],[12.24874956 12.46764612 12.72796495 13.86165532],0.22821645659230477,7.5801498925569675,[0.076 0.203 0.504],[7.59263205 7.63339165 7.69311946],4.0145053838522715,0.4004565099516111,[0.076 0.126 0.203 0.504],[0.75930838 0.8812275  1.17043985 2.44003571],1.201184065417675,0.4232154602249905,[0.076 0.126 0.203 0.504],[0.53710913 0.56865635 0.64233477 1.03663791],-0.42060863177732705,0.2934687044151919,[0.076 0.126 0.203 0.504],[0.21828074 0.32543632 0.16284391 0.08498061],1.7248139032734968,2.4179196697236653,[0.076 0.126 0.203 0.504],[2.54213208 2.67701256 2.72537968 3.2950102 ],1.079823358276565,10.262965208484447,[0.076 0.203],[10.34503178 10.48216935],22.0
39, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,ATCC29148,B.theta,Markus_old_Bt1,Markus_old_Bt1,62.0,epsilon,Markus,,1.052826888129623,yes,1.0,2015,-5.960954848007942,19.258373459710516,[0.088 0.209 0.287 0.401],[18.7264299  17.99583276 17.59596898 16.84372166],4.888545529072465,-0.1623847469639976,[0.088 0.209 0.287 0.401],[0.2926226  0.84056832 1.20407837 1.82840906],1.2362772722367719,0.2725417179303084,[0.088 0.209 0.287 0.401],[0.37765827 0.53969206 0.62267795 0.76787171],2.3811861954897813,0.01108205939756094,[0.088 0.209 0.287 0.401],[0.23208633 0.50263923 0.67330986 0.98176122],,,,,,,,,4.466428640475841,-1.134522995190647,[0.088 0.209 0.287 0.401],[-0.98405203  0.11800793  0.27601578  0.45136854],,,,,23.0
62,,ATCC29148,B.theta,Markus_old_Bt2,Markus_old_Bt2,63.0,epsilon,Markus,,1.017009370500668,yes,1.0,2015,-4.964175661891233,19.311336565662966,[0.121 0.184 0.351 0.458],[18.70567996 18.38684154 17.61302158 17.0097115 ],4.6921395491938656,-0.14041995708091706,[0.121 0.184 0.351 0.458],[0.42462935 0.72472317 1.5104411  2.00557001],1.0824390099621022,-0.02014269138818069,[0.121 0.184 0.351 0.458],[0.09966755 0.18872638 0.37011755 0.46675482],2.6491630142403633,-0.026687976967835557,[0.121 0.184 0.351 0.458],[0.29442553 0.46052453 0.90198735 1.18747828],,,,,,,,,1.7252026716945543,-0.1773195345986206,[0.121 0.184 0.351 0.458],[0.0293471  0.14510169 0.42202412 0.61612472],,,,,24.0
55,,ATCC29148,B.theta,Julien,Julien,56.0,epsilon_plus,Julien,,0.6933169480549388,no,1.0,2022-05-10 00:00:00,-3.575660517141894,17.285030901972796,[0.19 0.33],[16.6056554  16.10506293],3.9574548298403154,-0.6496295768308752,[0.19 0.33 0.41],[0.18228422 0.43633774 1.11292231],-0.5056120051558621,3.021174111277972,[0.19 0.33],[2.92510783 2.85432215],6.25984543503851,-1.21138671369477,[0.19 0.33 0.41],[0.10526767 0.50433196 1.57789648],-0.12331840191982121,-0.13762505233528968,[0.19 0.33 0.41],[-0.29062084  0.17798442 -0.41492485],-0.2445531532143243,-0.38814936983784937,[0.19 0.33],[-0.43461447 -0.46885191],3.1428268456183823,-1.1711486374078972,[0.19 0.33 0.41],[-0.55540261 -0.18519034  0.149976  ],2.6065303312297705,1.6216699960963064,[0.19 0.41],[2.11691076 2.69034743],
54,,ATCC29148,B.theta,yield_scfa_simple_medium,simple,55.0,epsilon_noTryp,Richa,,0.1555949069999504,no,1.0,,-14.335587155240669,22.025769559038626,[0.104 0.142 0.173],[20.49402918 20.0810166  19.49565188],2.836708683323099,-0.3348290900436583,[0.104 0.142 0.173],[-0.06391739  0.12163884  0.12637222],1.0489007158726684,-0.18308462833661962,[0.104 0.142 0.173],[-0.09657567  0.01611068 -0.02929949],1.9570681515028516,0.04566013279849776,[0.104 0.142 0.173],[0.2541348  0.31256926 0.39028789],0.24135595930912535,0.06647147227938432,[0.104 0.142 0.173],[0.08707618 0.11075195 0.10271444],-0.2100737791958607,0.07843688782708062,[0.104 0.142 0.173],[0.03832299 0.08926349 0.01970327],0.9167891468318621,0.7640427669663412,[0.104 0.142 0.173],[0.83001391 0.95960974 0.88663931],0.10604171128086319,3.6421073121046574,[0.104 0.173],[3.65313565 3.66045253],
63,,ATCC29148,B.theta,Markus_old_Bt3,Markus_old_Bt3,64.0,epsilon,Markus,,0.9775753008696995,yes,1.0,2015,-5.558616961600476,19.133147902840168,[0.087 0.177 0.306 0.395],[18.63257135 18.23418595 17.28297279 17.01879615],4.686281835040207,-0.13128110951274571,[0.087 0.177 0.306 0.395],[0.30455317 0.66947488 1.27571792 1.74739156],1.0751779314445293,0.024066002322472285,[0.087 0.177 0.306 0.395],[0.11722331 0.2162851  0.34971168 0.45059062],2.859016714947259,-0.03969086308821186,[0.087 0.177 0.306 0.395],[0.23174013 0.44817015 0.80116584 1.11911156],,,,,,,,,1.5570657703591841,-0.17039912919434005,[0.087 0.177 0.306 0.395],[-0.02854289  0.09942207  0.29810042  0.45199235],,,,,25.0
64,,ATCC29148,B.theta,Markus_old_Bt4,Markus_old_Bt4,65.0,epsilon,Markus,,0.4033794752860876,yes,1.0,2015,-8.880491057380997,19.910526518554967,[0.089 0.167 0.24  0.281],[19.1416481  18.43334777 17.66229191 17.50467674],4.773560793199094,-0.003153505835734247,[0.089 0.167 0.24  0.281],[0.40629614 0.83536248 1.09968409 1.3551    ],0.7927254983789901,0.20063427080167257,[0.089 0.167 0.24  0.281],[0.29398791 0.30294497 0.3677343  0.45381761],3.438488408237691,0.03936166085246964,[0.089 0.167 0.24  0.281],[0.34120361 0.62348644 0.85667091 1.00779118],,,,,,,,,6.466776934230567,-1.5740668682244612,[0.089 0.24  0.281],[-1.0338654   0.14346207  0.11293665],,,,,26.0
92,,ATCC29148,B.theta,Markus_2022,Markus_2022,93.0,epsilon,Markus,,1.003583370406829,no,1.0,2022-10-06 00:00:00,-5.667648671806335,11.7755424560681,[0.173 0.207 0.466 0.515],[11.29594025 10.28794143  7.61454798 10.19007032],1.57084577999555,1.1959247158308879,[0.173 0.207 0.466 0.515],[ 2.24244318  1.07083715 -0.64942518  4.25776483],-0.035884753830292174,0.39506726759424105,[0.173 0.207 0.466 0.515],[ 0.82057975  0.17094993 -1.27284187  1.81274211],2.7140616697597495,-0.46159944643541906,[0.173 0.207 0.466 0.515],[0.10244946 0.03857515 0.53089585 1.17551968],0.01518938867245472,1.2383953284278597,[0.173 0.207 0.466 0.515],[1.24277869 1.24198798 1.23040142 1.25908598],0.04941234010817809,-0.36210508137977826,[0.173 0.207 0.466 0.515],[-0.3631493  -0.35031597 -0.28193731 -0.38576756],2.844842806694257,-0.16465391720978745,[0.173 0.207 0.466 0.515],[0.36074477 0.42161904 0.94543766 1.48541392],-0.26609954575196776,-0.34822957940623644,[0.173 0.207 0.466 0.515],[-0.28705869 -0.47722367 -0.7559004  -0.23489704],
65,,ATCC29148,B.theta,Markus_old_Bt5,Markus_old_Bt5,66.0,epsilon,Markus,,0.8338125524701574,yes,1.0,2015,-8.846866880117384,19.9648369629343,[0.127 0.198 0.285 0.385],[18.7304311  18.21546637 17.72516471 16.38565313],4.735056530444136,-0.0418703074905649,[0.127 0.198 0.285 0.385],[0.53220997 0.93320923 1.30778561 1.77069521],1.28729510763787,-0.03556617247347517,[0.127 0.198 0.285 0.385],[0.16872628 0.1895921  0.28162144 0.49865412],3.10473614718912,-0.02937646895188176,[0.127 0.198 0.285 0.385],[0.36460364 0.58255097 0.8615578  1.16299418],,,,,,,,,0.8636517629107973,-0.005545853551224007,[0.127 0.198 0.285 0.385],[0.08827393 0.22590465 0.16848724 0.35448427],,,,,27.0
77,,ATCC29148,B.theta,Markus_old_Bt7,Markus_old_Bt7,78.0,epsilon,Markus,,1.043003450017153,no,1.0,2015,-6.9215006506086985,22.282197426607574,[0.102 0.23  0.365 0.482],[21.56905266 20.69479349 19.76929636 18.93519793],4.907247316172945,0.2530517550963996,[0.102 0.23  0.365 0.482],[0.7893246  1.33769567 2.02295781 2.64787352],,,,,2.5525496529028273,-0.12258705973519204,[0.102 0.23  0.365 0.482],[0.14705485 0.45463383 0.80019624 1.11722289],,,,,,,,,,,,,,,,,
78,,ATCC29148,B.theta,Markus_old_Bt8,Markus_old_Bt8,79.0,epsilon,Markus,,1.034359136340415,no,1.0,2015,-5.622357202474766,22.06376693032974,[0.101 0.231 0.373 0.482],[21.39406666 20.91278096 19.98231081 19.29217129],4.640222509150609,0.35100424842189865,[0.101 0.231 0.373 0.482],[0.8783707  1.35950491 2.02258579 2.65149972],0.8924938233760802,-0.2023121245524417,[0.101 0.231 0.373 0.482],[-0.10086946 -0.00910656  0.120932    0.23918569],2.767166481384227,-0.15969398663343295,[0.101 0.231 0.373 0.482],[0.14304779 0.45874736 0.83900055 1.20505496],,,,,,,,,,,,,,,,,
105,,ATCC29148,B.theta,Markus_102022,Markus_102022,106.0,epsilon_plus,Markus,,1.003583370406829,no,1.0,2022-10-10 00:00:00,-4.143522253839364,18.620271875221142,[0.173 0.207 0.466 0.515],[17.86870855 17.78558306 16.7871205  16.4003416 ],4.016418424944956,10.843834375315309,[0.173 0.207 0.466 0.515],[11.53150795 11.65148616 12.91477262 12.74391625],0.3251210147958881,3.3778612599478874,[0.173 0.207 0.466 0.515],[3.40668823 3.44599357 3.71550944 3.38574349],3.903211354935809,0.002050030269315938,[0.173 0.207 0.466 0.515],[0.6897536  0.78348177 1.90084343 1.94639198],-0.1338073720340039,0.27977806682704115,[0.173 0.207 0.515],[0.24530949 0.26464944 0.20961767],-0.2068389782949246,0.17902013225440366,[0.173 0.207 0.466 0.515],[0.14505235 0.12967987 0.11097444 0.04886602],1.4619751023120084,1.1366573610684765,[0.173 0.207 0.466 0.515],[1.31221474 1.49300186 2.02026786 1.7108931 ],1.140062369442114,13.306871427551135,[0.173 0.207 0.466 0.515],[13.12870524 13.83146702 14.64418412 13.17475421],
79,,ATCC29148,B.theta,Markus_old_Bt9,Markus_old_Bt9,80.0,epsilon,Markus,,0.9611367233069671,no,1.0,2015,-5.310791797315374,21.30984890448017,[0.102 0.244 0.312 0.415],[20.83988228 19.84064555 19.72272179 19.1376664 ],4.374721706461833,0.4253601045302903,[0.102 0.244 0.312 0.415],[0.93967019 1.39831101 1.74022077 2.31731484],0.8659116901747392,-0.18435703479850635,[0.102 0.244 0.312 0.415],[-0.09104196  0.02122244  0.08010536  0.18140927],3.170460498537639,-0.22413006826493148,[0.102 0.244 0.312 0.415],[0.13714226 0.49522421 0.73997199 1.13304537],,,,,,,,,,,,,,,,,
80,,ATCC29148,B.theta,Markus_old_Bt10,Markus_old_Bt10,81.0,epsilon,Markus,,0.9162070893241856,no,1.0,2015,-4.559782181366893,21.431728936000145,[0.12  0.191 0.336 0.435],[20.62858283 20.83479899 20.0388146  19.291035  ],4.76335413667483,0.3525161092804196,[0.12  0.191 0.336 0.435],[1.00743679 1.19506857 1.85364276 2.50786549],1.0295595852821469,-0.23527042246469393,[0.12  0.191 0.336 0.435],[-0.11230581 -0.0327213   0.09796573  0.21996316],3.187394264128334,-0.09935183191614236,[0.12  0.191 0.336 0.435],[0.29701011 0.51487207 0.91407914 1.32539196],,,,,,,,,,,,,,,,,
85,,ATCC29148,B.theta,Markus_old_Bt11,Markus_old_Bt11,86.0,epsilon,Markus,,0.7428842864736254,no,1.0,2015,-3.9578877065497853,20.937423228597495,[0.13  0.204 0.294 0.419],[20.05665609 20.57830817 19.84948939 19.12133083],5.254635480292224,0.3880177738345519,[0.13  0.204 0.294 0.419],[1.10376611 1.43730209 1.89638117 2.61622508],,,,,3.8520635337386864,-0.28165103538257485,[0.13  0.204 0.294 0.419],[0.22859151 0.50304477 0.83088636 1.34398374],,,,,,,,,,,,,,,,,
86,,ATCC29148,B.theta,Markus_old_Bt12,Markus_old_Bt12,87.0,epsilon,Markus,,0.567487577476278,no,1.0,2015,-7.133812839713177,21.681436400799967,[0.091 0.22  0.302 0.449],[21.06815738 20.1680553  19.35227198 18.56115171],5.471755978684859,0.4327816187510435,[0.091 0.22  0.302 0.449],[1.00361136 1.55920075 2.02823767 2.95108155],1.229825218596201,-0.23583700582937803,[0.091 0.22  0.302 0.449],[-0.11265103  0.0268083   0.12045108  0.32811802],3.9413491635770934,-0.059099930754811875,[0.091 0.22  0.302 0.449],[0.34226343 0.77152205 1.08401695 1.75151066],,,,,,,,,,,,,,,,,
87,,ATCC29148,B.theta,Markus_old_Bt13,Markus_old_Bt13,88.0,epsilon,Markus,,0.1955797084237362,no,1.0,2015,-8.332105630482124,21.70494379809457,[0.086 0.164 0.214 0.274],[21.00866102 20.28318419 19.95970736 19.41912867],5.13248736671939,0.647772497005555,[0.086 0.164 0.214 0.274],[1.10466021 1.46695318 1.73891418 2.0683381 ],1.5352338391768,-0.20788812514560143,[0.086 0.164 0.214 0.274],[-0.07195215  0.03970913  0.11607888  0.21761422],4.0487367964170495,0.08693509151742736,[0.086 0.164 0.214 0.274],[0.44133285 0.74334921 0.9478124  1.20321367],,,,,,,,,,,,,,,,,
97,,ATCC29148,B.theta,yield_exp_1022_wtrp,yield_exp_1022_wtrp,98.0,epsilon_plus,Richa,,0.9938967383974436,no,1.0,,-3.613074357577002,20.46411685651211,[0.148 0.38 ],[19.92938185 19.0911486 ],12.729052308203206,11.76711059713146,[0.11  0.148 0.281 0.38 ],[13.27450481 13.8264838  14.64040432 17.02504853],2.832452263855643,6.996397764143202,[0.11  0.148 0.281],[7.23903128 7.504233   7.77262078],1.9857010068061491,0.20024213265660953,[0.11  0.148 0.281 0.38 ],[0.44913389 0.48687233 0.69213694 0.9976846 ],,,,,0.057402234670141945,0.011388412485841921,[0.11  0.148 0.281 0.38 ],[0.02087538 0.01848505 0.02214379 0.03680209],14.48844322673967,0.9361008203852414,[0.11  0.148 0.281 0.38 ],[2.50703192 3.30538294 4.54227359 6.70459416],0.42605427894760267,9.547085021636859,[0.148 0.281 0.38 ],[9.69548845 9.46680026 9.82364427],
66,,ATCC29148,B.theta,Markus_old_Bt6,Markus_old_Bt6,67.0,epsilon,Markus,,0.6576230909880959,yes,1.0,2015,-6.18587441062759,19.43736622533507,[0.086 0.157 0.208 0.269],[19.02580578 18.36284734 17.97916287 17.92781934],4.741266363641708,0.0021572872476581548,[0.086 0.157 0.208 0.269],[0.41058417 0.75792532 0.96539543 1.28843601],1.5247580878716658,-0.051327892036973785,[0.086 0.157 0.208 0.269],[0.05034968 0.230417   0.27640482 0.33534275],3.340604151490082,-0.024371940078984595,[0.086 0.157 0.208 0.269],[0.27354686 0.49574557 0.64659355 0.89186125],,,,,,,,,0.7932252851135093,0.07548627363399389,[0.086 0.157 0.208 0.269],[0.19122285 0.13561404 0.21617796 0.33005246],,,,,28.0
102,,ATCC29148,B.theta,yield_exp_1022_wotrp,yield_exp_1022_wotrp,103.0,epsilon_plus_noTryp,Richa,,0.43319974388804,yes,1.0,,-6.741139944566722,20.598179868663816,[0.086 0.134 0.234 0.368],[19.97731922 19.73653796 19.03452625 18.10311901],8.854590574126613,10.642969039430538,[0.086 0.134 0.234 0.368],[11.40871506 11.82459454 12.71453523 13.90250478],0.7294621479117198,-0.34330826371875883,[0.086 0.134 0.234 0.368],[-0.26200046 -0.27159741 -0.1662351  -0.07378221],1.6935627378210814,0.06365465841622626,[0.086 0.134 0.234 0.368],[0.20842182 0.29186524 0.45957536 0.68686478],,,,,0.0017920385819742864,0.0424915812414022,[0.086 0.234 0.368],[0.04009096 0.0482873  0.04032941],9.181945148421221,0.2882546490035196,[0.086 0.134 0.234 0.368],[1.11113875 1.47631267 2.44079037 3.67233573],3.7534150805678674,2.990232854727253,[0.086 0.134 0.234 0.368],[3.32116187 3.41009973 3.99651015 4.31846686],29.0
40, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,ATCC29148,B.theta,yield_expt_090622_rerun_sep2nd,run3hplcrep,3.0,epsilon_plus,Richa,,0.4935496874939958,yes,1.0,20220906,-4.6217413843540145,19.08512195420513,[0.068 0.182 0.289],[18.7602755  18.26579246 17.73817929],2.507790872109334,11.77012483355557,[0.068 0.182 0.289 0.653],[11.80199825 12.26773629 12.66441438 13.33563714],0.6574901830286263,6.951273570800201,[0.068 0.182 0.289 0.653],[6.96993569 7.07715149 7.17510826 7.36662713],2.9778735373363285,0.39831746836847115,[0.068 0.182 0.289],[0.59197769 0.95853881 1.24950974],0.9375816129697606,0.49645998303986705,[0.068 0.182 0.289 0.653],[0.59652898 0.64638741 0.73586114 1.12465968],0.11041105463837075,0.07889242872501796,[0.068 0.182 0.289 0.653],[0.06233971 0.11369687 0.13043654 0.14070657],1.500859847506317,1.8723842931964059,[0.068 0.182 0.289 0.653],[1.92669393 2.14474446 2.38390239 2.82322133],-0.22403755378819842,8.794073364432897,[0.068 0.182 0.653],[8.76916477 8.76531405 8.64543536],30.0
158,,ATCC29148,B.theta,BHI-Dec6,BHI-Dec6,159.0,BHI,Jonas,,1.577158284750968,no,1.0,2022-12-06 00:00:00,2.890690980813725,5.252037749635338,[0.152 0.215 0.285 0.371 0.456],[6.62507189 4.28923599 6.54376281 6.53601217 6.54143784],18.23454958077065,0.47445604014292325,[0.152 0.215 0.285 0.371 0.456],[3.6156154  3.87910631 5.61910685 7.48532781 8.74202267],7.701917430969544,8.885873644219878,[0.152 0.215 0.285 0.371 0.456],[12.52974577  7.03215379 11.71771633 11.56778214 12.97310606],1.6374683288737029,1.552791908790029,[0.152 0.215 0.285 0.371 0.456],[2.19608113 1.25555842 2.2180682  2.19114772 2.32491974],0.2827966530273927,1.812656252076325,[0.152 0.215 0.285 0.371 0.456],[1.91116145 1.84364564 1.8110461  1.96891479 1.94676952],0.38421080176979167,-0.024794534472136653,[0.152 0.285 0.371 0.456],[0.0554393  0.06118263 0.08698233 0.18286005],6.196435810906035,2.871604476433099,[0.152 0.215 0.285 0.371 0.456],[2.04708107 7.16977738 3.66514475 5.0349126  5.60563515],-3.3602700429556713,4.27919277379228,[0.152 0.285 0.371 0.456],[2.68916924 4.46531138 4.59143558 1.12347356],
10, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,ATCC29148,B.theta,yield_expt_modified_epsilon_rt5,run2,29.0,epsilon_plus,Richa,,0.1393135308483455,no,1.0,,-8.072687128147063,19.884856333029685,[0.058 0.077 0.084 0.101],[19.40800169 19.27412064 19.21326818 19.06077493],3.423321471185449,12.015657249884509,[0.058 0.077 0.084 0.101],[12.23459147 12.23514501 12.31393296 12.37442242],1.6111688120862664,7.503385879859247,[0.058 0.077 0.084 0.101],[7.59768231 7.61222012 7.6580727  7.66114241],0.4878140840364165,0.6705599260344474,[0.058 0.077 0.084 0.101],[0.71325486 0.6958855  0.69238294 0.73681691],1.2076707528189683,0.49080868185136534,[0.077 0.084 0.101],[0.58385282 0.59217751 0.61280545],-0.09162180861890076,0.1082360251210595,[0.058 0.077 0.084 0.101],[0.08837952 0.12862565 0.09857842 0.08804153],3.0673688439482096,2.3457765531909267,[0.077 0.084 0.101],[2.58083073 2.60503539 2.65511418],27.133880233669647,7.312600226954752,[0.058 0.077 0.084 0.101],[ 8.82679108  9.58580364  9.48291789 10.03772997],
165,,ATCC29148,B.theta,BHI-Richa-22Dec30,BHI-Richa-22Dec30,166.0,BHI,Richa/Jonas,2.0,1.089857701595032,yes,1.0,2022-12-30 00:00:00,-0.8809824429020015,6.552567798547788,[0.165 0.239 0.34  0.405],[6.44193532 6.29833733 6.23634222 6.22140749],11.660919197607889,2.937726768788877,[0.165 0.239 0.34  0.405],[5.17037248 5.30347995 6.83871174 7.83673906],-1.9691777111275026,12.887293616482232,[0.165 0.239 0.34  0.405],[12.77980722 12.16593004 12.05528851 12.28556351],2.490045157513234,1.0313483435640602,[0.165 0.239 0.34  0.405],[1.41897946 1.66474976 1.86595962 2.03676641],-0.03089900682767244,2.0302786527053165,[0.165 0.239 0.34  0.405],[2.07644555 1.95753774 1.99739528 2.05423309],-0.16823296042531344,0.11899141732005779,[0.165 0.239 0.34  0.405],[0.09595476 0.06698282 0.0744957  0.04523273],4.842523946057602,3.123321917232261,[0.165 0.239 0.34  0.405],[4.16966462 3.86429296 4.919977   5.10341311],,,,,31.0
164,,ATCC29148,B.theta,BHI-Richa-22Dec30,BHI-Richa-22Dec30,165.0,BHI,Richa/Jonas,1.0,1.046880183491905,yes,1.0,2022-12-30 00:00:00,-0.8283011869572083,6.615120040745218,[0.147 0.213 0.29  0.363],[6.53844974 6.38463507 6.35257145 6.3457548 ],12.639715913710356,2.822453208170885,[0.147 0.213 0.29  0.363],[5.04982412 5.04771222 6.3547409  7.64156782],-2.627907077469428,12.589885178046446,[0.147 0.213 0.29  0.363],[12.73520655 11.20331204 11.9537321  11.80522016],2.30990803889868,1.0527626092455358,[0.147 0.213 0.29  0.363],[1.37457566 1.56870088 1.72597021 1.88174053],-0.6934912199717825,2.1001691027361478,[0.147 0.213 0.29  0.363],[2.05141817 1.88130898 1.88785721 1.87758544],0.08502160469477836,0.05151461787935836,[0.147 0.213 0.29  0.363],[0.06759814 0.0722189  0.06023066 0.09213766],2.550028007529565,3.3829898086509513,[0.147 0.213 0.29  0.363],[4.05517807 3.63020289 3.85081652 4.57894013],-15.185348486507548,4.922999593736441,[0.147 0.213 0.29  0.363],[ 2.87552217  1.72669778 -0.10591139 -0.18706821],32.0
160,"check peak allocation in analysis, lactate not recognized",DSM 1447,B.vulgatus,BHI-Dec6,BHI-Dec6,161.0,BHI,Jonas,,0.4111236852213256,maybe,1.0,2022-12-06 00:00:00,-13.08729313995565,8.843214855436637,[0.154 0.194 0.191 0.234 0.29  0.39 ],[6.59168089 6.03946779 6.3568441  6.02575046 5.71549361 3.31421535],2.0046927674140735,3.2712183107173467,[0.154 0.194 0.191 0.234 0.29  0.39 ],[3.57972981 4.05279994 3.28725855 3.67580371 3.91412542 4.03041103],-22.42127315380635,16.675630777541787,[0.154 0.194 0.191 0.234 0.29  0.39 ],[12.98764996 12.59708055 11.90862726 11.41227132 11.1872168   7.38282888],-7.220396792594616,3.205950830962083,[0.154 0.194 0.191 0.234 0.29  0.39 ],[2.02811856 1.69667135 1.98921701 2.16204765 0.14989801 0.71851586],-0.7405674781356553,2.1753811353477146,[0.154 0.194 0.191 0.234 0.29  0.39 ],[2.03596381 2.17881741 1.96311166 1.97822186 1.91032682 1.90980071],-0.3675948398772513,0.18957231643104408,[0.154 0.194 0.191 0.234 0.29  0.39 ],[0.12198056 0.13993827 0.11130834 0.13097849 0.03964188 0.05947105],-4.2750421702697805,2.763258725849841,[0.154 0.194 0.191 0.234 0.29 ],[1.96883956 3.32924673 1.05430091 1.27899425 1.64054236],-11.505583924493525,5.373328348045518,[0.154 0.194 0.191 0.234 0.29  0.39 ],[ 2.39433902  1.88552174  4.14266997  3.95010031  3.44284228 -0.29311667],
