,notes,strain,species,experiment,experiment_short,exp_number,medium,experimentator,sample_number,growth_rate,use_in_study,num_av,date_of_experiment,glucose,glucose_y0,glucose_OD,glucose_conc,acetate,acetate_y0,acetate_OD,acetate_conc,propionate,propionate_y0,propionate_OD,propionate_conc,succinate,succinate_y0,succinate_OD,succinate_conc,lactate,lactate_y0,lactate_OD,lactate_conc,butyrate,butyrate_y0,butyrate_OD,butyrate_conc,formate,formate_y0,formate_OD,formate_conc,ethanol,ethanol_y0,ethanol_OD,ethanol_conc,exp_number_usedonly
52,,ATCC25285,B.fragilis,yield_scfa_simple_medium,simple,53.0,epsilon_noTryp,Richa,,0.4167087464186838,yes,1.0,,-6.289938365450769,21.822075585785786,[0.08  0.17  0.368],[21.2121392  20.90804616 19.45885949],3.6464279272493227,-0.5311763774480399,[0.08  0.17  0.368],[-0.18775361  0.01350396  0.83421298],1.6843044309996542,-0.3759012286826034,[0.08  0.17  0.368],[-0.21821096 -0.12294535  0.25435276],0.4205717184555057,0.061854870990494776,[0.08  0.17  0.368],[0.09874284 0.12863609 0.218099  ],0.2261024010920949,0.04396155893519205,[0.08  0.17  0.368],[0.06669582 0.07564105 0.12927909],0.038363830852465274,0.020936037977127214,[0.17  0.368],[0.02745789 0.03505393],3.0835313355155853,0.4812523797254189,[0.08  0.17  0.368],[0.77263182 0.94043899 1.6363087 ],,,,,8.0
170,,ATCC25285,B.fragilis,BHI-Richa-22Dec30,BHI-Richa-22Dec30,171.0,BHI,Richa/Jonas,1.0,0.4167833107515678,yes,1.0,2022-12-30 00:00:00,-2.7487508857268206,6.604874248913101,[0.123 0.146 0.175 0.273],[6.26348773 6.19113865 6.14497148 5.84904475],5.904021770490001,2.1790848873767454,[0.123 0.146 0.175 0.273],[2.89515531 3.07610881 3.18238024 3.79587879],0.3142883188233838,11.994978220805585,[0.123 0.146 0.175 0.273],[12.04883244 12.06705689 11.9927749  12.09659338],1.7908073880250204,1.1589936120452695,[0.123 0.146 0.175 0.273],[1.37425236 1.41572426 1.48618024 1.64382649],0.38850489302729974,1.871988050367738,[0.123 0.146 0.175 0.273],[1.91907171 1.94405833 1.92116109 1.98221908],-0.18151564104106374,0.1013261012122137,[0.123 0.146 0.175 0.273],[0.06846035 0.10008204 0.05296118 0.05365411],6.060417210933212,0.546592477841139,[0.123 0.146 0.175 0.273],[1.43268498 1.39058752 1.44477475 2.2636418 ],,,,,9.0
0,,ATCC25285,B.fragilis,yield_expt_090622_rerun_sep2nd,run3hplcrep,1.0,epsilon_plus,Richa,,0.4233521083146612,no,1.0,20220906,-2.198378447168605,18.5393840773643,[0.09  0.238 0.406],[18.29233714 18.10869947 17.60350584],1.4003909399098584,12.094472766647584,[0.09  0.238],[12.22050795 12.42776581],1.6445312615486276,6.864346221242269,[0.09  0.238 0.406],[7.08495152 7.11919225 7.59598084],1.4892311618400629,0.9098063761789327,[0.09  0.238 0.406],[1.05727833 1.23896124 1.52627524],0.08105960603001786,0.6236584517858839,[0.09  0.238],[0.63095382 0.64295064],0.14297933367589014,0.17861751100612694,[0.09  0.238 0.406],[0.2039946  0.18911786 0.24768691],2.354598346845212,1.9585910835349407,[0.09  0.238 0.406],[2.21470589 2.43584561 2.95349695],,,,,
100,,ATCC25285,B.fragilis,yield_exp_1022_wotrp,yield_exp_1022_wotrp,101.0,epsilon_plus_noTryp,Richa,,0.3205486949394213,yes,1.0,,-8.792711813422132,20.80724144168207,[0.072 0.111 0.227 0.33 ],[20.17138621 19.82732755 18.82660019 17.89704507],5.418352300980139,10.897844883033702,[0.072 0.111 0.227 0.33 ],[11.33132705 11.43801655 12.14946178 12.68215486],2.758928907825593,-0.42716613245697665,[0.072 0.111 0.227 0.33 ],[-0.21260123 -0.14985189  0.22073309  0.47466289],0.1339097174596724,0.07888323535392584,[0.072 0.111 0.227 0.33 ],[0.09022792 0.09025308 0.1124438  0.12170134],0.7921424905068071,0.21266843810970648,[0.072 0.111 0.227 0.33 ],[0.26964092 0.30845385 0.37593261 0.48283182],,,,,5.371056390057717,0.47133697470905583,[0.072 0.111 0.227 0.33 ],[1.04418149 0.85057581 1.68562079 2.27955154],,,,,10.0
171,,ATCC25285,B.fragilis,BHI-Richa-22Dec30,BHI-Richa-22Dec30,172.0,BHI,Richa/Jonas,2.0,1.265643549263149,yes,1.0,2022-12-30 00:00:00,-2.4671177398207718,6.647241998997845,[0.169 0.261 0.412 0.453 0.49 ],[6.20979479 6.02943732 5.62645833 5.55503836 5.41167603],14.435255164619894,1.5451765562865423,[0.169 0.261 0.412 0.453 0.49 ],[4.15928526 4.99863478 7.71089564 8.05389759 8.57009998],-0.11684416354846171,12.010735258967214,[0.261 0.412 0.453 0.49 ],[11.98029967 11.96722719 11.94766473 11.95892927],1.449918104903287,1.189978846183426,[0.169 0.261 0.412 0.453 0.49 ],[1.44982818 1.54938434 1.79106537 1.82817252 1.91954764],0.2729237776063704,1.801723204784422,[0.169 0.261 0.412 0.453 0.49 ],[1.84618294 1.86957444 1.93095145 1.92534664 1.9237295 ],-0.056099922218507105,0.07797343271067325,[0.169 0.261 0.412 0.453 0.49 ],[0.06815037 0.06189436 0.05771416 0.05840627 0.04356364],10.275259361199037,1.1074193584735588,[0.169 0.261 0.412 0.453 0.49 ],[3.07818802 3.40217741 5.50198198 5.78584263 6.11024471],,,,,11.0
95,,ATCC25285,B.fragilis,yield_exp_1022_wtrp,yield_exp_1022_wtrp,96.0,epsilon_plus,Richa,,0.7296753673001548,yes,1.0,,-5.279791826930082,20.333038886969895,[0.065 0.151 0.264 0.365],[19.99376075 19.50893874 18.98445839 18.38357357],3.0091010693525417,12.306158552371382,[0.065 0.151 0.264 0.365],[12.46964865 12.81337785 13.08394343 13.40035467],0.21075610501392586,7.5286970187037445,[0.065 0.151 0.264],[7.50798792 7.62111625 7.55814982],2.4536274439756665,0.467212129657156,[0.065 0.151 0.264 0.365],[0.64915614 0.81899189 1.08792206 1.38609362],,,,,-0.06059490728851775,0.04047838258879254,[0.065 0.151 0.264 0.365],[0.03808703 0.03049049 0.02166106 0.02047227],1.0031978073167256,2.247655887003984,[0.065 0.151 0.264 0.365],[2.27949383 2.47009353 2.46127885 2.62745948],,,,,12.0
8,double check growth conditions,ATCC25285,B.fragilis,yield_expt_090222_modified_epsi,run3,9.0,epsilon_plus,Richa,,0.4233521083146612,yes,1.0,20220906,-5.861160610795829,19.893679952432272,[0.09  0.186 0.238 0.406],[19.38027232 18.75014472 18.54208363 17.50995138],5.4154985008910135,11.686462067304838,[0.09  0.186 0.238 0.406],[12.33189945 12.6088691  12.789227   13.99811134],0.15102269230139892,7.389401487632217,[0.09  0.186 0.238],[7.40188816 7.42063777 7.4233042 ],2.853235033942972,0.44362223448631305,[0.09  0.186 0.238 0.406],[0.58653024 1.03572433 1.2564957  1.52071491],-0.37171473959564394,0.7465539789107428,[0.09  0.186 0.238],[0.71246368 0.67922511 0.65691177],0.1687161800776847,0.17571874835937085,[0.09  0.186 0.238 0.406],[0.19443302 0.2066601  0.20980979 0.24719097],4.1978530504724665,1.8073895754696991,[0.09  0.186 0.238 0.406],[2.12431278 2.65930037 2.82787729 3.48009267],,,,,13.0
27,,DSM20219,B.longum,yield_expt_modified_epsilon_rt5,run2,28.0,epsilon_plus,Richa,,0.4565404147836125,no,1.0,,-10.988136997904126,19.76442595233489,[0.082 0.122 0.177 0.33 ],[18.71790895 18.50996064 17.9383184  16.07895041],13.612934015737018,12.138245524235588,[0.082 0.122 0.177 0.33 ],[13.41330979 13.72293251 14.3937715  16.70176438],-0.24035240294331708,7.4311057429670955,[0.082 0.122 0.177 0.33 ],[7.42026014 7.38941787 7.39100649 7.35284791],-0.5159902663151028,0.4433164589317874,[0.082 0.122 0.177 0.33 ],[0.43651794 0.3707527  0.30749173 0.29163439],5.163187477002408,0.45576833553252055,[0.082 0.122 0.177 0.33 ],[0.88581448 1.02011329 1.44798213 2.14018973],-0.0410187894546616,0.06320788999924246,[0.122 0.177 0.33 ],[0.05978999 0.0537909  0.05024196],0.1703416074427291,2.5473687995829843,[0.082 0.122 0.177],[2.56899567 2.55492153 2.58308935],-1.1281286509863409,9.108394464283155,[0.082 0.122 0.177 0.33 ],[9.13773651 8.95720919 8.72963525 8.80689743],
169,"check propionate peak, prevent neighboring peaks to cut into it",DSM20219,B.longum,BHI-Richa-22Dec30,BHI-Richa-22Dec30,170.0,BHI,Richa/Jonas,2.0,1.046478828743441,yes,1.0,2022-12-30 00:00:00,-4.413151411027239,6.88255600739225,[0.151 0.21  0.305 0.394 0.537],[6.16155684 5.98596212 5.56154425 5.18164821 4.47426581],2.2944616285696395,2.7732862731507377,[0.151 0.305 0.394 0.537],[3.21972192 3.34423929 3.6165058  4.09509636],4.942876713379124,10.939077319462694,[0.151 0.305 0.394 0.537],[11.53782585 12.66903149 12.92427823 13.48094372],-2.1551137423788624,1.6302619036403072,[0.151 0.305 0.394 0.537],[1.25415311 1.04910826 0.79441163 0.43423184],7.98439246923137,0.9514620127060208,[0.151 0.305 0.394 0.537],[2.24864342 3.27600044 4.02982294 5.32573361],,,,,4.541333479058965,0.9968068609293688,[0.151 0.305 0.394 0.537],[1.52296506 2.51555385 3.00004018 3.24749789],,,,,14.0
168,"check propionate peak, prevent neighboring peaks to cut into it",DSM20219,B.longum,BHI-Richa-22Dec30,BHI-Richa-22Dec30,169.0,BHI,Richa/Jonas,1.0,0.5508597534167384,yes,1.0,2022-12-30 00:00:00,-7.842227591777287,7.214785685697734,[0.141 0.162 0.202 0.25 ],[6.10372461 5.89990883 5.72417296 5.21045451],4.865346480777577,2.3716630473725564,[0.141 0.162 0.202 0.25 ],[3.05478551 3.17591671 3.33157177 3.5977148 ],-3.9405420666726796,12.63028753981039,[0.162 0.202 0.25 ],[11.9594255  11.89387079 11.6180735 ],-0.8566824621054401,1.3950326336646883,[0.141 0.162 0.202 0.25 ],[1.23960154 1.26276947 1.28868965 1.14227462],6.43271475594162,1.2459944791733197,[0.141 0.162 0.202 0.25 ],[2.18221899 2.31168629 2.43581585 2.91095643],,,,,4.064858998761837,1.0388270668182515,[0.141 0.162 0.202 0.25  0.358],[1.44596655 1.5183624  2.119695   2.33817274 2.29612671],,,,,15.0
133,,DSM20219,B.longum,TG2022-Friday,TG2022-Friday,134.0,tbd,Jonas,,0.7568118131789867,yes,1.0,,-9.532458185363453,18.588496528459732,[0.155 0.263 0.362],[17.26254589 15.76451923 15.30310708],12.586264016669388,9.594438712490703,[0.155 0.263 0.362],[11.68656957 12.60926446 14.30476804],-0.2040062301404635,5.937879833908472,[0.155 0.263 0.362],[5.9767202  5.73689796 5.94089648],-1.0446798563397828,0.6397602716657557,[0.155 0.199 0.263 0.362],[0.40860878 0.58054001 0.2649734  0.28217733],4.180514123253674,0.2584965527398938,[0.155 0.199 0.263 0.362],[0.84555654 1.16660711 1.35990807 1.75463782],0.15627679693558172,0.0017145178474422343,[0.155 0.199 0.362],[0.02730221 0.03108041 0.05865513],1.1849787218761088,1.9313165853511585,[0.155 0.199 0.263 0.362],[2.18878867 2.05157781 2.27890433 2.3660897 ],,,,,16.0
56,air in hplc runs,DSM20219,B.longum,Julien,Julien,57.0,epsilon_plus,Julien,,0.571077130022681,?,1.0,2022-05-10 00:00:00,-10.141084510756246,18.077550708724615,[0.11 0.22 0.29 0.39],[16.98825579 15.78071951 15.17505537 14.12367681],12.771918565455533,-0.4577518378178277,[0.11 0.22 0.29 0.39],[0.99059539 2.33755257 3.14916328 4.59131916],2.5327362569820493,0.8754281915431885,[0.11 0.22 0.29 0.39],[1.18688003 1.33943136 1.67637729 1.8570877 ],1.983905914710439,-0.31824242823915166,[0.11 0.29 0.39],[-0.09941372  0.25541292  0.45655919],7.128853377097499,-0.14424202993277926,[0.11 0.22 0.29 0.39],[0.34635764 2.06115738 1.66214537 2.55351339],0.3391849875483127,-0.5051805297239881,[0.11 0.22 0.29],[-0.4751043  -0.41195781 -0.41818479],1.8753235610521006,-0.5476718793277409,[0.11 0.29 0.39],[-0.32422848 -0.05186992  0.21458837],1.2692817448069469,3.263347842098764,[0.11 0.22 0.29],[3.44202875 3.44215003 3.69281942],
146,second point has a lot of air,DSM20219,B.longum,TG2022-SaturdaySunday,TG2022-SaturdaySunday,147.0,tbd,Jonas,,0.7529719373595408,yes,1.0,,-10.232559546062248,19.006107694792217,[0.113 0.244 0.352 0.442],[17.45539622 17.30149298 15.10343015 14.3864354 ],3.432980111406013,11.55392858795267,[0.113 0.244 0.352 0.442],[11.85825124 12.53269274 12.75749962 13.01863086],-2.59544862433675,8.053390752100663,[0.113 0.244 0.352 0.442],[7.89270493 7.22050718 7.09417367 7.01881586],-0.6654912991530967,0.4170586308521526,[0.113 0.244 0.352 0.442],[0.36041749 0.23761049 0.15251106 0.151715  ],11.268159649895452,-0.3235112091924674,[0.113 0.244 0.352 0.442],[0.98003737 2.38706897 3.6177848  4.69071578],,,,,8.662186059193647,1.2899722333838894,[0.113 0.244 0.352 0.442],[2.05505052 3.73742586 4.38589562 4.95169309],-13.337357767170781,15.491922269275685,[0.113 0.244 0.352 0.442],[15.10073012 10.45937134 10.62994926 10.42633957],17.0
38, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,ATCC8483,B.ovatus,yield_exp_1022_wtrp,yield_exp_1022_wtrp,97.0,epsilon_plus,Richa,,1.744413174046323,yes,1.0,,-4.60352118891206,20.020760850689754,[0.247 0.457 0.57 ],[18.84870039 18.0169694  17.33172677],3.428836782752194,13.34216860790592,[0.247 0.457 0.57 ],[14.13278802 15.07008469 15.19197117],-0.2801960002884362,7.356340144887754,[0.247 0.457 0.57 ],[7.23157548 7.38709295 7.0933823 ],1.390767611215205,0.584338586905459,[0.183 0.247 0.457 0.57 ],[0.85108725 0.89796219 1.26346122 1.3511921 ],,,,,-0.018054890497589703,0.030021926346813554,[0.183 0.247 0.457 0.57 ],[0.02956534 0.02244952 0.02091673 0.02085015],5.61370802681995,2.115850877929288,[0.247 0.457 0.57 ],[3.47222239 4.76768041 5.25951386],,,,,18.0
101,,ATCC8483,B.ovatus,yield_exp_1022_wotrp,yield_exp_1022_wotrp,102.0,epsilon_plus_noTryp,Richa,,0.6751466504956466,yes,1.0,,-13.274880585292184,21.186357690750505,[0.087 0.188 0.288 0.447],[19.84544435 18.80040924 17.60558017 15.08636761],12.3720091988285,10.47815083085708,[0.087 0.188 0.288 0.447],[11.71344979 12.68632597 13.87326565 16.13529119],0.3528687485878083,-0.3256114399445103,[0.087 0.188 0.288 0.447],[-0.30156629 -0.25976059 -0.2081229  -0.17659854],2.030606749157671,0.019388953342874785,[0.087 0.188 0.288 0.447],[0.22492317 0.38324125 0.56799516 0.95230904],,,,,-0.02718192694439401,0.05545475606623018,[0.188 0.288 0.447],[0.043957   0.05803125 0.0392871 ],20.113473377968305,-0.14397130418757423,[0.087 0.188 0.288 0.447],[1.90474538 3.42569111 5.3168767  9.0914097 ],10.260886123112806,2.9008541678068815,[0.087 0.188 0.288 0.447],[3.41132931 5.47481636 5.67087466 7.40989133],19.0
1,,ATCC8483,B.ovatus,yield_expt_090622_rerun_sep2nd,run3hplcrep,2.0,epsilon_plus,Richa,,0.4415439406326002,no,1.0,20220906,-5.907752566729236,19.38016340868294,[0.076 0.126 0.203 0.504],[18.76729223 18.51714889 18.56290471 16.30316072],3.9610442345999997,11.521977733731356,[0.076 0.126 0.203 0.504],[11.74752155 11.88296751 12.60684902 13.45116206],0.7651997850822354,7.010622981726508,[0.076 0.126 0.203 0.504],[7.03968713 7.03458463 7.29831201 7.36547476],0.8899027252921907,0.6193014898182764,[0.076 0.126 0.504],[0.64294733 0.78123436 1.06199411],0.7957986327566997,0.5132315214084938,[0.076 0.126 0.203],[0.58082954 0.60176319 0.67940028],0.06437589654782162,0.06000442063542344,[0.076 0.126 0.203 0.504],[0.06088212 0.06915476 0.07747681 0.09102168],1.973267467981614,1.774297722074327,[0.076 0.126 0.203 0.504],[1.97228175 1.97917854 2.16153918 2.77789155],-1.0595918908521964,9.058550377231649,[0.076 0.126 0.504],[9.07393794 8.81643788 8.53720344],
