time_min,step,intensity_mV
0.016667,1.0,-0.028625
0.033333,1.0,-0.029125
0.05,1.0,-0.029375
0.066667,1.0,-0.0295
0.083333,1.0,-0.030125
0.1,1.0,-0.029875
0.116667,1.0,-0.029875
0.133333,1.0,-0.02975
0.15,1.0,-0.03025
0.166667,1.0,-0.030125
0.183333,1.0,-0.029625
0.2,1.0,-0.029125
0.216667,1.0,-0.0285
0.233333,1.0,-0.02825
0.25,1.0,-0.028
0.266667,1.0,-0.027125
0.283333,1.0,-0.028
0.3,1.0,-0.030125
0.316667,1.0,-0.033875
0.333333,1.0,-0.03475
0.35,1.0,-0.03375
0.366667,1.0,-0.03
0.383333,1.0,-0.025375
0.4,1.0,-0.021125
0.416667,1.0,-0.01725
0.433333,1.0,-0.013625
0.45,1.0,-0.0115
0.466667,1.0,-0.009875
0.483333,1.0,-0.0095
0.5,1.0,-0.01025
0.516667,1.0,-0.01175
0.533333,1.0,-0.01325
0.55,1.0,-0.015375
0.566667,1.0,-0.016125
0.583333,1.0,-0.017375
0.6,1.0,-0.01825
0.616667,1.0,-0.01925
0.633333,1.0,-0.019875
0.65,1.0,-0.020875
0.666667,1.0,-0.0215
0.683333,1.0,-0.022625
0.7,1.0,-0.023
0.716667,1.0,-0.023375
0.733333,1.0,-0.024125
0.75,1.0,-0.025125
0.766667,1.0,-0.02625
0.783333,1.0,-0.0265
0.8,1.0,-0.026875
0.816667,1.0,-0.027875
0.833333,1.0,-0.028125
0.85,1.0,-0.02875
0.866667,1.0,-0.029125
0.883333,1.0,-0.03025
0.9,1.0,-0.03075
0.916667,1.0,-0.0315
0.933333,1.0,-0.03225
0.95,1.0,-0.03275
0.966667,1.0,-0.033
0.983333,1.0,-0.03325
1.0,1.0,-0.034
1.016667,1.0,-0.034375
1.033333,1.0,-0.035125
1.05,1.0,-0.035875
1.066667,1.0,-0.03575
1.083333,1.0,-0.037
1.1,1.0,-0.03725
1.116667,1.0,-0.03725
1.133333,1.0,-0.037875
1.15,1.0,-0.03775
1.166667,1.0,-0.037875
1.183333,1.0,-0.039
1.2,1.0,-0.039125
1.216667,1.0,-0.03975
1.233333,1.0,-0.040375
1.25,1.0,-0.041125
1.266667,1.0,-0.041375
1.283333,1.0,-0.041
1.3,1.0,-0.0415
1.316667,1.0,-0.042125
1.333333,1.0,-0.042125
1.35,1.0,-0.042125
1.366667,1.0,-0.042875
1.383333,1.0,-0.043625
1.4,1.0,-0.04425
1.416667,1.0,-0.044125
1.433333,1.0,-0.043875
1.45,1.0,-0.044625
1.466667,1.0,-0.045125
1.483333,1.0,-0.04525
1.5,1.0,-0.045625
1.516667,1.0,-0.046
1.533333,1.0,-0.04625
1.55,1.0,-0.047
1.566667,1.0,-0.047375
1.583333,1.0,-0.0475
1.6,1.0,-0.048875
1.616667,1.0,-0.049125
1.633333,1.0,-0.04925
1.65,1.0,-0.04925
1.666667,1.0,-0.048875
1.683333,1.0,-0.04875
1.7,1.0,-0.049
1.716667,1.0,-0.04975
1.733333,1.0,-0.05025
1.75,1.0,-0.05075
1.766667,1.0,-0.051375
1.783333,1.0,-0.052375
1.8,1.0,-0.052625
1.816667,1.0,-0.053
