,area,concentration
6,0.8439644310526102,3.0
6,7.566658400437433,20.0
6,1.5658431786351164,5.0
6,3.5344634029994038,10.0
6,4.183071977673851,12.0
6,2.6010914607227833,8.0
6,5.2171615198604355,15.0
7,0.13730972218194698,1.0
