,area,concentration
0,9.149319269446043,3.0
0,57.576911508962375,20.0
0,0.7746499170753619,0.1
0,14.962529597485586,5.0
0,30.312860879287147,10.0
0,31.997062048245787,12.0
0,23.966038030175103,8.0
0,44.95752945076345,15.0
0,3.0191333923227766,1.0
