time_min,step,intensity_mV
0.016667,1.0,-0.0095
0.033333,1.0,-0.010125
0.05,1.0,-0.01
0.066667,1.0,-0.010375
0.083333,1.0,-0.01025
0.1,1.0,-0.009875
0.116667,1.0,-0.009875
0.133333,1.0,-0.01
0.15,1.0,-0.010375
0.166667,1.0,-0.011125
0.183333,1.0,-0.011125
0.2,1.0,-0.010625
0.216667,1.0,-0.010125
0.233333,1.0,-0.009625
0.25,1.0,-0.01025
0.266667,1.0,-0.00975
0.283333,1.0,-0.01025
0.3,1.0,-0.01075
0.316667,1.0,-0.011875
0.333333,1.0,-0.013375
0.35,1.0,-0.012125
0.366667,1.0,-0.009375
0.383333,1.0,-0.006
0.4,1.0,-0.0025
0.416667,1.0,0.000375
0.433333,1.0,0.001
0.45,1.0,0.00075
0.466667,1.0,0.0
0.483333,1.0,-0.000625
0.5,1.0,-0.000625
0.516667,1.0,-0.00025
0.533333,1.0,-0.000125
0.55,1.0,-0.00025
0.566667,1.0,0.00025
0.583333,1.0,0.000375
0.6,1.0,0.001
0.616667,1.0,0.001
0.633333,1.0,0.00125
0.65,1.0,0.00275
0.666667,1.0,0.003625
0.683333,1.0,0.00425
0.7,1.0,0.004125
0.716667,1.0,0.00475
0.733333,1.0,0.005125
0.75,1.0,0.006375
0.766667,1.0,0.006875
0.783333,1.0,0.006875
0.8,1.0,0.008375
0.816667,1.0,0.008625
0.833333,1.0,0.009
0.85,1.0,0.00975
0.866667,1.0,0.010375
0.883333,1.0,0.010875
0.9,1.0,0.011125
0.916667,1.0,0.0115
0.933333,1.0,0.011875
0.95,1.0,0.012125
0.966667,1.0,0.012
0.983333,1.0,0.012
1.0,1.0,0.012
1.016667,1.0,0.012
1.033333,1.0,0.0125
1.05,1.0,0.0125
1.066667,1.0,0.01275
1.083333,1.0,0.01275
1.1,1.0,0.0125
1.116667,1.0,0.011625
1.133333,1.0,0.011625
1.15,1.0,0.0115
1.166667,1.0,0.01175
1.183333,1.0,0.010125
1.2,1.0,0.0095
1.216667,1.0,0.009
1.233333,1.0,0.008625
1.25,1.0,0.007625
1.266667,1.0,0.00775
1.283333,1.0,0.00675
1.3,1.0,0.006
1.316667,1.0,0.00525
1.333333,1.0,0.004625
1.35,1.0,0.0045
1.366667,1.0,0.003625
