time_min,step,intensity_mV
0.016667,1.0,-0.001125
0.033333,1.0,-0.000625
0.05,1.0,-0.0005
0.066667,1.0,-0.000375
0.083333,1.0,0.00025
0.1,1.0,0.000375
0.116667,1.0,0.000875
0.133333,1.0,0.001875
0.15,1.0,0.001625
0.166667,1.0,0.001625
0.183333,1.0,0.0025
0.2,1.0,0.00275
0.216667,1.0,0.00275
0.233333,1.0,0.0035
0.25,1.0,0.0035
0.266667,1.0,0.00375
0.283333,1.0,0.004125
0.3,1.0,0.00425
0.316667,1.0,0.004625
0.333333,1.0,0.004125
0.35,1.0,0.00375
0.366667,1.0,0.00425
0.383333,1.0,0.00525
0.4,1.0,0.006
0.416667,1.0,0.006625
0.433333,1.0,0.00575
0.45,1.0,0.0055
0.466667,1.0,0.00575
0.483333,1.0,0.005625
0.5,1.0,0.005375
0.516667,1.0,0.005625
0.533333,1.0,0.00475
0.55,1.0,0.0045
0.566667,1.0,0.004125
0.583333,1.0,0.003625
0.6,1.0,0.00375
0.616667,1.0,0.003375
0.633333,1.0,0.003125
0.65,1.0,0.002875
0.666667,1.0,0.002875
0.683333,1.0,0.002625
0.7,1.0,0.002125
0.716667,1.0,0.00225
0.733333,1.0,0.002
0.75,1.0,0.001625
0.766667,1.0,0.001375
0.783333,1.0,0.0015
0.8,1.0,0.00125
0.816667,1.0,0.000625
0.833333,1.0,0.0005
0.85,1.0,0.001
0.866667,1.0,0.00075
0.883333,1.0,0.000875
0.9,1.0,0.000875
0.916667,1.0,0.000375
0.933333,1.0,0.000375
0.95,1.0,0.0005
0.966667,1.0,0.00075
0.983333,1.0,0.0005
1.0,1.0,0.0005
1.016667,1.0,0.001125
1.033333,1.0,0.000875
1.05,1.0,0.000875
1.066667,1.0,0.000625
1.083333,1.0,0.000375
1.1,1.0,0.000625
1.116667,1.0,0.000625
1.133333,1.0,0.0005
1.15,1.0,0.000625
1.166667,1.0,0.00025
1.183333,1.0,0.00025
1.2,1.0,-0.000375
1.216667,1.0,-0.00075
1.233333,1.0,-0.00025
1.25,1.0,-0.000375
1.266667,1.0,-0.000375
1.283333,1.0,-0.0005
1.3,1.0,-0.00125
1.316667,1.0,-0.001875
1.333333,1.0,-0.0025
1.35,1.0,-0.00325
1.366667,1.0,-0.003375
1.383333,1.0,-0.00375
1.4,1.0,-0.003875
1.416667,1.0,-0.00425
1.433333,1.0,-0.004375
1.45,1.0,-0.004875
1.466667,1.0,-0.0055
1.483333,1.0,-0.006375
1.5,1.0,-0.006875
1.516667,1.0,-0.007875
1.533333,1.0,-0.008875
1.55,1.0,-0.009625
1.566667,1.0,-0.0105
1.583333,1.0,-0.011375
1.6,1.0,-0.012125
1.616667,1.0,-0.013125
1.633333,1.0,-0.013875
1.65,1.0,-0.01425
1.666667,1.0,-0.014875
1.683333,1.0,-0.015625
1.7,1.0,-0.015875
1.716667,1.0,-0.01675
1.733333,1.0,-0.017
1.75,1.0,-0.017625
1.766667,1.0,-0.01875
