time_min,step,intensity_mV
0.016667,1.0,-0.0425
0.033333,1.0,-0.043875
0.05,1.0,-0.044375
0.066667,1.0,-0.04475
0.083333,1.0,-0.045625
0.1,1.0,-0.046375
0.116667,1.0,-0.047875
0.133333,1.0,-0.048625
0.15,1.0,-0.049625
0.166667,1.0,-0.050375
0.183333,1.0,-0.0515
0.2,1.0,-0.052125
0.216667,1.0,-0.052375
0.233333,1.0,-0.052875
0.25,1.0,-0.05375
0.266667,1.0,-0.054
0.283333,1.0,-0.054375
0.3,1.0,-0.055625
0.316667,1.0,-0.057125
0.333333,1.0,-0.05875
0.35,1.0,-0.059625
0.366667,1.0,-0.05925
0.383333,1.0,-0.057625
0.4,1.0,-0.056375
0.416667,1.0,-0.056375
0.433333,1.0,-0.056625
0.45,1.0,-0.057625
0.466667,1.0,-0.05875
0.483333,1.0,-0.060125
0.5,1.0,-0.0605
0.516667,1.0,-0.06025
0.533333,1.0,-0.060625
0.55,1.0,-0.061625
0.566667,1.0,-0.062375
0.583333,1.0,-0.06175
0.6,1.0,-0.061625
0.616667,1.0,-0.061125
0.633333,1.0,-0.061
0.65,1.0,-0.060875
0.666667,1.0,-0.060375
0.683333,1.0,-0.060125
0.7,1.0,-0.06
0.716667,1.0,-0.06
0.733333,1.0,-0.0595
0.75,1.0,-0.059
0.766667,1.0,-0.059375
0.783333,1.0,-0.059125
0.8,1.0,-0.058125
0.816667,1.0,-0.057375
0.833333,1.0,-0.0565
0.85,1.0,-0.055875
0.866667,1.0,-0.0555
0.883333,1.0,-0.054875
0.9,1.0,-0.0545
0.916667,1.0,-0.054
0.933333,1.0,-0.05325
0.95,1.0,-0.05275
0.966667,1.0,-0.051875
0.983333,1.0,-0.051625
1.0,1.0,-0.050875
1.016667,1.0,-0.049625
1.033333,1.0,-0.049375
1.05,1.0,-0.04825
1.066667,1.0,-0.046875
1.083333,1.0,-0.046375
1.1,1.0,-0.04575
1.116667,1.0,-0.045
1.133333,1.0,-0.0445
1.15,1.0,-0.04425
1.166667,1.0,-0.04425
1.183333,1.0,-0.043625
1.2,1.0,-0.042375
1.216667,1.0,-0.04175
1.233333,1.0,-0.041875
1.25,1.0,-0.042
1.266667,1.0,-0.041875
1.283333,1.0,-0.042
1.3,1.0,-0.042375
1.316667,1.0,-0.0425
1.333333,1.0,-0.042625
1.35,1.0,-0.04225
1.366667,1.0,-0.042625
1.383333,1.0,-0.043
1.4,1.0,-0.0435
1.416667,1.0,-0.043625
1.433333,1.0,-0.044125
1.45,1.0,-0.044375
1.466667,1.0,-0.04575
1.483333,1.0,-0.0465
1.5,1.0,-0.047125
1.516667,1.0,-0.048375
1.533333,1.0,-0.0485
1.55,1.0,-0.049375
1.566667,1.0,-0.05
1.583333,1.0,-0.050625
1.6,1.0,-0.051375
1.616667,1.0,-0.051625
1.633333,1.0,-0.052125
1.65,1.0,-0.052375
1.666667,1.0,-0.05225
1.683333,1.0,-0.053375
1.7,1.0,-0.0545
1.716667,1.0,-0.055125
1.733333,1.0,-0.055875
1.75,1.0,-0.057
1.766667,1.0,-0.057875
1.783333,1.0,-0.058875
1.8,1.0,-0.059375
1.816667,1.0,-0.0595
1.833333,1.0,-0.059875
1.85,1.0,-0.060125
1.866667,1.0,-0.06125
1.883333,1.0,-0.06125
1.9,1.0,-0.0615
1.916667,1.0,-0.062375
1.933333,1.0,-0.062375
1.95,1.0,-0.0625
1.966667,1.0,-0.063
1.983333,1.0,-0.063625
2.0,1.0,-0.063625
2.016667,1.0,-0.06325
2.033333,1.0,-0.06325
2.05,1.0,-0.064
2.066667,1.0,-0.063875
2.083333,1.0,-0.06425
2.1,1.0,-0.06375
2.116667,1.0,-0.063
2.133333,1.0,-0.063375
2.15,1.0,-0.063125
2.166667,1.0,-0.063125
2.183333,1.0,-0.063375
2.2,1.0,-0.063375
2.216667,1.0,-0.063125
2.233333,1.0,-0.0625
2.25,1.0,-0.062125
2.266667,1.0,-0.062
2.283333,1.0,-0.061875
2.3,1.0,-0.06125
