,area,concentration
3,1.9227038077034897,3.0
3,14.124429759267066,20.0
3,0.20788108796770777,0.1
3,3.148109551215743,5.0
2,0.012563359553875829,0.5
3,6.538369786722336,10.0
3,7.825868848274462,12.0
3,5.085391588988907,8.0
3,9.722528026480788,15.0
4,0.6396813533436834,1.0
