,area,concentration
1,4.6885178615539544,3.0
1,33.05360800174865,20.0
1,0.6829876919036115,0.1
1,7.698349495014988,5.0
0,0.11170135536676619,0.5
1,15.519910799719785,10.0
1,18.50902788417663,12.0
1,12.273103625609156,8.0
1,23.00878312613927,15.0
1,1.5417286100830028,1.0
