,area,concentration
2,2.094678620663238,3.0
2,14.28279864289612,20.0
2,0.28558459859881685,0.1
2,3.459747001453115,5.0
1,0.029709519115569308,0.5
2,6.943702321076838,10.0
2,8.222979228113676,12.0
2,5.455940351925776,8.0
2,10.100410567769586,15.0
3,0.6584937085723578,1.0
