,area,concentration
5,0.7509022302744378,3.0
5,5.2044305180118675,20.0
5,0.045678488812312144,0.1
5,1.2288497415359958,5.0
5,2.5561643435989714,10.0
5,3.0123353851660815,12.0
5,1.9207144390090662,8.0
5,3.706827991142171,15.0
6,0.23600690545026545,1.0
