required,,,,,,,,,,not required
sample,foldername,peak_assignment,hplc_machine,peaks_manual,peaks_autofitting,background_substraction,setting_background_substraction,fitting_boundaries,time_window,notes
Rint_1_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_2_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_2_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_2_FP12,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_2_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_3_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_3_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_3_FP12,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_3_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_4_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_4_FP12,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_4_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_5_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_5_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Rint_6_FP14,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[21.75,20.9,23.1,27.2,28.2,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
