sample,study_name
PSM7J1A8,HMP_2019_ibdmdb
PSM7J17V,HMP_2019_ibdmdb
PSM7J17X,HMP_2019_ibdmdb
PSM7J17Z,HMP_2019_ibdmdb
PSM7J182,HMP_2019_ibdmdb
PSM7J184,HMP_2019_ibdmdb
PSM7J186,HMP_2019_ibdmdb
PSM7J15K,HMP_2019_ibdmdb
PSM7J15M,HMP_2019_ibdmdb
PSM7J15O,HMP_2019_ibdmdb
PSM7J15Q,HMP_2019_ibdmdb
PSM7J15S,HMP_2019_ibdmdb
PSM7J15U,HMP_2019_ibdmdb
PSMA265D,HMP_2019_ibdmdb
PSMA265F,HMP_2019_ibdmdb
PSMA265L,HMP_2019_ibdmdb
PSMA265J_TR,HMP_2019_ibdmdb
PSMA265J,HMP_2019_ibdmdb
PSMA265H,HMP_2019_ibdmdb
PSM7J1BJ,HMP_2019_ibdmdb
PSM7J1BL,HMP_2019_ibdmdb
PSM7J1BN_P,HMP_2019_ibdmdb
PSM7J1BP,HMP_2019_ibdmdb
PSM7J1BR,HMP_2019_ibdmdb
PSM7J12J,HMP_2019_ibdmdb
PSM7J12R,HMP_2019_ibdmdb
PSMA263M,HMP_2019_ibdmdb
PSMA263S,HMP_2019_ibdmdb
PSMA263U,HMP_2019_ibdmdb
PSMA263W,HMP_2019_ibdmdb
PSM7J1BV,HMP_2019_ibdmdb
PSM7J1BX,HMP_2019_ibdmdb
PSM7J1C2_P,HMP_2019_ibdmdb
PSM7J1C4,HMP_2019_ibdmdb
PSM7J12V,HMP_2019_ibdmdb
PSM7J12Z,HMP_2019_ibdmdb
PSMA264K,HMP_2019_ibdmdb
PSM7J1B3_P,HMP_2019_ibdmdb
PSM7J177,HMP_2019_ibdmdb
PSM7J179,HMP_2019_ibdmdb
PSM7J17B,HMP_2019_ibdmdb
PSM7J17D,HMP_2019_ibdmdb
PSM7J17F,HMP_2019_ibdmdb
PSM7J15W,HMP_2019_ibdmdb
PSM7J161,HMP_2019_ibdmdb
PSM7J163,HMP_2019_ibdmdb
PSMA2668,HMP_2019_ibdmdb
PSM7J13I,HMP_2019_ibdmdb
PSM7J13K,HMP_2019_ibdmdb
PSM7J13Q,HMP_2019_ibdmdb
PSM7J13M,HMP_2019_ibdmdb
PSMA2651_P,HMP_2019_ibdmdb
PSMA2653,HMP_2019_ibdmdb
PSMA2659,HMP_2019_ibdmdb
PSMA265B,HMP_2019_ibdmdb
PSMA267D,HMP_2019_ibdmdb
PSMA267F,HMP_2019_ibdmdb
PSMA267H,HMP_2019_ibdmdb
PSMA264O,HMP_2019_ibdmdb
PSMA264Q,HMP_2019_ibdmdb
PSMA264S,HMP_2019_ibdmdb
PSMA264U,HMP_2019_ibdmdb
PSMA264W,HMP_2019_ibdmdb
PSMA267J,HMP_2019_ibdmdb
PSMA267P,HMP_2019_ibdmdb
PSMA267R,HMP_2019_ibdmdb
PSMB4MBK,HMP_2019_ibdmdb
PSMB4MBI,HMP_2019_ibdmdb
PSMB4MC7,HMP_2019_ibdmdb
PSM7J4EF,HMP_2019_ibdmdb
PSMA266I,HMP_2019_ibdmdb
PSMA266M,HMP_2019_ibdmdb
PSMA266O,HMP_2019_ibdmdb
PSMA266Q,HMP_2019_ibdmdb
PSMA269G,HMP_2019_ibdmdb
PSMA269O,HMP_2019_ibdmdb
PSMB4MBS,HMP_2019_ibdmdb
PSMA265X,HMP_2019_ibdmdb
PSMA266U,HMP_2019_ibdmdb
PSMA266Y,HMP_2019_ibdmdb
PSMA2671,HMP_2019_ibdmdb
PSMA2675,HMP_2019_ibdmdb
PSMA269S,HMP_2019_ibdmdb
PSMA269W,HMP_2019_ibdmdb
PSMA26A1,HMP_2019_ibdmdb
PSMA26A3,HMP_2019_ibdmdb
PSMB4MC1,HMP_2019_ibdmdb
PSMB4MC3,HMP_2019_ibdmdb
PSMB4MC5,HMP_2019_ibdmdb
HMP2_J00825_M_ST_T0_B0_0120_ZN9YTFN-01_AC9387ANXX,HMP_2019_t2d
HMP2_J00825_M_ST_T0_B0_0120_ZN9YTFN-01_C8GAAANXX,HMP_2019_t2d
HMP2_J00825_M_ST_T0_B0_0120_ZN9YTFN-01_HA986ADXX,HMP_2019_t2d
HMP2_J00826_M_ST_T0_B0_0120_ZN9YTFN-1011_HA986ADXX,HMP_2019_t2d
HMP2_J00827_M_ST_T0_B0_0120_ZN9YTFN-1012_C8GAAANXX,HMP_2019_t2d
HMP2_J00827_M_ST_T0_B0_0120_ZN9YTFN-1012_HA986ADXX,HMP_2019_t2d
HMP2_J00828_M_ST_T0_B0_0120_ZN9YTFN-1013_C8GAAANXX,HMP_2019_t2d
HMP2_J00828_M_ST_T0_B0_0120_ZN9YTFN-1013_HA986ADXX,HMP_2019_t2d
HMP2_J00829_M_ST_T0_B0_0120_ZN9YTFN-1014_AC9387ANXX,HMP_2019_t2d
HMP2_J00829_M_ST_T0_B0_0120_ZN9YTFN-1014_C8GAAANXX,HMP_2019_t2d
HMP2_J00829_M_ST_T0_B0_0120_ZN9YTFN-1014_HA986ADXX,HMP_2019_t2d
HMP2_J00830_M_ST_T0_B0_0120_ZN9YTFN-1015_HA986ADXX,HMP_2019_t2d
HMP2_J00831_M_ST_T0_B0_0120_ZMGT937-01_C8GAAANXX,HMP_2019_t2d
HMP2_J00831_M_ST_T0_B0_0120_ZMGT937-01_HA986ADXX,HMP_2019_t2d
HMP2_J00832_M_ST_T0_B0_0120_ZMGT937-02_HA986ADXX,HMP_2019_t2d
HMP2_J00833_M_ST_T0_B0_0120_ZMGT937-1013_HA986ADXX,HMP_2019_t2d
HMP2_J00834_M_ST_T0_B0_0120_ZMGT937-1014_HA986ADXX,HMP_2019_t2d
HMP2_J00835_M_ST_T0_B0_0120_ZLZQMEV-01_HA986ADXX,HMP_2019_t2d
HMP2_J00836_M_ST_T0_B0_0120_ZLZQMEV-03_HA986ADXX,HMP_2019_t2d
HMP2_J00837_M_ST_T0_B0_0120_ZLZQMEV-1012_C93B2ANXX,HMP_2019_t2d
HMP2_J00839_M_ST_T0_B0_0120_ZLZQMEV-1015_C93B2ANXX,HMP_2019_t2d
HMP2_J00839_M_ST_T0_B0_0120_ZLZQMEV-1015_HA986ADXX,HMP_2019_t2d
HMP2_J00840_M_ST_T0_B0_0120_ZLZNCLZ-01_HA986ADXX,HMP_2019_t2d
HMP2_J00841_M_ST_T0_B0_0120_ZLZNCLZ-1013_AC9387ANXX,HMP_2019_t2d
HMP2_J00841_M_ST_T0_B0_0120_ZLZNCLZ-1013_C8GAAANXX,HMP_2019_t2d
HMP2_J00841_M_ST_T0_B0_0120_ZLZNCLZ-1013_HA986ADXX,HMP_2019_t2d
HMP2_J00842_M_ST_T0_B0_0120_ZLYEM2C-01_HA986ADXX,HMP_2019_t2d
HMP2_J00843_M_ST_T0_B0_0120_ZLYEM2C-03_HA986ADXX,HMP_2019_t2d
HMP2_J00844_M_ST_T0_B0_0120_ZLYEM2C-1011_C8GAAANXX,HMP_2019_t2d
HMP2_J00844_M_ST_T0_B0_0120_ZLYEM2C-1011_HA986ADXX,HMP_2019_t2d
HMP2_J00845_M_ST_T0_B0_0120_ZLGD9M0-05_AC9387ANXX,HMP_2019_t2d
HMP2_J00845_M_ST_T0_B0_0120_ZLGD9M0-05_C8GAAANXX,HMP_2019_t2d
HMP2_J00845_M_ST_T0_B0_0120_ZLGD9M0-05_HA986ADXX,HMP_2019_t2d
HMP2_J00846_M_ST_T0_B0_0120_ZLGD9M0-07_HA986ADXX,HMP_2019_t2d
HMP2_J00847_M_ST_T0_B0_0120_ZLGD9M0-1012_C8GAAANXX,HMP_2019_t2d
HMP2_J00847_M_ST_T0_B0_0120_ZLGD9M0-1012_HA986ADXX,HMP_2019_t2d
HMP2_J00849_M_ST_T0_B0_0120_ZLGD9M0-1014_HA986ADXX,HMP_2019_t2d
HMP2_J00850_M_ST_T0_B0_0120_ZL9BTWF-03_HA986ADXX,HMP_2019_t2d
HMP2_J00851_M_ST_T0_B0_0120_ZL9BTWF-04_HA986ADXX,HMP_2019_t2d
HMP2_J00852_M_ST_T0_B0_0120_ZL9BTWF-05_HA986ADXX,HMP_2019_t2d
HMP2_J00853_M_ST_T0_B0_0120_ZL9BTWF-06_AC9387ANXX,HMP_2019_t2d
HMP2_J00853_M_ST_T0_B0_0120_ZL9BTWF-06_C8GAAANXX,HMP_2019_t2d
HMP2_J00853_M_ST_T0_B0_0120_ZL9BTWF-06_HA986ADXX,HMP_2019_t2d
HMP2_J00854_M_ST_T0_B0_0120_ZL9BTWF-1012_HA986ADXX,HMP_2019_t2d
HMP2_J00855_M_ST_T0_B0_0120_ZL9BTWF-1013_HA986ADXX,HMP_2019_t2d
HMP2_J00856_M_ST_T0_B0_0120_ZKVR426-01_C8GAAANXX,HMP_2019_t2d
HMP2_J00856_M_ST_T0_B0_0120_ZKVR426-01_HA986ADXX,HMP_2019_t2d
HMP2_J00857_M_ST_T0_B0_0120_ZKVR426-02_C8GAAANXX,HMP_2019_t2d
HMP2_J00857_M_ST_T0_B0_0120_ZKVR426-02_HA986ADXX,HMP_2019_t2d
HMP2_J00858_M_ST_T0_B0_0120_ZKVR426-03_C8GAAANXX,HMP_2019_t2d
HMP2_J00858_M_ST_T0_B0_0120_ZKVR426-03_HA986ADXX,HMP_2019_t2d
HMP2_J00859_M_ST_T0_B0_0120_ZKVR426-04_AC9387ANXX,HMP_2019_t2d
HMP2_J00859_M_ST_T0_B0_0120_ZKVR426-04_C8GAAANXX,HMP_2019_t2d
HMP2_J00859_M_ST_T0_B0_0120_ZKVR426-04_HA986ADXX,HMP_2019_t2d
HMP2_J00860_M_ST_T0_B0_0120_ZKVR426-06_C8GAAANXX,HMP_2019_t2d
HMP2_J00860_M_ST_T0_B0_0120_ZKVR426-06_HA986ADXX,HMP_2019_t2d
HMP2_J00861_M_ST_T0_B0_0120_ZKVR426-1012_AC9387ANXX,HMP_2019_t2d
HMP2_J00861_M_ST_T0_B0_0120_ZKVR426-1012_C8GAAANXX,HMP_2019_t2d
HMP2_J00861_M_ST_T0_B0_0120_ZKVR426-1012_HA986ADXX,HMP_2019_t2d
HMP2_J00862_M_ST_T0_B0_0120_ZKVR426-1013_C8GAAANXX,HMP_2019_t2d
HMP2_J00862_M_ST_T0_B0_0120_ZKVR426-1013_HA986ADXX,HMP_2019_t2d
HMP2_J00863_M_ST_T0_B0_0120_ZKVR426-1014_AC9387ANXX,HMP_2019_t2d
HMP2_J00863_M_ST_T0_B0_0120_ZKVR426-1014_C8GAAANXX,HMP_2019_t2d
HMP2_J00863_M_ST_T0_B0_0120_ZKVR426-1014_HA986ADXX,HMP_2019_t2d
HMP2_J00864_M_ST_T0_B0_0120_ZKVR426-1015_HA986ADXX,HMP_2019_t2d
HMP2_J00872_M_ST_T0_B0_0120_ZN0JE53-01_HA986ADXX,HMP_2019_t2d
HMP2_J00873_M_ST_T0_B0_0120_ZN0JE53-02_C8GAAANXX,HMP_2019_t2d
HMP2_J00873_M_ST_T0_B0_0120_ZN0JE53-02_HA986ADXX,HMP_2019_t2d
HMP2_J00874_M_ST_T0_B0_0120_ZN0JE53-03_HA986ADXX,HMP_2019_t2d
HMP2_J00875_M_ST_T0_B0_0120_ZMBVNFM-01_C8GAAANXX,HMP_2019_t2d
HMP2_J00875_M_ST_T0_B0_0120_ZMBVNFM-01_HA986ADXX,HMP_2019_t2d
HMP2_J00876_M_ST_T0_B0_0120_ZMBVNFM-02_C8GAAANXX,HMP_2019_t2d
HMP2_J00876_M_ST_T0_B0_0120_ZMBVNFM-02_HA986ADXX,HMP_2019_t2d
HMP2_J00877_M_ST_T0_B0_0120_ZMBVNFM-03_C8GAAANXX,HMP_2019_t2d
HMP2_J00877_M_ST_T0_B0_0120_ZMBVNFM-03_HA986ADXX,HMP_2019_t2d
HMP2_J00878_M_ST_T0_B0_0120_ZMBVNFM-04_AC9387ANXX,HMP_2019_t2d
HMP2_J00878_M_ST_T0_B0_0120_ZMBVNFM-04_HA986ADXX,HMP_2019_t2d
HMP2_J00879_M_ST_T0_B0_0120_ZMBH10Z-01_AC9387ANXX,HMP_2019_t2d
HMP2_J00879_M_ST_T0_B0_0120_ZMBH10Z-01_C8GAAANXX,HMP_2019_t2d
HMP2_J00879_M_ST_T0_B0_0120_ZMBH10Z-01_HA986ADXX,HMP_2019_t2d
HMP2_J00880_M_ST_T0_B0_0120_ZMBH10Z-02_AC9387ANXX,HMP_2019_t2d
HMP2_J00880_M_ST_T0_B0_0120_ZMBH10Z-02_C8GAAANXX,HMP_2019_t2d
HMP2_J00880_M_ST_T0_B0_0120_ZMBH10Z-02_HA986ADXX,HMP_2019_t2d
HMP2_J00881_M_ST_T0_B0_0120_ZMBH10Z-03_C8GAAANXX,HMP_2019_t2d
HMP2_J00881_M_ST_T0_B0_0120_ZMBH10Z-03_HA986ADXX,HMP_2019_t2d
HMP2_J00882_M_ST_T0_B0_0120_ZM7JY3G-01_HA986ADXX,HMP_2019_t2d
HMP2_J00883_M_ST_T0_B0_0120_ZM7JY3G-02_HA986ADXX,HMP_2019_t2d
HMP2_J00884_M_ST_T0_B0_0120_ZM7JY3G-04_C8GAAANXX,HMP_2019_t2d
HMP2_J00884_M_ST_T0_B0_0120_ZM7JY3G-04_HA986ADXX,HMP_2019_t2d
HMP2_J00885_M_ST_T0_B0_0120_ZKFV71L-01_AC9387ANXX,HMP_2019_t2d
HMP2_J00885_M_ST_T0_B0_0120_ZKFV71L-01_C8GAAANXX,HMP_2019_t2d
HMP2_J00885_M_ST_T0_B0_0120_ZKFV71L-01_HA986ADXX,HMP_2019_t2d
HMP2_J00886_M_ST_T0_B0_0120_ZKFV71L-02_C8GAAANXX,HMP_2019_t2d
HMP2_J00886_M_ST_T0_B0_0120_ZKFV71L-02_HA986ADXX,HMP_2019_t2d
HMP2_J00887_M_ST_T0_B0_0120_ZKFV71L-04_C8GAAANXX,HMP_2019_t2d
HMP2_J00887_M_ST_T0_B0_0120_ZKFV71L-04_HA986ADXX,HMP_2019_t2d
HMP2_J00888_M_ST_T0_B0_0120_ZK4CK8Y-02_AC9387ANXX,HMP_2019_t2d
HMP2_J00888_M_ST_T0_B0_0120_ZK4CK8Y-02_C8GAAANXX,HMP_2019_t2d
HMP2_J00888_M_ST_T0_B0_0120_ZK4CK8Y-02_HA986ADXX,HMP_2019_t2d
HMP2_J00889_M_ST_T0_B0_0120_ZK4CK8Y-03_C8GAAANXX,HMP_2019_t2d
HMP2_J00889_M_ST_T0_B0_0120_ZK4CK8Y-03_HA986ADXX,HMP_2019_t2d
HMP2_J00890_M_ST_T0_B0_0120_ZK4CK8Y-04_C8GAAANXX,HMP_2019_t2d
HMP2_J00890_M_ST_T0_B0_0120_ZK4CK8Y-04_HA986ADXX,HMP_2019_t2d
HMP2_J00891_M_ST_T0_B0_0120_ZJTKAE3-01_C8GAAANXX,HMP_2019_t2d
HMP2_J00891_M_ST_T0_B0_0120_ZJTKAE3-01_HA986ADXX,HMP_2019_t2d
HMP2_J00892_M_ST_T0_B0_0120_ZJTKAE3-02_HA986ADXX,HMP_2019_t2d
HMP2_J00893_M_ST_T0_B0_0120_ZJTKAE3-04_HA986ADXX,HMP_2019_t2d
HMP2_J00894_M_ST_T0_B0_0120_ZN9YTFN-1015X_HA986ADXX,HMP_2019_t2d
HMP2_J00895_M_ST_T0_B0_0120_ZL9BTWF-05X_HA986ADXX,HMP_2019_t2d
HMP2_J00896_M_ST_T0_B0_0120_ZLZQMEV-01X_HA986ADXX,HMP_2019_t2d
HMP2_J05379_M_ST_T0_B0_0120_ZOZOW1T-44_H15WVBG,HMP_2019_t2d
HMP2_J05379_M_ST_T0_B0_0120_ZOZOW1T-44_HB5LAADX,HMP_2019_t2d
HMP2_J05381_M_ST_T0_B0_0120_ZOZOW1T-48b_H15WVBG,HMP_2019_t2d
HMP2_J05381_M_ST_T0_B0_0120_ZOZOW1T-48b_HB5LAADX,HMP_2019_t2d
HMP2_J05383_M_ST_T0_B0_0120_ZOZOW1T-49_HB5LAADX,HMP_2019_t2d
HMP2_J05387_M_ST_T0_B0_0120_ZOZOW1T-54b_H15WVBG,HMP_2019_t2d
HMP2_J05387_M_ST_T0_B0_0120_ZOZOW1T-54b_HB5LAADX,HMP_2019_t2d
HMP2_J05389_M_ST_T0_B0_0120_ZOZOW1T-54_HB5LAADX,HMP_2019_t2d
HMP2_J05391_M_ST_T0_B0_0120_ZOZOW1T-55_H15WVBG,HMP_2019_t2d
HMP2_J05391_M_ST_T0_B0_0120_ZOZOW1T-55_HB5LAADX,HMP_2019_t2d
HMP2_J05393_M_ST_T0_B0_0120_ZOZOW1T-56_HB5LAADX,HMP_2019_t2d
HMP2_J05403_M_ST_T0_B0_0120_ZN9YTFN-03_HBB8WADXX,HMP_2019_t2d
HMP2_J05404_M_ST_T0_B0_0120_ZN9YTFN-03_C8GAAANXX,HMP_2019_t2d
HMP2_J05409_M_ST_T0_B0_0120_ZMBH10Z-04_C8GAAANXX,HMP_2019_t2d
HMP2_J05418_M_ST_T0_B0_0120_ZLZNCLZ-03_C934HANXX,HMP_2019_t2d
HMP2_J05418_M_ST_T0_B0_0120_ZLZNCLZ-03_HBB8WADXX,HMP_2019_t2d
HMP2_J05420_M_ST_T0_B0_0120_ZLZNCLZ-1011_C8GAAANXX,HMP_2019_t2d
HMP2_J05420_M_ST_T0_B0_0120_ZLZNCLZ-1011_HBB8WADXX,HMP_2019_t2d
HMP2_J05422_M_ST_T0_B0_0120_ZLZNCLZ-1012_C8GAAANXX,HMP_2019_t2d
HMP2_J05422_M_ST_T0_B0_0120_ZLZNCLZ-1012_HBB8WADXX,HMP_2019_t2d
HMP2_J05437_M_ST_T0_B0_0120_ZL9BTWF-07_H15WVBG,HMP_2019_t2d
HMP2_J05437_M_ST_T0_B0_0120_ZL9BTWF-07_HB5LAADX,HMP_2019_t2d
HMP2_J05446_M_ST_T0_B0_0120_ZKFV71L-05_HBB8WADXX,HMP_2019_t2d
HMP2_J05447_M_ST_T0_B0_0120_ZK4CK8Y-01_C8GAAANXX,HMP_2019_t2d
HMP2_J05447_M_ST_T0_B0_0120_ZK4CK8Y-01_HBB8WADXX,HMP_2019_t2d
HMP2_J08149_M_ST_T0_B0_0120_ZOZOW1T-83_HCG2MBGXX_S2,HMP_2019_t2d
HMP2_J08150_M_ST_T0_B0_0120_ZOZOW1T-6011_HCG2MBGXX_S3,HMP_2019_t2d
HMP2_J08151_M_ST_T0_B0_0120_ZOZOW1T-6011.1_HCG2MBGXX_S4,HMP_2019_t2d
HMP2_J08152_M_ST_T0_B0_0120_ZOZOW1T-6011.2_HCG2MBGXX_S5,HMP_2019_t2d
HMP2_J08153_M_ST_T0_B0_0120_ZOZOW1T-6012_HCG2MBGXX_S6,HMP_2019_t2d
HMP2_J08154_M_ST_T0_B0_0120_ZOZOW1T-6012.1_HCG2MBGXX_S7,HMP_2019_t2d
HMP2_J08155_M_ST_T0_B0_0120_ZOZOW1T-6012.2_HCG2MBGXX_S8,HMP_2019_t2d
HMP2_J08156_M_ST_T0_B0_0120_ZOZOW1T-6013_HCG2MBGXX_S9,HMP_2019_t2d
HMP2_J08157_M_ST_T0_B0_0120_ZOZOW1T-6013A_HCG2MBGXX_S10,HMP_2019_t2d
HMP2_J08158_M_ST_T0_B0_0120_ZOZOW1T-6014_HCG2MBGXX_S11,HMP_2019_t2d
HMP2_J08159_M_ST_T0_B0_0120_ZOZOW1T-6015_HCG2MBGXX_S12,HMP_2019_t2d
HMP2_J08160_M_ST_T0_B0_0120_ZOZOW1T-6015.1_HCG2MBGXX_S13,HMP_2019_t2d
HMP2_J08161_M_ST_T0_B0_0120_ZOZOW1T-6015.2A_HCG2MBGXX_S14,HMP_2019_t2d
HMP2_J08162_M_ST_T0_B0_0120_ZOZOW1T-6015.2B_HCG2MBGXX_S15,HMP_2019_t2d
HMP2_J08163_M_ST_T0_B0_0120_ZOZOW1T-6016_HCG2MBGXX_S16,HMP_2019_t2d
HMP2_J08164_M_ST_T0_B0_0120_ZOZOW1T-6016.1_HCG2MBGXX_S17,HMP_2019_t2d
HMP2_J08165_M_ST_T0_B0_0120_ZOZOW1T-6016.2_HCG2MBGXX_S18,HMP_2019_t2d
HMP2_J08166_M_ST_T0_B0_0120_ZOZOW1T-6016.3_HCG2MBGXX_S19,HMP_2019_t2d
HMP2_J08167_M_ST_T0_B0_0120_ZVNCGHM-02_HCG2MBGXX_S20,HMP_2019_t2d
HMP2_J08168_M_ST_T0_B0_0120_ZVNCGHM-6012_HCG2MBGXX_S21,HMP_2019_t2d
HMP2_J08169_M_ST_T0_B0_0120_ZVNCGHM-6013_HCG2MBGXX_S22,HMP_2019_t2d
HMP2_J08170_M_ST_T0_B0_0120_ZVNCGHM-6014_HCG2MBGXX_S23,HMP_2019_t2d
HMP2_J08171_M_ST_T0_B0_0120_ZVNCGHM-6015_HCG2MBGXX_S24,HMP_2019_t2d
HMP2_J08172_M_ST_T0_B0_0120_ZVNCGHM-6016_HCG2MBGXX_S25,HMP_2019_t2d
HMP2_J09104_M_ST_T0_B0_0120_ZM7JY3G-05_C8GAAANXX,HMP_2019_t2d
HMP2_J09104_M_ST_T0_B0_0120_ZM7JY3G-05_H7FHFBGXX_S36,HMP_2019_t2d
HMP2_J09105_M_ST_T0_B0_0120_ZM7JY3G-07_C8GAAANXX,HMP_2019_t2d
HMP2_J09105_M_ST_T0_B0_0120_ZM7JY3G-07_H7FHFBGXX_S37,HMP_2019_t2d
HMP2_J09110_M_ST_T0_B0_0120_ZKVR426-07-AL1_C8GAAANXX,HMP_2019_t2d
HMP2_J09110_M_ST_T0_B0_0120_ZKVR426-07-AL1_H7FHFBGXX_S42,HMP_2019_t2d
HMP2_J09111_M_ST_T0_B0_0120_ZKFV71L-05X_C8GAAANXX,HMP_2019_t2d
HMP2_J09111_M_ST_T0_B0_0120_ZKFV71L-05X_H7FHFBGXX_S43,HMP_2019_t2d
HMP2_J09112_M_ST_T0_B0_0120_ZK4CK8Y-05_C8GAAANXX,HMP_2019_t2d
HMP2_J09112_M_ST_T0_B0_0120_ZK4CK8Y-05_H7FHFBGXX_S44,HMP_2019_t2d
HMP2_J09113_M_ST_T0_B0_0120_ZK4CK8Y-06_C8GAAANXX,HMP_2019_t2d
HMP2_J09113_M_ST_T0_B0_0120_ZK4CK8Y-06_H7FHFBGXX_S45,HMP_2019_t2d
HMP2_J09115_M_ST_T0_B0_0120_ZLGD9M0-08_C93B2ANXX,HMP_2019_t2d
HMP2_J09116_M_ST_T0_B0_0120_ZLGD9M0-09_C93B2ANXX,HMP_2019_t2d
HMP2_J09117_M_ST_T0_B0_0120_ZL9BTWF-09_C93B2ANXX,HMP_2019_t2d
HMP2_J09118_M_ST_T0_B0_0120_ZL9BTWF-1022_C93B2ANXX,HMP_2019_t2d
HMP2_J09120_M_ST_T0_B0_0120_ZL9BTWF-1024_C93B2ANXX,HMP_2019_t2d
HMP2_J09121_M_ST_T0_B0_0120_ZL9BTWF-1025_C93B2ANXX,HMP_2019_t2d
HMP2_J09130_M_ST_T0_B0_0120_ZMGT937-04_C93B2ANXX,HMP_2019_t2d
HMP2_J09131_M_ST_T0_B0_0120_ZMGT937-05_C93B2ANXX,HMP_2019_t2d
HMP2_J09132_M_ST_T0_B0_0120_ZMGT937-1011_C93B2ANXX,HMP_2019_t2d
HMP2_J09133_M_ST_T0_B0_0120_ZMGT937-1012_C93B2ANXX,HMP_2019_t2d
HMP2_J09149_M_ST_T0_B0_0120_ZLZNCLZ-1021_C93B2ANXX,HMP_2019_t2d
HMP2_J09150_M_ST_T0_B0_0120_ZLZNCLZ-1023_C93B2ANXX,HMP_2019_t2d
HMP2_J09152_M_ST_T0_B0_0120_ZYHHR4Z-01_C93B2ANXX,HMP_2019_t2d
HMP2_J09153_M_ST_T0_B0_0120_ZYHHR4Z-02_C93B2ANXX_J43964,HMP_2019_t2d
HMP2_J09153_M_ST_T0_B0_0120_ZYHHR4Z-02_C93B2ANXX_J43965,HMP_2019_t2d
HMP2_J09155_M_ST_T0_B0_0120_ZYHHR4Z-1024_C93B2ANXX,HMP_2019_t2d
HMP2_J15231_M_ST_T0_B0_0120_ZY7IW45-02_BHLVVGADXX,HMP_2019_t2d
HMP2_J15231_M_ST_T0_B0_0120_ZY7IW45-02_C8GAAANXX,HMP_2019_t2d
HMP2_J15231_M_ST_T0_B0_0120_ZY7IW45-02_GES15-03627,HMP_2019_t2d
HMP2_J15232_M_ST_T0_B0_0120_ZY7IW45-03_BHLVVGADXX,HMP_2019_t2d
HMP2_J15232_M_ST_T0_B0_0120_ZY7IW45-03_GES15-03628,HMP_2019_t2d
HMP2_J15233_M_ST_T0_B0_0120_ZY7IW45-04_BHLVVGADXX,HMP_2019_t2d
HMP2_J15233_M_ST_T0_B0_0120_ZY7IW45-04_GES15-03629,HMP_2019_t2d
HMP2_J15234_M_ST_T0_B0_0120_ZWCZHHY-01_BHLVVGADXX,HMP_2019_t2d
HMP2_J15234_M_ST_T0_B0_0120_ZWCZHHY-01_GES15-03630,HMP_2019_t2d
HMP2_J15235_M_ST_T0_B0_0120_ZWCZHHY-02_BHLVVGADXX,HMP_2019_t2d
HMP2_J15235_M_ST_T0_B0_0120_ZWCZHHY-02_GES15-03631,HMP_2019_t2d
HMP2_J15236_M_ST_T0_B0_0120_ZWCZHHY-03_BHLVVGADXX,HMP_2019_t2d
HMP2_J15236_M_ST_T0_B0_0120_ZWCZHHY-03_GES15-03632,HMP_2019_t2d
HMP2_J15237_M_ST_T0_B0_0120_ZW61YGW-01_BHLVVGADXX,HMP_2019_t2d
HMP2_J15237_M_ST_T0_B0_0120_ZW61YGW-01_C8GAAANXX,HMP_2019_t2d
HMP2_J15237_M_ST_T0_B0_0120_ZW61YGW-01_GES15-03633,HMP_2019_t2d
HMP2_J15238_M_ST_T0_B0_0120_ZW61YGW-02_BHLVVGADXX,HMP_2019_t2d
HMP2_J15238_M_ST_T0_B0_0120_ZW61YGW-02_C8GAAANXX,HMP_2019_t2d
HMP2_J15238_M_ST_T0_B0_0120_ZW61YGW-02_GES15-03634,HMP_2019_t2d
HMP2_J15239_M_ST_T0_B0_0120_ZW61YGW-03_BHLVVGADXX,HMP_2019_t2d
HMP2_J15239_M_ST_T0_B0_0120_ZW61YGW-03_GES15-03635,HMP_2019_t2d
HMP2_J15240_M_ST_T0_B0_0120_ZYXQKWY-01_BHLVVGADXX,HMP_2019_t2d
HMP2_J15240_M_ST_T0_B0_0120_ZYXQKWY-01_GES15-03636,HMP_2019_t2d
HMP2_J15241_M_ST_T0_B0_0120_ZYXQKWY-02_BHLVVGADXX,HMP_2019_t2d
HMP2_J15241_M_ST_T0_B0_0120_ZYXQKWY-02_GES15-03637,HMP_2019_t2d
HMP2_J15242_M_ST_T0_B0_0120_ZYXQKWY-03_BHLVVGADXX,HMP_2019_t2d
HMP2_J15242_M_ST_T0_B0_0120_ZYXQKWY-03_GES15-03638,HMP_2019_t2d
HMP2_J15243_M_ST_T0_B0_0120_ZVM4N7A-01_HMNVCBGXX_S19,HMP_2019_t2d
HMP2_J15244_M_ST_T0_B0_0120_ZVM4N7A-02_BHLVVGADXX,HMP_2019_t2d
HMP2_J15244_M_ST_T0_B0_0120_ZVM4N7A-02_GES15-03639,HMP_2019_t2d
HMP2_J15245_M_ST_T0_B0_0120_ZVGW5FI-01_BHLVVGADXX,HMP_2019_t2d
HMP2_J15245_M_ST_T0_B0_0120_ZVGW5FI-01_GES15-03640,HMP_2019_t2d
HMP2_J15246_M_ST_T0_B0_0120_ZVGW5FI-02_BHLVVGADXX,HMP_2019_t2d
HMP2_J15246_M_ST_T0_B0_0120_ZVGW5FI-02_GES15-03641,HMP_2019_t2d
