sample,study_name
SID13241014_SF06,MehtaRS_2018
SID13241014_SF07,MehtaRS_2018
SID13241014_SF08,MehtaRS_2018
SID13448277_SF07,MehtaRS_2018
SID13448277_SF08,MehtaRS_2018
SID13512031_SF05,MehtaRS_2018
SID13512031_SF06,MehtaRS_2018
SID13512031_SF07,MehtaRS_2018
SID13512031_SF08,MehtaRS_2018
SID13515870_SF05,MehtaRS_2018
SID13515870_SF06,MehtaRS_2018
SID13530241_SF05,MehtaRS_2018
SID13530241_SF06,MehtaRS_2018
SID13530241_SF07,MehtaRS_2018
SID13530241_SF08,MehtaRS_2018
SID13551775_SF05,MehtaRS_2018
SID13551775_SF07,MehtaRS_2018
SID13551775_SF08,MehtaRS_2018
SID13572279_SF05,MehtaRS_2018
SID13572279_SF06,MehtaRS_2018
SID13572279_SF07,MehtaRS_2018
SID13572279_SF08,MehtaRS_2018
SID13750586_SF05,MehtaRS_2018
SID13750586_SF06,MehtaRS_2018
SID13750586_SF07,MehtaRS_2018
SID13750586_SF08,MehtaRS_2018
SID13787854_SF07,MehtaRS_2018
SID13787854_SF08,MehtaRS_2018
SID13948544_SF05,MehtaRS_2018
SID13948544_SF06,MehtaRS_2018
SID13980738_SF08,MehtaRS_2018
SID14040721_SF05,MehtaRS_2018
SID14040721_SF06,MehtaRS_2018
SID14040721_SF07,MehtaRS_2018
SID14040721_SF08,MehtaRS_2018
SID14056552_SF05,MehtaRS_2018
SID14056552_SF06,MehtaRS_2018
SID14056552_SF07,MehtaRS_2018
SID14056552_SF08,MehtaRS_2018
SID14093668_SF07,MehtaRS_2018
SID14093668_SF08,MehtaRS_2018
SID14143026_SF07,MehtaRS_2018
SID14143026_SF08,MehtaRS_2018
SID14175675_SF05,MehtaRS_2018
SID14175675_SF06,MehtaRS_2018
SID14175675_SF07,MehtaRS_2018
SID14175675_SF08,MehtaRS_2018
SID14315964_SF05,MehtaRS_2018
SID14315964_SF06,MehtaRS_2018
SID14315964_SF07,MehtaRS_2018
SID14315964_SF08,MehtaRS_2018
SID14390583_SF05,MehtaRS_2018
SID14390583_SF06,MehtaRS_2018
SID14390583_SF07,MehtaRS_2018
SID14390583_SF08,MehtaRS_2018
SID14494311_SF05,MehtaRS_2018
SID14494311_SF06,MehtaRS_2018
SID14494311_SF07,MehtaRS_2018
SID14494311_SF08,MehtaRS_2018
SID14561280_SF05,MehtaRS_2018
SID14561280_SF06,MehtaRS_2018
SID14561280_SF07,MehtaRS_2018
SID14561280_SF08,MehtaRS_2018
SID14581506_SF05,MehtaRS_2018
SID14581506_SF06,MehtaRS_2018
SID14583928_SF05,MehtaRS_2018
SID14583928_SF06,MehtaRS_2018
SID14590405_SF05,MehtaRS_2018
SID14590405_SF06,MehtaRS_2018
SID14590405_SF07,MehtaRS_2018
SID14590405_SF08,MehtaRS_2018
SID14804704_SF07,MehtaRS_2018
SID14804704_SF08,MehtaRS_2018
SID14835627_SF05,MehtaRS_2018
SID14835627_SF06,MehtaRS_2018
SID14911186_SF05,MehtaRS_2018
SID14911186_SF06,MehtaRS_2018
SID14948866_SF07,MehtaRS_2018
SID14948866_SF08,MehtaRS_2018
SID14952019_SF05,MehtaRS_2018
SID14952019_SF06,MehtaRS_2018
SID14952019_SF07,MehtaRS_2018
SID14952019_SF08,MehtaRS_2018
SID15066469_SF05,MehtaRS_2018
SID15066469_SF06,MehtaRS_2018
SID15066469_SF07,MehtaRS_2018
SID15066469_SF08,MehtaRS_2018
SID15074981_SF05,MehtaRS_2018
SID15074981_SF06,MehtaRS_2018
SID15074981_SF07,MehtaRS_2018
SID15074981_SF08,MehtaRS_2018
SID15127457_SF05,MehtaRS_2018
SID15127457_SF06,MehtaRS_2018
SID15401240_SF05,MehtaRS_2018
SID15401240_SF06,MehtaRS_2018
SID15487950_SF05,MehtaRS_2018
SID15487950_SF06,MehtaRS_2018
SID15487950_SF07,MehtaRS_2018
SID15487950_SF08,MehtaRS_2018
SID15586956_SF05,MehtaRS_2018
SID15586956_SF06,MehtaRS_2018
SID15586956_SF07,MehtaRS_2018
SID15586956_SF08,MehtaRS_2018
SID15673945_SF06,MehtaRS_2018
SID15717213_SF05,MehtaRS_2018
SID15717213_SF06,MehtaRS_2018
SID15717213_SF07,MehtaRS_2018
SID15717213_SF08,MehtaRS_2018
SID15717522_SF07,MehtaRS_2018
SID15717522_SF08,MehtaRS_2018
SID15721911_SF07,MehtaRS_2018
SID15721911_SF08,MehtaRS_2018
SID15752525_SF07,MehtaRS_2018
SID15752525_SF08,MehtaRS_2018
SID15785561_SF05,MehtaRS_2018
SID15785561_SF06,MehtaRS_2018
SID15785561_SF07,MehtaRS_2018
SID15785561_SF08,MehtaRS_2018
SID15892873_SF07,MehtaRS_2018
SID15892873_SF08,MehtaRS_2018
SID16020939_SF05,MehtaRS_2018
SID16020939_SF06,MehtaRS_2018
SID16020939_SF07,MehtaRS_2018
SID16020939_SF08,MehtaRS_2018
SID16041443_SF07,MehtaRS_2018
SID16041443_SF08,MehtaRS_2018
SID16063055_SF07,MehtaRS_2018
SID16063055_SF08,MehtaRS_2018
SID16068286_SF05,MehtaRS_2018
SID16068286_SF06,MehtaRS_2018
SID16068286_SF07,MehtaRS_2018
SID16068286_SF08,MehtaRS_2018
SID16097411_SF07,MehtaRS_2018
SID16097411_SF08,MehtaRS_2018
SID16204040_SF05,MehtaRS_2018
SID16204040_SF06,MehtaRS_2018
SID16240769_SF05,MehtaRS_2018
SID16240769_SF06,MehtaRS_2018
SID16240769_SF07,MehtaRS_2018
SID16240769_SF08,MehtaRS_2018
SID16396439_SF05,MehtaRS_2018
SID16396439_SF06,MehtaRS_2018
SID16485541_SF05,MehtaRS_2018
SID16485541_SF07,MehtaRS_2018
SID16485541_SF08,MehtaRS_2018
SID16545524_SF05,MehtaRS_2018
SID16545524_SF06,MehtaRS_2018
SID16545524_SF07,MehtaRS_2018
SID16545524_SF08,MehtaRS_2018
SID16577761_SF05,MehtaRS_2018
SID16577761_SF06,MehtaRS_2018
SID16662328_SF05,MehtaRS_2018
SID16662328_SF06,MehtaRS_2018
SID16662328_SF07,MehtaRS_2018
SID16662328_SF08,MehtaRS_2018
SID16846459_SF07,MehtaRS_2018
SID16846459_SF08,MehtaRS_2018
SID16853657_SF05,MehtaRS_2018
SID16853657_SF06,MehtaRS_2018
SID16853657_SF07,MehtaRS_2018
SID16853657_SF08,MehtaRS_2018
SID16863149_SF05,MehtaRS_2018
SID16863149_SF06,MehtaRS_2018
SID16863149_SF07,MehtaRS_2018
SID16863149_SF08,MehtaRS_2018
SID16913125_SF05,MehtaRS_2018
SID16913125_SF06,MehtaRS_2018
SID16913125_SF07,MehtaRS_2018
SID16913125_SF08,MehtaRS_2018
SID16935973_SF05,MehtaRS_2018
SID16935973_SF06,MehtaRS_2018
SID16935973_SF07,MehtaRS_2018
SID16935973_SF08,MehtaRS_2018
SID16960763_SF07,MehtaRS_2018
SID16960763_SF08,MehtaRS_2018
SID16969917_SF07,MehtaRS_2018
SID16969917_SF08,MehtaRS_2018
SID17086721_SF05,MehtaRS_2018
SID17086721_SF06,MehtaRS_2018
SID17086721_SF07,MehtaRS_2018
SID17086721_SF08,MehtaRS_2018
SID17090904_SF07,MehtaRS_2018
SID17090904_SF08,MehtaRS_2018
SID17101027_SF07,MehtaRS_2018
SID17101027_SF08,MehtaRS_2018
SID17143477_SF05,MehtaRS_2018
SID17143477_SF06,MehtaRS_2018
SID17143477_SF07,MehtaRS_2018
SID17143477_SF08,MehtaRS_2018
SID17208485_SF07,MehtaRS_2018
SID17208485_SF08,MehtaRS_2018
SID17230157_SF07,MehtaRS_2018
SID17230157_SF08,MehtaRS_2018
SID17259943_SF07,MehtaRS_2018
SID17259943_SF08,MehtaRS_2018
SID17353203_SF07,MehtaRS_2018
SID17353203_SF08,MehtaRS_2018
SID17404802_SF05,MehtaRS_2018
SID17404802_SF06,MehtaRS_2018
SID17404802_SF07,MehtaRS_2018
SID17404802_SF08,MehtaRS_2018
SID17437941_SF05,MehtaRS_2018
SID17437941_SF06,MehtaRS_2018
SID17437941_SF07,MehtaRS_2018
SID17437941_SF08,MehtaRS_2018
SID17453111_SF07,MehtaRS_2018
SID17453111_SF08,MehtaRS_2018
SID17671755_SF07,MehtaRS_2018
SID17671755_SF08,MehtaRS_2018
SID17675569_SF05,MehtaRS_2018
SID17675569_SF06,MehtaRS_2018
SID17675569_SF07,MehtaRS_2018
SID17675569_SF08,MehtaRS_2018
SID17838578_SF07,MehtaRS_2018
SID17838578_SF08,MehtaRS_2018
SID17841344_SF07,MehtaRS_2018
SID17841344_SF08,MehtaRS_2018
SID17885707_SF07,MehtaRS_2018
SID17885707_SF08,MehtaRS_2018
SID17907460_SF05,MehtaRS_2018
SID17907460_SF06,MehtaRS_2018
SID17907460_SF07,MehtaRS_2018
SID17907460_SF08,MehtaRS_2018
SID17997838_SF07,MehtaRS_2018
SID18033060_SF05,MehtaRS_2018
SID18033060_SF06,MehtaRS_2018
SID18075722_SF05,MehtaRS_2018
SID18075722_SF06,MehtaRS_2018
SID18075722_SF07,MehtaRS_2018
SID18075722_SF08,MehtaRS_2018
SID18131061_SF05,MehtaRS_2018
SID18131061_SF06,MehtaRS_2018
SID18131061_SF07,MehtaRS_2018
SID18131061_SF08,MehtaRS_2018
SID18168329_SF05,MehtaRS_2018
SID18168329_SF06,MehtaRS_2018
SID18184323_SF05,MehtaRS_2018
SID18184323_SF07,MehtaRS_2018
SID18184323_SF08,MehtaRS_2018
SID18197551_SF05,MehtaRS_2018
SID18197551_SF06,MehtaRS_2018
SID18293645_SF05,MehtaRS_2018
SID18293645_SF06,MehtaRS_2018
SID18346018_SF05,MehtaRS_2018
SID18346018_SF06,MehtaRS_2018
SID18346018_SF07,MehtaRS_2018
SID18346018_SF08,MehtaRS_2018
SID18425216_SF05,MehtaRS_2018
SID18425216_SF07,MehtaRS_2018
SID18425216_SF08,MehtaRS_2018
SID18445642_SF07,MehtaRS_2018
SID18445642_SF08,MehtaRS_2018
SID18552130_SF05,MehtaRS_2018
SID18552130_SF06,MehtaRS_2018
SID18552130_SF07,MehtaRS_2018
SID18552130_SF08,MehtaRS_2018
SID18628150_SF05,MehtaRS_2018
SID18628150_SF06,MehtaRS_2018
SID18628150_SF07,MehtaRS_2018
SID18628150_SF08,MehtaRS_2018
SID18706034_SF05,MehtaRS_2018
SID18706034_SF06,MehtaRS_2018
SID18706034_SF07,MehtaRS_2018
SID18706034_SF08,MehtaRS_2018
SID18746474_SF07,MehtaRS_2018
SID18746474_SF08,MehtaRS_2018
SID18747685_SF07,MehtaRS_2018
SID18747685_SF08,MehtaRS_2018
SID18754574_SF05,MehtaRS_2018
SID18754574_SF06,MehtaRS_2018
SID18754574_SF07,MehtaRS_2018
SID18754574_SF08,MehtaRS_2018
SID18817057_SF05,MehtaRS_2018
SID18817057_SF06,MehtaRS_2018
SID18912764_SF05,MehtaRS_2018
SID18912764_SF06,MehtaRS_2018
SID18912764_SF07,MehtaRS_2018
SID18912764_SF08,MehtaRS_2018
SID19061811_SF05,MehtaRS_2018
SID19061811_SF06,MehtaRS_2018
SID19061811_SF07,MehtaRS_2018
SID19061811_SF08,MehtaRS_2018
SID19113791_SF05,MehtaRS_2018
SID19113791_SF06,MehtaRS_2018
SID19113791_SF07,MehtaRS_2018
SID19113791_SF08,MehtaRS_2018
SID19123701_SF06,MehtaRS_2018
SID19123701_SF07,MehtaRS_2018
SID19123701_SF08,MehtaRS_2018
SID19145210_SF05,MehtaRS_2018
SID19145210_SF06,MehtaRS_2018
SID19145210_SF07,MehtaRS_2018
SID19145210_SF08,MehtaRS_2018
SID19251414_SF05,MehtaRS_2018
SID19251414_SF06,MehtaRS_2018
SID19251414_SF07,MehtaRS_2018
SID19251414_SF08,MehtaRS_2018
SID19258449_SF07,MehtaRS_2018
SID19258449_SF08,MehtaRS_2018
SID19272639_SF05,MehtaRS_2018
SID19272639_SF06,MehtaRS_2018
SID19272639_SF07,MehtaRS_2018
SID19272639_SF08,MehtaRS_2018
SID19383868_SF05,MehtaRS_2018
SID19383868_SF06,MehtaRS_2018
SID19383868_SF07,MehtaRS_2018
SID19383868_SF08,MehtaRS_2018
SID19400493_SF07,MehtaRS_2018
SID19400493_SF08,MehtaRS_2018
SID19401504_SF05,MehtaRS_2018
SID19401504_SF06,MehtaRS_2018
SID19401504_SF07,MehtaRS_2018
SID19401504_SF08,MehtaRS_2018
SID19412825_SF05,MehtaRS_2018
SID19412825_SF06,MehtaRS_2018
SID19464870_SF07,MehtaRS_2018
SID19464870_SF08,MehtaRS_2018
SID19498608_SF05,MehtaRS_2018
SID19498608_SF06,MehtaRS_2018
SID19498608_SF07,MehtaRS_2018
SID19498608_SF08,MehtaRS_2018
SID19517140_SF05,MehtaRS_2018
SID19517140_SF06,MehtaRS_2018
SID19517140_SF07,MehtaRS_2018
SID19517140_SF08,MehtaRS_2018
SID19702233_SF05,MehtaRS_2018
SID19702233_SF06,MehtaRS_2018
SID19702233_SF07,MehtaRS_2018
SID19702233_SF08,MehtaRS_2018
SID19745900_SF05,MehtaRS_2018
SID19745900_SF06,MehtaRS_2018
SID19745900_SF07,MehtaRS_2018
SID19745900_SF08,MehtaRS_2018
SID19831054_SF05,MehtaRS_2018
SID19831054_SF06,MehtaRS_2018
SID19831054_SF07,MehtaRS_2018
SID19831054_SF08,MehtaRS_2018
SID19919818_SF05,MehtaRS_2018
SID19919818_SF07,MehtaRS_2018
SID19919818_SF08,MehtaRS_2018
SID19966838_SF05,MehtaRS_2018
SID19966838_SF06,MehtaRS_2018
SID19966838_SF07,MehtaRS_2018
SID19966838_SF08,MehtaRS_2018
SID20006270_SF07,MehtaRS_2018
SID20006270_SF08,MehtaRS_2018
SID20029305_SF07,MehtaRS_2018
SID20029305_SF08,MehtaRS_2018
SID20037920_SF05,MehtaRS_2018
SID20037920_SF06,MehtaRS_2018
SID20037920_SF07,MehtaRS_2018
SID20037920_SF08,MehtaRS_2018
SID20069333_SF05,MehtaRS_2018
SID20069333_SF06,MehtaRS_2018
SID20069333_SF07,MehtaRS_2018
SID20069333_SF08,MehtaRS_2018
SID20127924_SF05,MehtaRS_2018
SID20127924_SF07,MehtaRS_2018
SID20127924_SF08,MehtaRS_2018
SID20192124_SF07,MehtaRS_2018
SID20192124_SF08,MehtaRS_2018
SID20192639_SF05,MehtaRS_2018
SID20192639_SF06,MehtaRS_2018
SID20192639_SF07,MehtaRS_2018
SID20192639_SF08,MehtaRS_2018
SID20208617_SF07,MehtaRS_2018
SID20208617_SF08,MehtaRS_2018
SID20215088_SF05,MehtaRS_2018
SID20215088_SF06,MehtaRS_2018
SID20215088_SF08,MehtaRS_2018
SID20269046_SF05,MehtaRS_2018
SID20269046_SF06,MehtaRS_2018
SID20269046_SF07,MehtaRS_2018
SID20269046_SF08,MehtaRS_2018
SID30026822_SF05,MehtaRS_2018
SID30026822_SF06,MehtaRS_2018
SID30095454_SF05,MehtaRS_2018
SID30095454_SF06,MehtaRS_2018
SID30095454_SF07,MehtaRS_2018
SID30095454_SF08,MehtaRS_2018
SID30144631_SF07,MehtaRS_2018
SID30144631_SF08,MehtaRS_2018
SID30201181_SF05,MehtaRS_2018
SID30201181_SF06,MehtaRS_2018
SID30293054_SF05,MehtaRS_2018
SID30293054_SF06,MehtaRS_2018
SID30293054_SF07,MehtaRS_2018
SID30293054_SF08,MehtaRS_2018
SID30374571_SF05,MehtaRS_2018
SID30374571_SF06,MehtaRS_2018
SID30399513_SF05,MehtaRS_2018
SID30399513_SF06,MehtaRS_2018
SID30538791_SF05,MehtaRS_2018
SID30538791_SF06,MehtaRS_2018
SID30538791_SF07,MehtaRS_2018
SID30538791_SF08,MehtaRS_2018
SID30575913_SF05,MehtaRS_2018
SID30575913_SF06,MehtaRS_2018
SID30575913_SF07,MehtaRS_2018
SID30575913_SF08,MehtaRS_2018
SID30589734_SF05,MehtaRS_2018
SID30589734_SF06,MehtaRS_2018
SID30594510_SF07,MehtaRS_2018
SID30594510_SF08,MehtaRS_2018
SID30629079_SF05,MehtaRS_2018
SID30629079_SF06,MehtaRS_2018
SID30629079_SF07,MehtaRS_2018
SID30629079_SF08,MehtaRS_2018
SID30733891_SF05,MehtaRS_2018
SID30733891_SF06,MehtaRS_2018
SID30733891_SF07,MehtaRS_2018
SID30733891_SF08,MehtaRS_2018
SID30756617_SF05,MehtaRS_2018
SID30756617_SF06,MehtaRS_2018
SID30756617_SF07,MehtaRS_2018
SID30756617_SF08,MehtaRS_2018
SID30820571_SF07,MehtaRS_2018
SID30820571_SF08,MehtaRS_2018
SID30826086_SF05,MehtaRS_2018
SID30826086_SF06,MehtaRS_2018
SID30826086_SF07,MehtaRS_2018
SID30826086_SF08,MehtaRS_2018
SID30843812_SF07,MehtaRS_2018
SID30843812_SF08,MehtaRS_2018
SID30920067_SF07,MehtaRS_2018
SID30920067_SF08,MehtaRS_2018
SID30931909_SF07,MehtaRS_2018
SID30931909_SF08,MehtaRS_2018
SID30960822_SF05,MehtaRS_2018
SID30960822_SF06,MehtaRS_2018
SID30969970_SF05,MehtaRS_2018
SID30969970_SF06,MehtaRS_2018
SID30969970_SF07,MehtaRS_2018
SID30969970_SF08,MehtaRS_2018
SID30973226_SF07,MehtaRS_2018
SID40006207_SF05,MehtaRS_2018
SID40006207_SF06,MehtaRS_2018
SID40006207_SF07,MehtaRS_2018
SID40006207_SF08,MehtaRS_2018
SID40048760_SF05,MehtaRS_2018
SID40048760_SF06,MehtaRS_2018
SID40048760_SF07,MehtaRS_2018
SID40048760_SF08,MehtaRS_2018
SID40053948_SF07,MehtaRS_2018
SID40053948_SF08,MehtaRS_2018
SID40067975_SF05,MehtaRS_2018
SID40067975_SF06,MehtaRS_2018
SID40164662_SF05,MehtaRS_2018
SID40164662_SF06,MehtaRS_2018
SID40164662_SF07,MehtaRS_2018
SID40179385_SF05,MehtaRS_2018
SID40179385_SF06,MehtaRS_2018
SID40179385_SF07,MehtaRS_2018
SID40179385_SF08,MehtaRS_2018
SID40262354_SF05,MehtaRS_2018
SID40262354_SF06,MehtaRS_2018
SID40262354_SF07,MehtaRS_2018
SID40262354_SF08,MehtaRS_2018
SID40279396_SF07,MehtaRS_2018
SID40279396_SF08,MehtaRS_2018
SID40322749_SF05,MehtaRS_2018
SID40322749_SF06,MehtaRS_2018
SID40322749_SF07,MehtaRS_2018
SID40322749_SF08,MehtaRS_2018
SID40344567_SF07,MehtaRS_2018
SID40344567_SF08,MehtaRS_2018
SID40382585_SF05,MehtaRS_2018
SID40382585_SF06,MehtaRS_2018
SID40406457_SF07,MehtaRS_2018
SID40406457_SF08,MehtaRS_2018
SID40476924_SF05,MehtaRS_2018
SID40476924_SF06,MehtaRS_2018
SID40476924_SF07,MehtaRS_2018
SID40476924_SF08,MehtaRS_2018
SID40531258_SF05,MehtaRS_2018
SID40531258_SF06,MehtaRS_2018
SID40531258_SF07,MehtaRS_2018
SID40531258_SF08,MehtaRS_2018
SID40550164_SF05,MehtaRS_2018
SID40550164_SF06,MehtaRS_2018
SID40550164_SF07,MehtaRS_2018
SID40550164_SF08,MehtaRS_2018
SID40572400_SF07,MehtaRS_2018
SID40572400_SF08,MehtaRS_2018
SID40647106_SF07,MehtaRS_2018
SID40647106_SF08,MehtaRS_2018
SID40700151_SF05,MehtaRS_2018
SID40700151_SF06,MehtaRS_2018
SID40700151_SF07,MehtaRS_2018
SID40700151_SF08,MehtaRS_2018
SID40741705_SF05,MehtaRS_2018
SID40741705_SF07,MehtaRS_2018
SID40741705_SF08,MehtaRS_2018
SID40792230_SF05,MehtaRS_2018
SID40792230_SF06,MehtaRS_2018
SID40908322_SF05,MehtaRS_2018
SID40908322_SF07,MehtaRS_2018
SID40908322_SF08,MehtaRS_2018
SID40913201_SF05,MehtaRS_2018
SID40913201_SF06,MehtaRS_2018
SID40913201_SF07,MehtaRS_2018
SID40913201_SF08,MehtaRS_2018
SID40930194_SF05,MehtaRS_2018
SID40930194_SF06,MehtaRS_2018
SID40930194_SF07,MehtaRS_2018
SID40930194_SF08,MehtaRS_2018
SID50144974_SF05,MehtaRS_2018
SID50144974_SF06,MehtaRS_2018
SID50144974_SF07,MehtaRS_2018
SID50144974_SF08,MehtaRS_2018
SID50176181_SF05,MehtaRS_2018
SID50176181_SF06,MehtaRS_2018
SID50176181_SF07,MehtaRS_2018
SID50176181_SF08,MehtaRS_2018
SID50211022_F011,MehtaRS_2018
SID50211022_SF05,MehtaRS_2018
SID50211022_SF06,MehtaRS_2018
SID50211022_SF07,MehtaRS_2018
SID50241352_SF07,MehtaRS_2018
SID50241352_SF08,MehtaRS_2018
SID50253678_SF05,MehtaRS_2018
SID50253678_SF06,MehtaRS_2018
SID50253678_SF07,MehtaRS_2018
SID50253678_SF08,MehtaRS_2018
SID50279110_F018,MehtaRS_2018
SID50279110_SF07,MehtaRS_2018
SID50304865_SF05,MehtaRS_2018
SID50304865_SF06,MehtaRS_2018
SID50340152_SF07,MehtaRS_2018
SID50340152_SF08,MehtaRS_2018
SID50466110_SF05,MehtaRS_2018
SID50466110_SF06,MehtaRS_2018
SID50466110_SF07,MehtaRS_2018
SID50466110_SF08,MehtaRS_2018
SID50492523_SF05,MehtaRS_2018
SID50492523_SF06,MehtaRS_2018
SID50492523_SF07,MehtaRS_2018
SID50492523_SF08,MehtaRS_2018
SID50507078_SF07,MehtaRS_2018
SID50507078_SF08,MehtaRS_2018
SID50530888_SF05,MehtaRS_2018
SID50530888_SF06,MehtaRS_2018
SID50530888_SF07,MehtaRS_2018
SID50530888_SF08,MehtaRS_2018
SID50635518_SF05,MehtaRS_2018
SID50635518_SF06,MehtaRS_2018
SID50635518_SF07,MehtaRS_2018
SID50635518_SF08,MehtaRS_2018
SID50682950_SF05,MehtaRS_2018
SID50682950_SF06,MehtaRS_2018
SID50682950_SF07,MehtaRS_2018
SID50682950_SF08,MehtaRS_2018
SID50694555_SF05,MehtaRS_2018
SID50694555_SF06,MehtaRS_2018
SID50694555_SF07,MehtaRS_2018
SID50694555_SF08,MehtaRS_2018
SID50708626_SF05,MehtaRS_2018
SID50708626_SF06,MehtaRS_2018
SID50708626_SF07,MehtaRS_2018
SID50708626_SF08,MehtaRS_2018
SID50724929_SF05,MehtaRS_2018
SID50724929_SF06,MehtaRS_2018
SID50724929_SF07,MehtaRS_2018
SID50724929_SF08,MehtaRS_2018
SID50745639_SF05,MehtaRS_2018
SID50745639_SF06,MehtaRS_2018
SID50745639_SF07,MehtaRS_2018
SID50745639_SF08,MehtaRS_2018
SID50747443_SF05,MehtaRS_2018
SID50747443_SF06,MehtaRS_2018
SID50850323_SF05,MehtaRS_2018
SID50850323_SF06,MehtaRS_2018
SID51006340_SF05,MehtaRS_2018
SID51006340_SF06,MehtaRS_2018
SID51006340_SF07,MehtaRS_2018
SID51006340_SF08,MehtaRS_2018
SID60097006_SF05,MehtaRS_2018
SID60097006_SF06,MehtaRS_2018
SID60097006_SF07,MehtaRS_2018
SID60097006_SF08,MehtaRS_2018
SID60101845_SF07,MehtaRS_2018
SID60101845_SF08,MehtaRS_2018
SID60148502_SF05,MehtaRS_2018
SID60148502_SF06,MehtaRS_2018
SID60148502_SF07,MehtaRS_2018
SID60148502_SF08,MehtaRS_2018
SID60187319_SF07,MehtaRS_2018
SID60187319_SF08,MehtaRS_2018
SID60200027_SF05,MehtaRS_2018
SID60200027_SF06,MehtaRS_2018
SID60200027_SF07,MehtaRS_2018
SID60200027_SF08,MehtaRS_2018
SID60238506_SF05,MehtaRS_2018
SID60238506_SF06,MehtaRS_2018
SID60238506_SF07,MehtaRS_2018
SID60238506_SF08,MehtaRS_2018
SID60338620_SF05,MehtaRS_2018
SID60338620_SF06,MehtaRS_2018
SID60338620_SF07,MehtaRS_2018
SID60338620_SF08,MehtaRS_2018
SID60478041_SF07,MehtaRS_2018
SID60514917_SF07,MehtaRS_2018
SID60514917_SF08,MehtaRS_2018
SID70005253_SF05,MehtaRS_2018
SID70005253_SF06,MehtaRS_2018
SID70005253_SF07,MehtaRS_2018
SID70005253_SF08,MehtaRS_2018
SID70053072_SF05,MehtaRS_2018
SID70053072_SF06,MehtaRS_2018
SID70053072_SF07,MehtaRS_2018
SID70053072_SF08,MehtaRS_2018
SID70059005_SF05,MehtaRS_2018
SID70059005_SF06,MehtaRS_2018
SID70059005_SF07,MehtaRS_2018
SID70059005_SF08,MehtaRS_2018
SID70111148_SF07,MehtaRS_2018
SID70111148_SF08,MehtaRS_2018
SID70234503_SF07,MehtaRS_2018
SID70234503_SF08,MehtaRS_2018
SID70312587_SF05,MehtaRS_2018
SID70312587_SF06,MehtaRS_2018
SID70312587_SF07,MehtaRS_2018
SID70324089_SF05,MehtaRS_2018
SID70324089_SF06,MehtaRS_2018
SID70488374_SF05,MehtaRS_2018
SID70488374_SF06,MehtaRS_2018
SID70488374_SF07,MehtaRS_2018
SID70488374_SF08,MehtaRS_2018
SID70510290_SF07,MehtaRS_2018
SID70510290_SF08,MehtaRS_2018
SID70572554_SF05,MehtaRS_2018
SID70572554_SF06,MehtaRS_2018
SID70572554_SF07,MehtaRS_2018
SID70572554_SF08,MehtaRS_2018
SID70596794_SF07,MehtaRS_2018
SID70596794_SF08,MehtaRS_2018
SID70608855_SF05,MehtaRS_2018
SID70608855_SF06,MehtaRS_2018
SID70608855_SF07,MehtaRS_2018
SID70608855_SF08,MehtaRS_2018
SID70615435_SF07,MehtaRS_2018
SID70615435_SF08,MehtaRS_2018
SID70616749_SF05,MehtaRS_2018
SID70616749_SF06,MehtaRS_2018
SID70616749_SF07,MehtaRS_2018
SID70616749_SF08,MehtaRS_2018
SID70636351_SF05,MehtaRS_2018
SID70636351_SF06,MehtaRS_2018
SID70636351_SF07,MehtaRS_2018
SID70636351_SF08,MehtaRS_2018
SID70802023_SF05,MehtaRS_2018
SID70802023_SF06,MehtaRS_2018
SID70802023_SF07,MehtaRS_2018
SID70802023_SF08,MehtaRS_2018
SID70838280_SF05,MehtaRS_2018
SID70838280_SF06,MehtaRS_2018
SID70863791_SF05,MehtaRS_2018
SID70863791_SF06,MehtaRS_2018
SID70863791_SF07,MehtaRS_2018
SID70863791_SF08,MehtaRS_2018
SID70995736_SF05,MehtaRS_2018
SID70995736_SF06,MehtaRS_2018
SID70995736_SF07,MehtaRS_2018
SID70995736_SF08,MehtaRS_2018
SID71022162_SF05,MehtaRS_2018
SID71022162_SF06,MehtaRS_2018
SID71022162_SF07,MehtaRS_2018
SID71022162_SF08,MehtaRS_2018
SID71041789_SF05,MehtaRS_2018
SID71041789_SF06,MehtaRS_2018
SID71191223_SF05,MehtaRS_2018
SID71191223_SF06,MehtaRS_2018
SID71318945_SF05,MehtaRS_2018
SID71382449_SF05,MehtaRS_2018
SID71382449_SF06,MehtaRS_2018
SID71382449_SF07,MehtaRS_2018
SID71382449_SF08,MehtaRS_2018
SID71429144_SF05,MehtaRS_2018
SID71429144_SF06,MehtaRS_2018
SID71429144_SF07,MehtaRS_2018
SID71429144_SF08,MehtaRS_2018
SID71448977_SF05,MehtaRS_2018
SID71448977_SF06,MehtaRS_2018
SID71448977_SF07,MehtaRS_2018
SID71448977_SF08,MehtaRS_2018
SID71474566_SF05,MehtaRS_2018
SID71474566_SF06,MehtaRS_2018
SID71492982_SF05,MehtaRS_2018
SID71492982_SF06,MehtaRS_2018
SID71492982_SF07,MehtaRS_2018
SID71492982_SF08,MehtaRS_2018
SID71634045_SF05,MehtaRS_2018
SID71634045_SF06,MehtaRS_2018
SID71634045_SF07,MehtaRS_2018
SID71634045_SF08,MehtaRS_2018
SID71645778_SF05,MehtaRS_2018
SID71645778_SF06,MehtaRS_2018
SID71645778_SF07,MehtaRS_2018
SID71645778_SF08,MehtaRS_2018
