,culture,growth-rate,y0,glucose-turnover,glucose_error,glucose_val,acetate-turnover,acetate_error,acetate_val,propionate-turnover,propionate_error,propionate_val,succinate-turnover,succinate_error,succinate_val,ethanol-turnover,ethanol_error,ethanol_val,lactate-turnover,lactate_error,lactate_val,butyrate-turnover,butyrate_error,butyrate_val,formate-turnover,formate_error,formate_val,maltose-turnover,maltose_error,maltose_val,growthcurve_time,growthcurve_OD
0,B.theta08,0.6225551761831375,0.08690313633419709,-6.317641024180963,0.08512354044333931,"[[0.147, 0.305, 0.39, 0.48], [16.304273660947963, 15.382610284772518, 14.708212115498753, 14.23777952631751]]",4.302130158653009,0.15427056742284911,"[[0.147, 0.305, 0.39, 0.48], [10.103952710766627, 10.870702450380946, 11.28295181648049, 11.498239231256022]]",2.469646857376439,0.24475924200022836,"[[0.147, 0.305, 0.39, 0.48], [5.890011543755288, 6.43581571681684, 6.641034948615291, 6.678887530692464]]",1.713138831057072,0.054536543359688536,"[[0.147, 0.305, 0.39, 0.48], [0.49622634080204436, 0.6866280190262227, 0.9425878032445837, 1.041042154941342]]",,,"[[0.147, 0.39], [-1.203039050799821, -1.2008577795448756]]",0.37222148088430457,0.00381880650078847,"[[0.147, 0.305, 0.39, 0.48], [0.9144203625758955, 0.9979355134229445, 1.0188939509397144, 1.0370025021574287]]",,,"[[], []]",2.4932922630306056,0.5750203126385847,"[[0.147, 0.305, 0.39, 0.48], [0.6984106382293893, 1.1041288892182868, 1.5614699276850355, 1.4283263219181372]]",-0.15119343780683311,0.005039704714368997,"[[0.147, 0.305, 0.39, 0.48], [2.4933600322226273, 2.500197301813869, 2.466914766142611, 2.444156241156908]]","[0.0, 0.716666667, 1.666666667, 2.033333333, 2.25, 2.466666667, nan, nan, nan, nan]","[0.09, 0.129, 0.248, 0.313, 0.333, 0.423, nan, nan, nan, nan]"
