time_min,step,intensity_mV
0.016667,1.0,-0.088125
0.033333,1.0,-0.090125
0.05,1.0,-0.092875
0.066667,1.0,-0.09475
0.083333,1.0,-0.0965
0.1,1.0,-0.09775
0.116667,1.0,-0.100125
0.133333,1.0,-0.102125
0.15,1.0,-0.103625
0.166667,1.0,-0.105125
0.183333,1.0,-0.106625
0.2,1.0,-0.108125
0.216667,1.0,-0.108625
0.233333,1.0,-0.1095
0.25,1.0,-0.11025
0.266667,1.0,-0.111125
0.283333,1.0,-0.113625
0.3,1.0,-0.117
0.316667,1.0,-0.1215
0.333333,1.0,-0.124
0.35,1.0,-0.12375
0.366667,1.0,-0.121
0.383333,1.0,-0.118125
0.4,1.0,-0.114875
0.416667,1.0,-0.112125
0.433333,1.0,-0.1095
0.45,1.0,-0.107375
0.466667,1.0,-0.107
0.483333,1.0,-0.108
0.5,1.0,-0.109375
0.516667,1.0,-0.111625
0.533333,1.0,-0.114
0.55,1.0,-0.1155
0.566667,1.0,-0.11725
0.583333,1.0,-0.11875
0.6,1.0,-0.11975
0.616667,1.0,-0.120625
0.633333,1.0,-0.12175
0.65,1.0,-0.12275
0.666667,1.0,-0.1235
0.683333,1.0,-0.123625
0.7,1.0,-0.124375
0.716667,1.0,-0.12425
0.733333,1.0,-0.124375
0.75,1.0,-0.12525
0.766667,1.0,-0.1255
0.783333,1.0,-0.12575
0.8,1.0,-0.1265
0.816667,1.0,-0.12675
0.833333,1.0,-0.12675
0.85,1.0,-0.126625
0.866667,1.0,-0.126375
0.883333,1.0,-0.12625
0.9,1.0,-0.126
0.916667,1.0,-0.126
0.933333,1.0,-0.12575
0.95,1.0,-0.12575
0.966667,1.0,-0.125875
0.983333,1.0,-0.126125
1.0,1.0,-0.125375
1.016667,1.0,-0.1255
1.033333,1.0,-0.125375
1.05,1.0,-0.124375
1.066667,1.0,-0.123875
1.083333,1.0,-0.1235
1.1,1.0,-0.12375
1.116667,1.0,-0.122875
1.133333,1.0,-0.122125
1.15,1.0,-0.12175
1.166667,1.0,-0.12225
1.183333,1.0,-0.12125
1.2,1.0,-0.120875
1.216667,1.0,-0.12025
1.233333,1.0,-0.119375
1.25,1.0,-0.118125
1.266667,1.0,-0.1175
1.283333,1.0,-0.117125
1.3,1.0,-0.116875
1.316667,1.0,-0.116
1.333333,1.0,-0.115375
1.35,1.0,-0.11425
1.366667,1.0,-0.113375
1.383333,1.0,-0.11225
