time_min,step,intensity_mV
0.016667,1.0,-0.028125
0.033333,1.0,-0.0285
0.05,1.0,-0.028375
0.066667,1.0,-0.02875
0.083333,1.0,-0.028375
0.1,1.0,-0.0285
0.116667,1.0,-0.028625
0.133333,1.0,-0.029
0.15,1.0,-0.029
0.166667,1.0,-0.02925
0.183333,1.0,-0.02875
0.2,1.0,-0.029
0.216667,1.0,-0.028125
0.233333,1.0,-0.028375
0.25,1.0,-0.028
0.266667,1.0,-0.027875
0.283333,1.0,-0.029125
0.3,1.0,-0.032875
0.316667,1.0,-0.03625
0.333333,1.0,-0.037625
0.35,1.0,-0.0365
0.366667,1.0,-0.0325
0.383333,1.0,-0.027875
0.4,1.0,-0.023375
0.416667,1.0,-0.02075
0.433333,1.0,-0.01775
0.45,1.0,-0.0155
0.466667,1.0,-0.01425
0.483333,1.0,-0.014
0.5,1.0,-0.014875
0.516667,1.0,-0.0165
0.533333,1.0,-0.018375
0.55,1.0,-0.01925
0.566667,1.0,-0.02025
0.583333,1.0,-0.021125
0.6,1.0,-0.022125
0.616667,1.0,-0.02275
0.633333,1.0,-0.02325
0.65,1.0,-0.023375
0.666667,1.0,-0.0235
0.683333,1.0,-0.023625
0.7,1.0,-0.02325
0.716667,1.0,-0.0235
0.733333,1.0,-0.02375
0.75,1.0,-0.0235
0.766667,1.0,-0.023125
0.783333,1.0,-0.022875
0.8,1.0,-0.023125
0.816667,1.0,-0.023
0.833333,1.0,-0.023
0.85,1.0,-0.023125
0.866667,1.0,-0.023
0.883333,1.0,-0.022625
0.9,1.0,-0.022375
0.916667,1.0,-0.02225
0.933333,1.0,-0.02225
0.95,1.0,-0.0225
0.966667,1.0,-0.02225
0.983333,1.0,-0.022375
1.0,1.0,-0.022875
1.016667,1.0,-0.023375
1.033333,1.0,-0.023125
1.05,1.0,-0.023375
1.066667,1.0,-0.023
1.083333,1.0,-0.022625
1.1,1.0,-0.0225
1.116667,1.0,-0.022125
1.133333,1.0,-0.021625
1.15,1.0,-0.021625
1.166667,1.0,-0.021625
1.183333,1.0,-0.021
1.2,1.0,-0.02125
1.216667,1.0,-0.021375
1.233333,1.0,-0.021125
1.25,1.0,-0.021125
1.266667,1.0,-0.0215
1.283333,1.0,-0.0215
1.3,1.0,-0.021125
1.316667,1.0,-0.021375
1.333333,1.0,-0.022
1.35,1.0,-0.02275
1.366667,1.0,-0.02275
1.383333,1.0,-0.0225
1.4,1.0,-0.022625
1.416667,1.0,-0.02225
1.433333,1.0,-0.021875
1.45,1.0,-0.022
1.466667,1.0,-0.022625
1.483333,1.0,-0.02275
1.5,1.0,-0.023125
1.516667,1.0,-0.0235
1.533333,1.0,-0.0235
1.55,1.0,-0.023875
1.566667,1.0,-0.02375
1.583333,1.0,-0.0245
1.6,1.0,-0.0245
1.616667,1.0,-0.024875
1.633333,1.0,-0.025375
1.65,1.0,-0.02525
1.666667,1.0,-0.02575
1.683333,1.0,-0.026125
1.7,1.0,-0.02625
1.716667,1.0,-0.027
1.733333,1.0,-0.02825
1.75,1.0,-0.029125
1.766667,1.0,-0.029875
1.783333,1.0,-0.0305
1.8,1.0,-0.031875
1.816667,1.0,-0.032375
1.833333,1.0,-0.033
1.85,1.0,-0.033875
1.866667,1.0,-0.034125
1.883333,1.0,-0.03525
1.9,1.0,-0.036625
1.916667,1.0,-0.037375
1.933333,1.0,-0.038375
1.95,1.0,-0.03925
1.966667,1.0,-0.0405
1.983333,1.0,-0.041125
2.0,1.0,-0.04125
2.016667,1.0,-0.04175
2.033333,1.0,-0.04225
2.05,1.0,-0.042875
2.066667,1.0,-0.04275
2.083333,1.0,-0.04325
2.1,1.0,-0.0435
2.116667,1.0,-0.043875
2.133333,1.0,-0.0445
2.15,1.0,-0.044625
2.166667,1.0,-0.04475
2.183333,1.0,-0.044625
2.2,1.0,-0.044625
2.216667,1.0,-0.044625
2.233333,1.0,-0.044875
2.25,1.0,-0.04475
2.266667,1.0,-0.044125
2.283333,1.0,-0.04375
2.3,1.0,-0.043375
2.316667,1.0,-0.043375
2.333333,1.0,-0.044
2.35,1.0,-0.043625
2.366667,1.0,-0.043125
2.383333,1.0,-0.042
2.4,1.0,-0.040875
2.416667,1.0,-0.039875
2.433333,1.0,-0.039125
2.45,1.0,-0.038125
2.466667,1.0,-0.037375
2.483333,1.0,-0.036875
2.5,1.0,-0.036875
2.516667,1.0,-0.03625
2.533333,1.0,-0.035625
2.55,1.0,-0.03475
2.566667,1.0,-0.033875
2.583333,1.0,-0.0325
2.6,1.0,-0.0315
2.616667,1.0,-0.030625
2.633333,1.0,-0.03025
2.65,1.0,-0.029875
2.666667,1.0,-0.03
2.683333,1.0,-0.0295
2.7,1.0,-0.029375
2.716667,1.0,-0.02825
2.733333,1.0,-0.027875
2.75,1.0,-0.02775
2.766667,1.0,-0.027375
2.783333,1.0,-0.027125
2.8,1.0,-0.0265
2.816667,1.0,-0.02625
2.833333,1.0,-0.02625
2.85,1.0,-0.025625
2.866667,1.0,-0.0255
2.883333,1.0,-0.025625
2.9,1.0,-0.025375
2.916667,1.0,-0.024875
2.933333,1.0,-0.024375
2.95,1.0,-0.02525
2.966667,1.0,-0.02475
2.983333,1.0,-0.02475
3.0,1.0,-0.024125
3.016667,1.0,-0.02425
3.033333,1.0,-0.02325
3.05,1.0,-0.02325
3.066667,1.0,-0.02325
3.083333,1.0,-0.02275
3.1,1.0,-0.0225
3.116667,1.0,-0.0225
3.133333,1.0,-0.0225
3.15,1.0,-0.022125
3.166667,1.0,-0.023
3.183333,1.0,-0.022625
3.2,1.0,-0.02275
3.216667,1.0,-0.023
