,exp_number,medium,experiment,experimentator,date_of_experiment,experiment_short,sample_number,strain,species,use_in_study,quality,skip,notes,notes_2,culture,growth-rate,y0,glucose-turnover,glucose_error,glucose_val,acetate-turnover,acetate_error,acetate_val,propionate-turnover,propionate_error,propionate_val,ethanol-turnover,ethanol_error,ethanol_val,succinate-turnover,succinate_error,succinate_val,lactate-turnover,lactate_error,lactate_val,butyrate-turnover,butyrate_error,butyrate_val,formate-turnover,formate_error,formate_val,maltose-turnover,maltose_error,maltose_val,growthcurve_time,growthcurve_OD,,,,,,,,,,,,
191,191,BHI,,Richa,,stan_BHI_30Dec22,,ATCC8483,B.ovatus,yes,OK,,,,B.ovatus_2,1.733004437,0.012248369,-3.346117613,0.003966035,"[[0.147, 0.255, 0.331, 0.406, 0.441], [5.638990457033558, 5.263175307448176, 5.039528000760549, 4.778040531173341, 4.642141020648103]]",13.93143936,0.036519007,"[[0.147, 0.255, 0.331, 0.406, 0.441], [3.746993487629, 5.155146028570325, 6.2420923615651525, 7.331392234910073, 7.821134551065581]]",-1.114100478,0.073657741,"[[0.147, 0.255, 0.331, 0.406, 0.441], [10.111412059898857, 9.845671952977455, 9.827217857028025, 9.77958871687509, 9.753562214266534]]",0.77128933,0.881740901,"[[0.147, 0.255, 0.331, 0.406, 0.441], [2.032062163529025, 2.5240424765117773, 2.4562722587193964, 2.5061276546022127, 2.2268853241481272]]",3.158420009,0.638251112,"[[0.147, 0.255, 0.331, 0.406, 0.441], [0.5731928363630213, 0.5653102677057646, 1.239117334285429, 1.321037889456567, 1.3718209565834252]]",1.125725395,0.048731534,"[[0.147, 0.255, 0.331, 0.406, 0.441], [2.7557664746020327, 2.7589281602415054, 2.9333464146410355, 3.0266916536859556, 3.0473479787358637]]",,,"[[], []]",10.18780094,0.216330187,"[[0.147, 0.255, 0.331, 0.406, 0.441], [1.9016612012571237, 2.748234826891781, 3.661104156591273, 4.461288223110738, 4.843767900108462]]",0.128567555,0.001019835,"[[0.147, 0.255, 0.331, 0.406, 0.441], [4.293203139057215, 4.309017039984254, 4.331066189653463, 4.3296765780929505, 4.327952766733068]]","[0.0, 0.416666667, 0.9, 1.216666667, 1.5, 1.716666667, 1.8, 1.916666667, 2.0, nan]","[0.011, 0.026, 0.065, 0.103, 0.173, 0.249, 0.276, 0.324, 0.359, nan]",,,,,,,,,,,,
192,192,BHI,,Richa,,stan_BHI_30Dec22,,DSM20219,B.longum,yes,OK,"glu5,ace5,for5",,,B.longum,1.081530787,0.027488071,-2.6584738,1.712229017,"[[0.141, 0.162, 0.202, 0.25, 0.358], [5.561230182659394, 5.387439582511452, 5.238887118517571, 4.802694095434828, 5.002036533346144]]",1.94568787,0.900460443,"[[0.141, 0.162, 0.202, 0.25, 0.358], [2.9706817851023306, 3.1784531202180077, 3.2959168789214104, 3.536081602364008, 3.4275252144355597]]",2.406077872,558.0172879,"[[0.141, 0.162, 0.202, 0.25, 0.358], [1.2914593281701556, 9.86010318633451, 9.827213250542254, 5.833065232410695, 6.036302649125375]]",-0.093106555,8.62132801,"[[0.141, 0.162, 0.202, 0.25, 0.358], [1.8275004757241673, 2.4108198987837173, 2.985027738905483, 2.0620686715713687, 2.196694160933719]]",1.453212744,0.516405201,"[[0.141, 0.162, 0.202, 0.25, 0.358], [0.5789419697027914, 0.5469645807288511, 0.8858811586102449, 0.7925059763770775, 0.8883671502763728]]",4.743904778,2.928990709,"[[0.141, 0.162, 0.202, 0.25, 0.358], [3.212399506627207, 3.431994572565832, 3.644337598823546, 4.328120965729404, 4.196069677756873]]",,,"[[], []]",1.798429992,0.45360325,"[[0.141, 0.162, 0.202, 0.25, 0.358], [0.8409235489115625, 0.9841524999536921, 1.0887025997985846, 1.2865391355982867, 1.2488834309416388]]",0.237331609,0.032732174,"[[0.141, 0.162, 0.202, 0.25, 0.358], [4.30691211763124, 4.339739257863445, 4.347275052980732, 4.297089803086162, 4.382035588412452]]","[0.0, 0.333333333, 0.666666667, 1.016666667, 1.266666667, 1.466666667, 1.683333333, 2.033333333, 2.183333333, nan]","[0.021, 0.051, 0.059, 0.08, 0.12, 0.134, 0.168, 0.239, 0.276, nan]",,,,,,,,,,,,
193,193,BHI,,Richa,,stan_BHI_30Dec22,,DSM20219,B.longum,yes,OK,"ace2,suc2,lac2,for2",,,B.longum_2,1.727406166,0.038886472,-3.746735516,0.016311384,"[[0.151, 0.21, 0.305, 0.394, 0.537], [5.616878752704577, 5.459194100561583, 5.101820040294584, 4.779761836730048, 4.181455678087879]]",0.214124086,8.776250728,"[[0.151, 0.21, 0.305, 0.394, 0.537], [3.0738762538012856, 5.086303172765147, 3.358144196926061, 3.592295406023494, 4.018676892960828]]",13.72401927,174.3400607,"[[0.151, 0.21, 0.305, 0.394, 0.537], [9.526571314645192, 1.3207605529516089, 10.345947533706042, 10.567927793688622, 10.992089458949167]]",-1.166035799,1.928050845,"[[0.151, 0.21, 0.305, 0.394, 0.537], [2.6570516750291593, 1.6854523453964143, 2.4623141403097057, 2.1171426001270177, 1.8400246402249998]]",-0.618524318,0.012804756,"[[0.151, 0.21, 0.305, 0.394, 0.537], [0.5386818614390572, 0.5645767581779023, 0.43936321684141244, 0.38225741662453094, 0.33312751470171276]]",13.41476341,3.808405378,"[[0.151, 0.21, 0.305, 0.394, 0.537], [3.3105537902347213, 2.665771138894006, 4.852122104166677, 5.920902129313135, 7.954516492494788]]",,,"[[], []]",0.610714786,2.574880902,"[[0.151, 0.21, 0.305, 0.394, 0.537], [1.4875503659867684, 2.4818753888516283, 1.447106639428708, 1.886414495898113, 2.110309152481614]]",0.089904605,0.000788285,"[[0.151, 0.21, 0.305, 0.394, 0.537], [4.285978675425344, 4.293431629533718, 4.317491371648297, 4.314441523665083, 4.320663054727867]]","[0.0, 0.316666667, 0.666666667, 1.0, 1.2, 1.45, nan, nan, nan, nan]","[0.037, 0.069, 0.128, 0.223, 0.312, 0.455, nan, nan, nan, nan]",,,,,,,,,,,,
194,194,BHI,,Richa,,stan_BHI_30Dec22,,ATCC25285,B.fragilis,yes,OK,,,,B.fragilis,0.840215209,0.033714864,-2.324516947,0.017748053,"[[0.123, 0.146, 0.175, 0.273], [5.696852620218292, 5.635763873224558, 5.596858270684723, 5.346417379583063]]",5.129150579,0.065427181,"[[0.123, 0.146, 0.175, 0.273], [2.928705987489272, 3.0778422184644127, 3.1690355090517524, 3.7079358538827956]]",-25.41881086,249.4192047,"[[0.123, 0.146, 0.175, 0.273], [9.944985810533478, 9.956359642451002, 5.949806554767613, 6.22235363032838]]",-0.317861171,260.9867531,"[[0.123, 0.146, 0.175, 0.273], [2.13397232016117, 2.3981152947254323, -0.8084414375230999, 2.049928633371174]]",3.149123614,4.039486015,"[[0.123, 0.146, 0.175, 0.273], [0.5807051198915882, 1.0702181848268513, 1.089983481063177, 1.2166629296196263]]",1.097901233,0.002102809,"[[0.123, 0.146, 0.175, 0.273], [2.7675292873967825, 2.794124510909445, 2.816629740302865, 2.9323287332612815]]",,,"[[], []]",2.937053223,0.080620605,"[[0.123, 0.146, 0.175, 0.273], [0.7726408694810043, 0.8621685851208181, 0.8850123694275382, 1.219163388404916]]",0.399113222,0.034735191,"[[0.123, 0.146, 0.175, 0.273], [4.323175071049407, 4.3628112066660245, 4.382481791150307, 4.395591699336729]]","[0.0, 0.133333333, 0.5, 0.616666667, 0.8, 1.1, 1.4, 1.616666667, 1.95, 2.166666667]","[0.03, 0.041, 0.049, 0.059, 0.064, 0.093, 0.113, 0.135, 0.174, 0.191]",,,,,,,,,,,,
195,195,BHI,,Richa,,stan_BHI_30Dec22,,ATCC25285,B.fragilis,yes,OK,,,,B.fragilis_2,2.138870063,0.034499409,-2.132601776,0.007575892,"[[0.169, 0.261, 0.412, 0.453, 0.49], [5.6558896697542655, 5.497099090002008, 5.149208640997454, 5.08857728826791, 4.965874957499156]]",12.93495812,0.46577878,"[[0.169, 0.261, 0.412, 0.453, 0.49], [3.8897771455857857, 4.7544281750107285, 7.125313914452511, 7.420274740657599, 7.872102240753045]]",1.191312096,0.433677613,"[[0.169, 0.261, 0.412, 0.453, 0.49], [9.360637414695333, 9.890606891143669, 9.860894323956035, 9.840666919085056, 9.857035500031024]]",-0.604759911,0.233640636,"[[0.169, 0.261, 0.412, 0.453, 0.49], [2.3917106645917308, 2.0318018442740695, 2.1515694149615454, 2.0692267362826633, 2.1252927198122866]]",1.56825532,2.084129852,"[[0.169, 0.261, 0.412, 0.453, 0.49], [0.5725881873594791, 0.5674747078641065, 0.5594245888748958, 0.5562514811865331, 1.4644736494955066]]",0.392372705,0.014044396,"[[0.169, 0.261, 0.412, 0.453, 0.49], [2.7043046802916524, 2.674440088000209, 2.76845554372585, 2.7713997662745773, 2.8275484108635838]]",,,"[[], []]",9.300669385,0.859938671,"[[0.169, 0.261, 0.412, 0.453, 0.49], [1.9607625913245896, 2.250501937250589, 4.152764051095393, 4.409839378312414, 4.704750469994521]]",0.121857445,0.000443467,"[[0.169, 0.261, 0.412, 0.453, 0.49], [4.282412738865363, 4.30449315191668, 4.317018888411503, 4.315735939060632, 4.328236161963417]]","[0.0, 0.466666667, 0.783333333, 0.916666667, 1.133333333, 1.216666667, nan, nan, nan, nan]","[0.034, 0.087, 0.179, 0.33, 0.371, 0.408, nan, nan, nan, nan]",,,,,,,,,,,,
196,196,BHI,,Richa,,stan_BHI_30Dec22,,ATCC33656,E.rectale,yes,OK,,,,E.rectale,0.818561689,0.099128084,-4.353085492,0.223378302,"[[0.18, 0.233, 0.28], [5.466119283354273, 5.2755180185670545, 5.029173498783095]]",5.018304006,0.050231651,"[[0.18, 0.233, 0.28], [3.172829305610286, 3.457820947339728, 3.6738833172842837]]",3.914357939,0.861240166,"[[0.18, 0.233, 0.28], [5.681886305163273, 5.968109658539806, 6.070107307958258]]",0.923170513,11.92788799,"[[0.18, 0.233, 0.28], [2.565554627046444, 2.907597961035469, 2.6459077887265807]]",-0.74610104,0.015672196,"[[0.18, 0.233, 0.28], [0.9106790284318391, 0.9106790284318391, 0.9106790284318391]]",9.510558163,0.408403351,"[[0.18, 0.233, 0.28], [3.5898589312383473, 3.9678687142539504, 4.436950367134327]]",,,"[[], []]",5.775677427,0.153243178,"[[0.18, 0.233, 0.28], [0.9093354811052425, 1.248670030123627, 1.4855471566809466]]",-0.074762019,0.000127631,"[[0.18, 0.233, 0.28], [4.347805428129593, 4.342884224464818, 4.340368361588662]]","[0.0, 0.5, 0.683333333, 0.866666667, 1.266666667, 1.433333333, nan, nan, nan, nan]","[0.098, 0.151, 0.177, 0.198, 0.28, 0.319, nan, nan, nan, nan]",,,,,,,,,,,,
197,197,BHI,,Richa,,stan_BHI_30Dec22,,ATCC33656,E.rectale,yes,OK,,,,E.rectale_2,0.946989967,0.091359079,-5.47200704,0.076245278,"[[0.17, 0.233, 0.295], [5.316961228008084, 5.002036533346144, 4.63280092689218]]",4.339817936,0.028479484,"[[0.17, 0.233, 0.295], [3.135896740476081, 3.4275252144355597, 3.6782765496339556]]",2.820091944,0.0018649,"[[0.17, 0.233, 0.295], [5.863299247827265, 6.036302649125375, 6.215835673440693]]",0.841659846,4.803032696,"[[0.17, 0.233, 0.295], [2.3802826716605243, 2.196694160933719, 2.4867554630351334]]",-1.432180985,0.391638104,"[[0.17, 0.233, 0.295], [0.9110292928795081, 0.9110292928795081, 0.9110292928795081]]",10.99132782,1.887555271,"[[0.17, 0.233, 0.295], [3.6519466469851505, 4.163630472296665, 4.769880808106761]]",,,"[[], []]",4.346822728,0.042143218,"[[0.17, 0.233, 0.295], [0.9971974298623518, 1.2488834309416388, 1.540668794062204]]",0.044518705,3.94E-05,"[[0.17, 0.233, 0.295], [4.37855316072646, 4.382035588412452, 4.38411437457327]]","[0.0, 0.5, 0.683333333, 0.866666667, 1.266666667, 1.433333333, nan, nan, nan, nan]","[0.088, 0.151, 0.178, 0.213, 0.298, 0.348, nan, nan, nan, nan]",,,,,,,,,,,,
198,198,BHI,,Richa,,stan_BHI_30Dec22,,DSM20083,B.adolescentis,yes,OK,,,,B.adolescentis,0.82713836,0.046174748,-6.429411045,0.110807957,"[[0.13, 0.166, 0.23, 0.3, 0.373], [5.545778652300712, 5.319313874623585, 4.874456660061108, 4.34748815095526, 4.031696944828134]]",9.52988322,0.00977343,"[[0.13, 0.166, 0.23, 0.3, 0.373], [3.1423515567055436, 3.50417165473492, 4.12772306604207, 4.795291328631657, 5.45603011096581]]",3.104925172,0.144832452,"[[0.13, 0.166, 0.23, 0.3, 0.373], [5.833081611269649, 6.084609090906551, 6.25012533087783, 6.356003168277105, 6.675068601242946]]",-1.67740454,0.014773281,"[[0.13, 0.166, 0.23, 0.3, 0.373], [2.293077908963521, 2.2171925292931474, 2.1488465480205834, 1.9773529752604482, 1.8924255082500503]]",-0.184200152,0.003171814,"[[0.13, 0.166, 0.23, 0.3, 0.373], [0.995247506223929, 0.9854004792213786, 0.9758159166139531, 0.9447485229423029, 0.9573013841590796]]",5.072221683,0.120622098,"[[0.13, 0.166, 0.23, 0.3, 0.373], [2.8883573894133963, 3.063214830841509, 3.33055481632527, 3.6401919121707467, 4.161748373972762]]",,,"[[], []]",1.080686829,0.145170119,"[[0.13, 0.166, 0.23, 0.3, 0.373], [0.6945479503462892, 0.6909132182255269, 0.6374928138333367, 0.8331505919527191, 0.9418263555327122]]",-0.099803242,0.077227505,"[[0.13, 0.166, 0.23, 0.3, 0.373], [4.366084095065297, 4.38367323959459, 4.344780513506771, 4.269408866227282, 4.388759314232045]]","[0.0, 0.266666667, 0.716666667, 1.016666667, 1.416666667, 1.733333333, 1.883333333, 2.033333333, 2.2, nan]","[0.048, 0.055, 0.084, 0.108, 0.148, 0.19, 0.218, 0.249, 0.291, nan]",,,,,,,,,,,,
199,199,BHI,,Richa,,stan_BHI_30Dec22,,DSM20083,B.adolescentis,yes,OK,,,,B.adolescentis_2,0.878824882,0.053905638,-6.006667652,0.170611092,"[[0.134, 0.195, 0.264, 0.344, 0.39], [5.480501337625196, 5.204078860968794, 4.715724665386445, 4.365190709088609, 3.901661003761184]]",8.820469815,0.200576185,"[[0.134, 0.195, 0.264, 0.344, 0.39], [3.2365114707550062, 3.68703314926626, 4.411645718712898, 4.942645876425093, 5.537621354304088]]",3.118114637,0.178792905,"[[0.134, 0.195, 0.264, 0.344, 0.39], [5.774787959690253, 6.110330397995609, 6.282068562552562, 6.576449673849454, 6.5636468284974026]]",-2.112927276,0.049738293,"[[0.134, 0.195, 0.264, 0.344, 0.39], [2.4327262915006904, 2.266270872005012, 2.12076017256002, 1.9107262385338757, 1.9195562355148845]]",-0.166521298,0.012854575,"[[0.134, 0.195, 0.264, 0.344, 0.39], [0.9650504276554543, 0.985286811745639, 0.9583997082647147, 0.9711347236657313, 0.9138649572815818]]",4.339190403,0.077149276,"[[0.134, 0.195, 0.264, 0.344, 0.39], [2.9603267472052797, 3.162345360488995, 3.5399131112919195, 3.7809811367591792, 4.093060141716725]]",,,"[[], []]",0.757146772,0.014419257,"[[0.134, 0.195, 0.264, 0.344, 0.39], [0.6818922719271843, 0.721187767094766, 0.7331931166705699, 0.820146369187817, 0.8843865709898386]]",-0.211457337,0.023534216,"[[0.134, 0.195, 0.264, 0.344, 0.39], [4.372568564390628, 4.389789905718185, 4.383466165111141, 4.380091492337239, 4.303127217552544]]","[0.0, 0.266666667, 0.716666667, 1.016666667, 1.416666667, 1.733333333, 1.883333333, 2.033333333, nan, nan]","[0.052, 0.066, 0.113, 0.13, 0.182, 0.262, 0.278, 0.308, nan, nan]",,,,,,,,,,,,
200,200,BHI,,Richa,,stan_BHI_30Dec22,,DSM 1447,B.vulgatus,yes,OK,,,,B.vulgatus,0.574426614,0.033965173,-3.244038031,0.037685241,"[[0.117, 0.15, 0.19, 0.3, 0.373], [5.647986322206725, 5.549598163973563, 5.449182194830543, 5.0048687432739065, 4.8561987669332245]]",5.856351435,0.045084825,"[[0.117, 0.15, 0.19, 0.3, 0.373], [3.1910295408158214, 3.387803698139787, 3.665031578249831, 4.210226924656502, 4.729893556301118]]",2.494918857,0.368567482,"[[0.117, 0.15, 0.19, 0.3, 0.373], [6.010097990736309, 6.34717068748971, 6.47370241643879, 6.595125085829384, 6.784767062554818]]",2.3563115,36.73457934,"[[0.117, 0.15, 0.19, 0.3, 0.373], [1.8755647245150056, 1.8696144041053637, -0.6800809406220258, 1.5947442972700507, 2.1259396372587496]]",0.644549265,0.007237543,"[[0.117, 0.15, 0.19, 0.3, 0.373], [1.004115202015833, 1.0057530352457056, 1.0279536999307142, 1.086993644295217, 1.1709411583134863]]",1.397295938,0.044149547,"[[0.117, 0.15, 0.19, 0.3, 0.373], [2.7983812616938546, 2.859348404499023, 2.8886226025790793, 2.9877212986897486, 3.194297852069565]]",,,"[[], []]",1.195009573,0.002348402,"[[0.117, 0.15, 0.19, 0.3, 0.373], [0.7851481183645854, 0.8063542466741065, 0.8664877099054975, 0.9852228710107276, 1.0895713161218545]]",-0.116573614,0.050202573,"[[0.117, 0.15, 0.19, 0.3, 0.373], [4.398524443416743, 4.400864291997401, 4.410844373534382, 4.309029151375735, 4.411294385869709]]","[0.0, 0.466666667, 0.8, 1.233333333, 1.566666667, 1.916666667, 2.7, 3.2, 3.833333333, nan]","[0.035, 0.045, 0.049, 0.068, 0.083, 0.108, 0.168, 0.218, 0.291, nan]",,,,,,,,,,,,
201,201,BHI,,Richa,,stan_BHI_30Dec22,,DSM 1447,B.vulgatus,yes,OK,,,,B.vulgatus_2,0.654425984,0.032825653,-2.127905548,0.034839121,"[[0.12, 0.151, 0.2, 0.348, 0.51], [5.6676778570935324, 5.474375745972566, 5.458706279012182, 5.079853467400122, 4.8020513807743335]]",8.956093883,0.536449627,"[[0.12, 0.151, 0.2, 0.348, 0.51], [3.1601332885933093, 3.3484623242480174, 3.6808740747281226, 4.740127544723633, 6.713792430083824]]",1.589191651,0.629480567,"[[0.12, 0.151, 0.2, 0.348, 0.51], [5.957251058864247, 6.313592826697054, 6.698100515756632, 6.645619293527209, 6.777015059339794]]",-4.478413594,23.98316859,"[[0.12, 0.151, 0.2, 0.348, 0.51], [-0.9384753190101874, 2.2611751870617804, 1.8367689986841702, -0.6683768227021042, -0.7059068703602254]]",1.120584288,0.028687535,"[[0.12, 0.151, 0.2, 0.348, 0.51], [1.00874849408874, 0.9920853851529576, 1.0324460171693248, 1.1497127343280733, 1.4423937415252304]]",1.25207672,0.005564647,"[[0.12, 0.151, 0.2, 0.348, 0.51], [2.7778324948847963, 2.796023025254827, 2.898325017416068, 3.091083253345825, 3.2525738944103275]]",,,"[[], []]",3.935031862,0.323029643,"[[0.12, 0.151, 0.2, 0.348, 0.51], [0.7642322320798527, 0.8050875128003063, 0.8884961113760272, 1.3007205883883979, 2.3308283218171155]]",0.097934585,0.014739218,"[[0.12, 0.151, 0.2, 0.348, 0.51], [4.3978493596788715, 4.320748459820998, 4.411083941597868, 4.401293517878159, 4.40618281546329]]","[0.0, 0.466666667, 0.8, 1.233333333, 1.566666667, 1.916666667, 2.7, 3.2, 3.833333333, nan]","[0.038, 0.044, 0.05, 0.069, 0.089, 0.118, 0.188, 0.266, 0.428, nan]",,,,,,,,,,,,
202,202,gamma,,Richa,,stan_simple_medium_230908_2.5mM,,ATCC29148,B.theta,yes,OK,"suc4,lac4",,,B.theta,0.596921336,0.058490482,-5.43002043,0.022721914,"[[0.08, 0.114, 0.208, 0.294, 0.413], [20.06623475357911, 19.88388948614807, 19.361678882715907, 18.971721918802075, 18.2331408538735]]",10.45519732,0.297803412,"[[0.08, 0.114, 0.208, 0.294, 0.413], [0.6995543342072666, 0.9115764422611842, 1.798489143000118, 2.668818402758196, 4.1842371915767975]]",0.536541802,0.005334867,"[[0.08, 0.114, 0.208, 0.294, 0.413], [0.09041220129175129, 0.07729220549222127, 0.16564593437369557, 0.17638542568765403, 0.26276442240230025]]",,,"[[], []]",1.654697194,0.688156737,"[[0.08, 0.114, 0.208, 0.294, 0.413], [0.1190511463189054, 0.15851182184372775, 0.215666826469733, 0.8162098564303724, 0.5227381176938971]]",1.270184065,1.388808291,"[[0.08, 0.114, 0.208, 0.294, 0.413], [0.5761210399508006, 0.6459097843104472, 0.9247085462617963, 0.3697419038101009, 1.208090953022373]]",,,"[[], []]",10.20342683,0.301499011,"[[0.08, 0.114, 0.208, 0.294, 0.413], [0.10985491421680244, 0.2889616953707156, 1.1587061533623784, 2.02602861232071, 3.49537999765367]]",,,"[[], []]","[0.0, 0.166666667, 0.433333333, 0.816666667, 1.166666667, 1.666666667, 2.166666667, 2.683333333, 2.866666667, 3.266666667, nan, nan, nan, nan]","[0.056, 0.068, 0.08, 0.092, 0.114, 0.157, 0.208, 0.294, 0.329, 0.413, nan, nan, nan, nan]",,,,,,,,,,,,
203,203,gamma,,Richa,,stan_simple_medium_230908_2.5mM,,ATCC29148,B.theta,yes,OK,,,,B.theta_2,0.596277174,0.050434364,-4.368810266,0.007625555,"[[0.068, 0.097, 0.173, 0.276, 0.402], [20.12238617620431, 19.947709259346524, 19.62064418135087, 19.2040089129082, 18.634576055193726]]",10.77525434,0.158317387,"[[0.068, 0.097, 0.173, 0.276, 0.402], [0.7399149533151457, 0.9415366890040043, 1.6287841758447068, 2.8330338126565144, 4.29703037201228]]",0.415490688,0.006019349,"[[0.068, 0.097, 0.173, 0.276, 0.402], [0.07811284488272413, 0.09353517271119313, 0.08637451236804791, 0.1402821727167218, 0.22219761737412874]]",,,"[[], []]",1.167113187,0.000563011,"[[0.068, 0.097, 0.173, 0.276, 0.402], [0.1255614672634301, 0.16344422455013036, 0.2494203242193847, 0.38067914252297286, 0.5132073681078535]]",-0.430433904,0.00114232,"[[0.068, 0.097, 0.173, 0.276, 0.402], [0.35784040383762683, 0.34017631261241116, 0.3057119648385537, 0.250279001997169, 0.21685726353290324]]",,,"[[], []]",9.830138981,0.320491999,"[[0.068, 0.097, 0.173, 0.276, 0.402], [0.15214598066199536, 0.26503040507190545, 0.8464415914120118, 1.9671857785264102, 3.376191172017717]]",,,"[[], []]","[0.0, 0.166666667, 0.433333333, 0.816666667, 1.166666667, 1.666666667, 2.166666667, 2.683333333, 2.866666667, 3.266666667, 3.416666667, nan, nan, nan]","[0.05, 0.059, 0.068, 0.081, 0.097, 0.13, 0.173, 0.252, 0.276, 0.366, 0.402, nan, nan, nan]",,,,,,,,,,,,
204,204,gamma,,Richa,,stan_simple_medium_230908_2.5mM,,DSM 1447,B.vulgatus,yes,OK,,,,B.vulgatus,0.20469997,0.095961908,-5.915856483,0.070969014,"[[0.111, 0.153, 0.188, 0.202, 0.261], [19.558896765696545, 19.375051283068167, 19.136405280374966, 19.025511847510053, 18.693047331101617]]",3.038972598,0.061109655,"[[0.111, 0.153, 0.188, 0.202, 0.261], [0.3844592047532002, 0.47697054678444717, 0.5610054446176581, 0.6314797712065144, 0.8376704906132009]]",2.333196086,0.033952534,"[[0.153, 0.188, 0.202, 0.261], [0.04916130952399769, 0.10359779646323469, 0.15201416573089158, 0.2954388845388536]]",,,"[[], []]",0.556081922,0.000692336,"[[0.111, 0.153, 0.188, 0.202, 0.261], [-0.06675975711099578, -0.04611384465944127, -0.02919493264071024, -0.014817555211320138, 0.015621061595673447]]",0.47804858,0.003538506,"[[0.111, 0.153, 0.188, 0.202, 0.261], [2.5765553568874764, 2.5975951877168955, 2.607415708893584, 2.62987057381692, 2.6466236378133217]]",,,"[[], []]",,,"[[], []]",,,"[[], []]","[0.0, 0.233333333, 0.733333333, 1.05, 1.6, 2.05, 2.55, 3.083333333, 3.466666667, 3.85, 5.2, nan, nan, nan]","[0.09, 0.093, 0.111, 0.127, 0.14, 0.153, 0.167, 0.188, 0.199, 0.202, 0.261, nan, nan, nan]",,,,,,,,,,,,
205,205,gamma,,Richa,,stan_simple_medium_230908_2.5mM,,DSM 1447,B.vulgatus,yes,OK,,,,B.vulgatus_2,0.280117492,0.0676183,-5.544080226,0.589861761,"[[0.092, 0.133, 0.16, 0.195, 0.264], [19.50709205223157, 19.29791962007061, 19.23239238764392, 18.805876585057625, 18.605611501059357]]",3.145599603,0.067420361,"[[0.092, 0.133, 0.16, 0.195, 0.264], [0.368963280620948, 0.5739880573527949, 0.6368867829295147, 0.7175122681699911, 0.9368436765132911]]",2.089185336,0.011332595,"[[0.133, 0.16, 0.195, 0.264], [0.14302352102545243, 0.21811098786938626, 0.2737796164321289, 0.4234757306800046]]",,,"[[], []]",0.216630592,0.019824606,"[[0.092, 0.133, 0.16, 0.195, 0.264], [-0.05587439568308175, -0.08510122650532922, -0.07281102424276022, -0.06076516030317704, -0.02838523269728288]]",0.577596158,0.067800533,"[[0.092, 0.133, 0.16, 0.195, 0.264], [4.254632981098468, 4.301833810506049, 4.333420961801895, 4.277764759174714, 4.376483124706462]]",,,"[[], []]",,,"[[], []]",,,"[[], []]","[0.0, 0.233333333, 0.733333333, 1.05, 1.6, 2.05, 2.55, 3.083333333, 3.466666667, 3.85, 5.2, nan, nan, nan]","[0.054, 0.066, 0.092, 0.101, 0.118, 0.133, 0.14, 0.16, 0.178, 0.195, 0.264, nan, nan, nan]",,,,,,,,,,,,
206,206,gamma,,Richa,,stan_simple_medium_230908_2.5mM,,NCM3722,E.coli,yes,OK,,,,NCM3722,0.626148023,0.017807313,-12.22065832,0.006736342,"[[0.059, 0.107, 0.21, 0.297, 0.402], [18.588068537983524, 17.997746262740762, 16.777641295323768, 15.703598097843786, 14.384616725162505]]",12.89807566,0.067514469,"[[0.059, 0.107, 0.21, 0.297, 0.402], [0.9592316291931149, 1.4423541353242357, 2.7732218620175533, 3.9156081963671383, 5.350873059657473]]",,,"[[], []]",,,"[[], []]",1.757834125,0.276752608,"[[0.059, 0.107, 0.21, 0.297, 0.402], [-0.003591298812665372, -0.10784496414311526, -0.06482728742793192, 0.34654806231928065, 0.5115870388132568]]",0.054448052,0.00304886,"[[0.059, 0.107, 0.21, 0.297, 0.402], [0.045238638080856194, 0.022579163790392168, 0.023193105517189783, 0.034967558731925585, 0.05869516910640177]]",,,"[[], []]",,,"[[0.21, 0.297], [4.752201964528003, 6.850016953497147]]",,,"[[], []]","[0.0, 0.433333333, 0.916666667, 1.466666667, 1.9, 2.216666667, 2.616666667, 2.9, 3.233333333, 3.566666667, 3.933333333, 4.466666667, 4.783333333, 4.966666667]","[nan, nan, nan, 0.047, 0.059, 0.072, 0.085, 0.107, 0.133, 0.166, 0.21, 0.297, 0.361, 0.402]",,,,,,,,,,,,
