,Unnamed: 0.1,Unnamed: 0,notes,strain,species,experiment,experiment_short,exp_number,medium,experimentator,sample_number,growth_rate,use_in_study,growthcurve_OD,growthcurve_time,exp_number_usedonly,pH,num_av,date_of_experiment,glucose,glucose_y0,glucose_OD,glucose_conc,acetate,acetate_y0,acetate_OD,acetate_conc,propionate,propionate_y0,propionate_OD,propionate_conc,succinate,succinate_y0,succinate_OD,succinate_conc,lactate,lactate_y0,lactate_OD,lactate_conc,butyrate,formate,formate_y0,formate_OD,formate_conc,maltose,maltose_y0,maltose_OD,maltose_conc,butyrate_y0,butyrate_OD,butyrate_conc,glucose_std,acetate_std,propionate_std,succinate_std,lactate_std,butyrate_std,formate_std,maltose_std,total_ferm,total_ferm_std,total_uptake,total_uptake_std,growth_rate_std
49,60.0,147.0,,ATCC29148,B.theta,,stan_simple_medium_230908_2.5mM,203,gamma,Richa,,0.596277174,yes,"[0.05, 0.059, 0.068, 0.081, 0.097, 0.13, 0.173, 0.252, 0.276, 0.366, 0.402, nan, nan, nan]","[0.0, 0.166666667, 0.433333333, 0.816666667, 1.166666667, 1.666666667, 2.166666667, 2.683333333, 2.866666667, 3.266666667, 3.416666667, nan, nan, nan]",54.0,standard,1.0,,-4.368810266460093,20.39360716314541,[0.068 0.097 0.173 0.276 0.402],[20.12238618 19.94770926 19.62064418 19.20400891 18.63457606],10.775254338464888,-0.101471681009536,[0.068 0.097 0.173 0.276 0.402],[0.73991495 0.94153669 1.62878418 2.83303381 4.29703037],0.4154906876293793,0.0396727562842732,[0.068 0.097 0.173 0.276 0.402],[0.07811284 0.09353517 0.08637451 0.14028217 0.22219762],1.167113187040763,0.0493051057260711,[0.068 0.097 0.173 0.276 0.402],[0.12556147 0.16344422 0.24942032 0.38067914 0.51320737],0.0,0.3816371587142649,[0.068 0.097 0.173 0.276 0.402],[0.3578404  0.34017631 0.30571196 0.250279   0.21685726],0.0,9.83013898124424,-0.6760852554508221,[0.068 0.097 0.173 0.276 0.402],[0.15214598 0.26503041 0.84644159 1.96718578 3.37619117],,,,,,,,,,,,,,,,,,,,
50,61.0,39.0,,ATCC29148,B.theta,analysis_Zur_Newruns_2023_June,analysis_Zur_Newruns_2023_June,43,YCA,Markus,,0.863519832,yes,"[0.025, 0.028, 0.081, 0.101, 0.171, 0.251, 0.341, 0.501, 0.641, nan, nan, nan, nan]","[0.0, 0.5, 1.25, 1.5, 2.166666667, 2.583333333, 3.083333333, 3.55, 3.916666667, nan, nan, nan, nan]",55.0,standard,1.0,,-8.147591397091155,23.40109087786328,[0.16 0.23 0.31 0.4  0.56 0.7 ],[21.70679617 22.27820128 20.70421189 19.75920091 19.12105224 17.60876708],5.247045952167542,8.689585430861438,[0.16 0.23 0.31 0.4  0.56 0.7 ],[ 9.11304851 10.2898867  10.30497342 10.89533972 11.71382079 12.20347189],0.7965432109197624,6.719998005817345,[0.16 0.23 0.31 0.4  0.56 0.7 ],[6.91631893 6.95266895 6.92723428 6.9082535  7.12425845 7.3710959 ],3.3188948482471012,0.5188865355389105,[0.16 0.23 0.31 0.4  0.56 0.7 ],[0.85604015 1.00677271 2.04469513 2.0162345  2.30180781 2.72036076],1.3820003558091625,0.7818936029078598,[0.16 0.23],[1.00301366 1.09975368],0.0,0.1909134492250968,1.9945813688733611,[0.4  0.56 0.7 ],[1.94275452 2.37619054 1.98171538],0.0,2.372627656290409,[0.16 0.23 0.31 0.4  0.56 0.7 ],[2.27231069 2.23965475 2.11283621 1.97430209 2.07122301 1.8214763 ],,,,,,,,,,,,,,,,
51,62.0,116.0,,ATCC29148,B.theta,,analysis_stan_BHI_2.5mM_Feb23.csv,169,BHI,Richa,,1.441283294,yes,"[0.122, 0.155, 0.24, 0.29, 0.36, 0.41, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.216666667, 0.5, 0.633333333, 0.75, 0.866666667, nan, nan, nan, nan, nan, nan, nan, nan, nan]",56.0,standard,1.0,,-2.810828944413995,6.693763538998689,[0.122 0.24  0.29  0.36  0.41 ],[6.3389081  6.02804739 5.87988205 5.71738384 5.50759755],12.239258440888328,2.023947527743978,[0.122 0.24  0.29  0.36  0.41 ],[3.3346095  5.13362252 5.79921801 6.35365392 6.90285919],0.0,10.04954582220242,[0.122 0.24  0.29  0.36  0.41 ],[10.03373066 10.0500741  10.04332113 10.02689077 10.02363004],6.311895982211267,-1.0501438736349409,[0.122 0.24  0.29  0.41 ],[0.23603083 0.09264897 0.06869793 2.10528031],0.0,3.48691070140839,[0.122 0.24  0.29  0.41 ],[2.83732039 3.2675668  3.03944627 2.13654959],0.0,14.271636498999928,-0.9985477846519528,[0.122 0.24  0.29  0.36  0.41 ],[0.86534049 2.50613397 2.89562195 3.74899835 5.28543341],-0.0053470765268698,4.516074088969487,[0.122 0.24  0.29  0.36  0.41 ],[4.51656824 4.51466113 4.50968195 4.51960572 4.51224986],,,,,,,,,,,,,,,,
52,63.0,108.0,,ATCC29148,B.theta,,analysis_stan_eplus_Oct22.csv,153,epsilon,Richa,,0.993896738,yes,"[0.057, 0.11, 0.148, 0.237, 0.271, 0.281, 0.38, nan, nan, nan, nan]","[0.0, 0.65, 0.833333333, 1.316666667, 1.533333333, 1.583333333, 1.916666667, nan, nan, nan, nan]",57.0,standard,1.0,,-3.4241475220141884,18.109327423252708,[0.11  0.148 0.281 0.38 ],[17.81551437 17.50523551 17.14926455 16.82050368],11.239353771069588,10.74929139635752,[0.11  0.148 0.281 0.38 ],[12.08133721 12.56622989 13.28675343 15.39181117],0.0,4.255279128994232,[0.11  0.148 0.281 0.38 ],[0.4667271  6.14505075 0.45321143 0.34255249],1.8702157389555307,-0.0926457801287873,[0.11  0.148 0.281 0.38 ],[0.14110355 0.17649644 0.37437797 0.65616718],0.0,2.2043344208150923,[0.11  0.148 0.281 0.38 ],[2.07370291 2.05103883 1.94225817 1.78205731],0.0,13.122245639154311,0.0170805611462377,[0.11  0.148 0.281 0.38 ],[1.43774614 2.16569245 3.28259781 5.24162958],-0.3447079259997705,5.068547072252918,[0.11  0.148 0.281 0.38 ],[5.03537157 5.02285653 4.94626874 4.95290487],,,,,,,,,,,,,,,,
53,64.0,47.0,,ATCC29148,B.theta,analysis_Zur_Newruns_2023_June,analysis_Zur_Newruns_2023_June,53,YCA,Markus,,0.810351928,yes,"[0.186, 0.262, 0.447, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.433333333, 1.083333333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",58.0,standard,1.0,,-4.353179018606144,16.055510423555834,[0.239 0.315 0.5  ],[15.03348307 14.6583249  13.88647262],3.9652828641228903,8.42810912650431,[0.239 0.315 0.5  ],[ 9.29401867  9.79256777 10.37714908],1.5532543539494716,5.494258481590788,[0.239 0.315 0.5  ],[5.96094181 5.8488639  6.31009982],1.79251998568595,0.2164682823617581,[0.239 0.315 0.5  ],[0.65077055 0.77280241 1.11514795],0.4287416643296596,0.7001958005439959,[0.239 0.315 0.5  ],[0.79613296 0.84446498 0.91188318],0.0,0.0804081198900793,1.334178169169779,[0.239 0.315 0.5  ],[1.30074356 1.43378895 1.35275216],0.0,0.5372956895684639,[0.239 0.315 0.5  ],[0.61621333 0.67715879 0.72448305],,,,,,,,,,,,,,,,
54,65.0,22.0,,ATCC8492,B.uniformis,analysis_stan_YCA_230712_2.5mM,analysis_stan_YCA_230712_2.5mM,25,YCA,Richa,,1.030218316,yes,"[nan, 0.054, 0.093, 0.151, 0.185, 0.355, 0.504, nan]","[0.0, 0.85, 1.516666667, 1.916666667, 2.233333333, 2.7, 3.05, nan]",59.0,standard,1.0,,-6.5120697371304885,16.60249061806416,[0.093 0.151 0.185 0.355 0.504],[15.97663364 15.67658636 15.32711756 14.36172558 13.28284413],3.7070917628620177,11.541759329817152,[0.093 0.151 0.185 0.355 0.504],[11.89459684 12.04566326 12.24529759 12.92989965 13.36807349],0.1970354626569455,7.461985467360122,[0.093 0.151 0.185 0.355 0.504],[7.52084534 7.54434247 7.47775726 7.33976719 7.68099676],0.0,1.0469627676497122,[0.093 0.151 0.185 0.355 0.504],[1.04696277 1.04696277 1.04696277 1.04696277 1.04696277],10.527745584572529,2.326119461837095,[0.093 0.151 0.185 0.355 0.504],[3.35671715 3.69633351 4.24597833 6.50079235 7.39051228],0.0,4.846544038312292,0.8070642058275158,[0.093 0.151 0.185 0.355 0.504],[1.30645495 1.45606296 1.68073913 2.6386956  3.19571711],0.0,2.247706668817003,[0.093 0.151 0.185 0.355 0.504],[2.23481752 2.22618227 2.22036107 2.19946732 2.17532484],0.0908281848580359,[0.093 0.151 0.185 0.504],[0.08972073 0.10496269 0.06596637 0.081612  ],,,,,,,,,,,,,
55,66.0,21.0,,ATCC8492,B.uniformis,analysis_stan_YCA_230712_2.5mM,analysis_stan_YCA_230712_2.5mM,24,YCA,Richa,,1.008035704,yes,"[nan, 0.055, 0.084, 0.131, 0.17, 0.326, 0.48, nan]","[0.0, 0.85, 1.516666667, 1.916666667, 2.233333333, 2.7, 3.05, nan]",60.0,standard,1.0,,-6.538634064999503,16.39320946697102,[0.084 0.131 0.17  0.326 0.48 ],[15.82599173 15.5920249  15.23952266 14.26711864 13.25387623],3.3116653477462066,11.618184676542777,[0.084 0.131 0.17  0.326 0.48 ],[11.92156002 12.01340607 12.23803766 12.60601291 13.25610015],0.4716675835158691,7.505810834529616,[0.084 0.131 0.17  0.326 0.48 ],[7.57930936 7.5338222  7.560292   7.70074368 7.71664302],9.842609562583757e-16,0.9727443324239636,[0.084 0.131 0.17  0.326 0.48 ],[0.97274433 0.97274433 0.97274433 0.97274433 0.97274433],10.689658966133347,2.4685992116018283,[0.084 0.131 0.17  0.326 0.48 ],[3.37571852 3.71109345 4.23143925 6.39703979 7.35908887],0.0282018045882796,4.6371514710880435,0.8772679112118803,[0.084 0.131 0.17  0.326 0.48 ],[1.35232496 1.44397245 1.64409602 2.30466    3.16413353],0.0,2.4727815994287465,[0.084 0.131 0.17  0.326 0.48 ],[2.45454916 2.45657536 2.45019342 2.42683667 2.39925881],0.100922976748969,[0.084 0.131 0.17  0.326 0.48 ],[0.09734045 0.10523246 0.10682568 0.12179554 0.1070091 ],,,,,,,,,,,,,
56,67.0,20.0,,ATCC8492,B.uniformis,analysis_stan_YCA_230712_2.5mM,analysis_stan_YCA_230712_2.5mM,23,YCA,Richa,,1.100807054,yes,"[nan, 0.04, 0.084, 0.126, 0.168, 0.304, 0.461, nan]","[0.0, 0.85, 1.516666667, 1.916666667, 2.233333333, 2.7, 3.05, nan]",61.0,standard,1.0,,-6.901399239348091,16.565729009542498,[0.084 0.126 0.168 0.304 0.461],[15.95411289 15.7245237  15.4400519  14.42076352 13.40089371],3.8113893106721304,11.533009047256504,[0.084 0.126 0.168 0.304 0.461],[11.89417837 11.99197886 12.1502665  12.68159173 13.30344776],0.2086141465168046,7.740445131326742,[0.084 0.126 0.168 0.304 0.461],[7.81668505 7.7818844  7.69971573 7.77195256 7.87043389],0.0,1.006960047968871,[0.084 0.126 0.168 0.304 0.461],[1.00696005 1.00696005 1.00696005 1.00696005 1.00696005],11.31858643992786,2.380885276302862,[0.084 0.126 0.168 0.304 0.461],[3.33314523 3.68201801 4.1296382  6.3699811  7.32678813],0.0,4.812116039974533,0.8700549344543278,[0.084 0.126 0.168 0.304 0.461],[1.32745696 1.48892679 1.62406031 2.28003945 3.13003978],0.0,2.285181534817506,[0.084 0.126 0.168 0.304 0.461],[2.27130898 2.26570022 2.25981589 2.24017342 2.21324324],0.2063431980777954,[0.084 0.126 0.168 0.304 0.461],[0.22974033 0.19111253 0.17421652 0.18309021 0.19102767],,,,,,,,,,,,,
57,68.0,91.0,,DSM 1447,B.vulgatus,,analysis_stan_BHI_24Dec22.csv,118,BHI,Richa,,1.352987144,yes,"[0.07, 0.088, 0.095, 0.127, 0.166, 0.19, 0.234, 0.281, 0.374, 0.45]","[0.0, 0.183333333, 0.266666667, 0.45, 0.65, 0.733333333, 0.883333333, 1.016666667, 1.283333333, 1.383333333]",62.0,standard,1.0,,-5.821045300467588,6.812549900010771,[0.095 0.19  0.281 0.374 0.45 ],[6.19040683 5.7807103  5.23458511 4.57633587 4.18945843],0.0,3.120991761766583,[0.095 0.19  0.281 0.374 0.45 ],[3.10142852 3.14301458 3.11023818 3.12890054 3.10009229],1.5931448796629002,11.017572573705593,[0.095 0.19  0.281 0.374 0.45 ],[11.13865207 11.36306925 11.46007238 11.61988504 11.7206555 ],0.0,0.6173702344892761,[0.095 0.19  0.281 0.374 0.45 ],[0.56881436 0.5225657  0.47166523 0.41332004 0.39364031],14.582760375600882,2.33010440378686,[0.095 0.19  0.281 0.374 0.45 ],[3.85878112 4.99319454 6.23961235 7.90145351 8.92751742],0.0,0.7209142368713969,0.5730779264576366,[0.095 0.19  0.281 0.374 0.45 ],[0.66881975 0.72317927 0.70798634 0.82095344 0.94652162],-0.1641303390474394,4.639635297899875,[0.095 0.19  0.281 0.374 0.45 ],[4.60550333 4.64005113 4.58715206 4.57089105 4.56643774],,,,,,,,,,,,,,,,
58,69.0,117.0,,DSM 1447,B.vulgatus,,analysis_stan_BHI_2.5mM_Feb23.csv,170,BHI,Richa,,1.744597599,yes,"[0.128, 0.176, 0.294, 0.372, 0.42, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.15, 0.45, 0.583333333, 0.683333333, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",63.0,standard,1.0,,-2.2776249131280353,6.66546951498139,[0.128 0.176 0.294 0.372 0.42 ],[6.3512376  6.27038341 6.02293806 5.85578726 5.66110262],13.14243927154027,1.7902734660992057,[0.128 0.176 0.294 0.372 0.42 ],[3.50238791 4.06521156 5.68383711 6.613384   7.35453733],0.0,10.147401678721724,[0.128 0.176 0.294 0.372 0.42 ],[10.13746778 10.12758519 10.1330945  10.11447792 10.11008509],1.3816056687829716,0.0765061298145557,[0.128 0.176 0.294 0.42 ],[0.21870641 0.39797267 0.41135096 0.68446904],0.0,2.9017654810490026,[0.128 0.176 0.294 0.42 ],[2.81405406 2.75313905 2.8597663  2.59749189],0.0,8.705168691168234,0.4963208553606648,[0.128 0.176 0.294 0.372 0.42 ],[1.15078343 2.25199005 3.77856441 3.49765141 3.90279946],-0.0411796101472586,4.585165575989927,[0.128 0.176 0.294 0.372 0.42 ],[4.5865222  4.57173345 4.57308192 4.56090593 4.57634472],,,,,,,,,,,,,,,,
59,70.0,127.0,,DSM 1447,B.vulgatus,,stan_YCA_230811_2.5mM,183,YCA,Richa,,0.755318584,yes,"[nan, nan, nan, nan, 0.065, 0.073, 0.096, 0.146, 0.175, 0.228, 0.245, 0.3, 0.4]","[0.0, 0.283333333, 0.616666667, 0.95, 1.283333333, 1.516666667, 1.933333333, 2.416666667, 2.766666667, 3.016666667, 3.183333333, 3.35, 3.683333333]",64.0,standard,1.0,,-5.416669065917562,19.192888254338907,[0.065 0.096 0.175 0.245 0.4  ],[18.93827416 18.61210684 18.18999262 17.85416181 17.0561535 ],5.4755373122151045,11.624464422365854,[0.065 0.096 0.175 0.245],[11.95078376 12.18559613 12.58325157 12.95951341],0.6449672325425263,8.30417030804869,[0.065 0.096 0.175 0.245 0.4  ],[8.31218693 8.36481777 8.42851889 8.52129466 8.52674615],3.658959250117954,0.7789620564156239,[0.065 0.096 0.175 0.245 0.4  ],[0.95950301 1.13511041 1.41887961 1.7902242  2.18053207],0.0,1.7228232373421632,[0.065 0.096 0.175 0.245 0.4  ],[1.71829168 1.70534892 1.71844266 1.62151592 1.67070362],0.0,2.125618791922602,1.2391805527986863,[0.065 0.096 0.175 0.245 0.4  ],[1.34418881 1.46811255 1.62526925 1.76236102 2.08120317],0.0,2.44400967667511,[0.065 0.096 0.175 0.245 0.4  ],[2.44059456 2.4453936  2.44604914 2.45129906 2.4433284 ],0.1738796178476616,[0.065 0.096 0.175 0.245 0.4  ],[0.17481354 0.16891522 0.16760174 0.16744899 0.16305173],,,,,,,,,,,,,
60,71.0,149.0,,DSM 1447,B.vulgatus,,stan_simple_medium_230908_2.5mM,205,gamma,Richa,,0.280117492,yes,"[0.054, 0.066, 0.092, 0.101, 0.118, 0.133, 0.14, 0.16, 0.178, 0.195, 0.264, nan, nan, nan]","[0.0, 0.233333333, 0.733333333, 1.05, 1.6, 2.05, 2.55, 3.083333333, 3.466666667, 3.85, 5.2, nan, nan, nan]",65.0,standard,1.0,,-5.544080226251728,20.025619171403893,[0.092 0.133 0.16  0.195 0.264],[19.50709205 19.29791962 19.23239239 18.80587659 18.6056115 ],3.145599603418662,0.1158616000602376,[0.092 0.133 0.16  0.195 0.264],[0.36896328 0.57398806 0.63688678 0.71751227 0.93684368],2.089185336305018,-0.1281693792236001,[0.133 0.16  0.195 0.264],[0.14302352 0.21811099 0.27377962 0.42347573],0.21663059234913,-0.0971546518748593,[0.092 0.133 0.16  0.195 0.264],[-0.0558744  -0.08510123 -0.07281102 -0.06076516 -0.02838523],0.5775961576602963,4.211328896044456,[0.092 0.133 0.16  0.195 0.264],[4.25463298 4.30183381 4.33342096 4.27776476 4.37648312],0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
61,72.0,144.0,,DSM 1447,B.vulgatus,,stan_BHI_30Dec22,200,BHI,Richa,,0.574426614,yes,"[0.035, 0.045, 0.049, 0.068, 0.083, 0.108, 0.168, 0.218, 0.291, nan]","[0.0, 0.466666667, 0.8, 1.233333333, 1.566666667, 1.916666667, 2.7, 3.2, 3.833333333, nan]",66.0,standard,1.0,,-3.244038030647936,6.034719433170024,[0.117 0.15  0.19  0.3   0.373],[5.64798632 5.54959816 5.44918219 5.00486874 4.85619877],5.856351435255736,2.513261635264816,[0.117 0.15  0.19  0.3   0.373],[3.19102954 3.3878037  3.66503158 4.21022692 4.72989356],2.494918856502482,5.878320987040239,[0.117 0.15  0.19  0.3   0.373],[6.01009799 6.34717069 6.47370242 6.59512509 6.78476706],0.6445492648252207,0.9134832141096912,[0.117 0.15  0.19  0.3   0.373],[1.0041152  1.00575304 1.0279537  1.08699364 1.17094116],1.397295938091683,2.629885401897533,[0.117 0.15  0.19  0.3   0.373],[2.79838126 2.8593484  2.8886226  2.9877213  3.19429785],0.0,1.1950095729427148,0.6364846889303006,[0.117 0.15  0.19  0.3   0.373],[0.78514812 0.80635425 0.86648771 0.98522287 1.08957132],-0.116573614119057,4.4124569660296995,[0.117 0.15  0.19  0.3   0.373],[4.39852444 4.40086429 4.41084437 4.30902915 4.41129439],,,,,,,,,,,,,,,,
62,73.0,145.0,,DSM 1447,B.vulgatus,,stan_BHI_30Dec22,201,BHI,Richa,,0.654425984,yes,"[0.038, 0.044, 0.05, 0.069, 0.089, 0.118, 0.188, 0.266, 0.428, nan]","[0.0, 0.466666667, 0.8, 1.233333333, 1.566666667, 1.916666667, 2.7, 3.2, 3.833333333, nan]",67.0,standard,1.0,,-2.1279055482432687,5.862130240773606,[0.12  0.151 0.2   0.348 0.51 ],[5.66767786 5.47437575 5.45870628 5.07985347 4.80205138],8.956093882517013,1.9481481785023596,[0.12  0.151 0.2   0.348 0.51 ],[3.16013329 3.34846232 3.68087407 4.74012754 6.71379243],1.5891916508936934,6.055908610029443,[0.12  0.151 0.2   0.348 0.51 ],[5.95725106 6.31359283 6.69810052 6.64561929 6.77701506],1.120584288023118,0.8272259706963203,[0.12  0.151 0.2   0.348 0.51 ],[1.00874849 0.99208539 1.03244602 1.14971273 1.44239374],1.252076720103634,2.6303655448588223,[0.12  0.151 0.2   0.348 0.51 ],[2.77783249 2.79602303 2.89832502 3.09108325 3.25257389],0.0,3.9350318621145335,0.1719414843422972,[0.12  0.151 0.2   0.348 0.51 ],[0.76423223 0.80508751 0.88849611 1.30072059 2.33082832],0.0,4.361400606316108,[0.12  0.151 0.2   0.348 0.51 ],[4.39784936 4.32074846 4.41108394 4.40129352 4.40618282],,,,,,,,,,,,,,,,
63,74.0,92.0,,DSM 1447,B.vulgatus,,analysis_stan_BHI_24Dec22.csv,119,BHI,Richa,,0.839907467,yes,"[0.056, 0.065, 0.083, 0.098, 0.123, 0.143, 0.192, 0.23, 0.318, 0.4]","[0.0, 0.183333333, 0.45, 0.65, 0.883333333, 1.066666667, 1.433333333, 1.633333333, 2.05, 2.366666667]",68.0,standard,1.0,,-3.5384248383290373,6.62088458837348,[0.083 0.143 0.192 0.318 0.4  ],[6.294482   6.12416122 5.96467539 5.534304   5.16714972],4.671662370335642,2.929175449987123,[0.083 0.143 0.192 0.318 0.4  ],[3.32534416 3.60974579 3.81673304 4.36681094 4.83425176],0.3821210484882774,10.86453263854176,[0.143 0.192 0.318 0.4  ],[10.9319601  10.92856867 10.96964914 11.03032611],0.0,0.5998789001110206,[0.083 0.143 0.192 0.318 0.4  ],[0.5938988  0.59631749 0.59639243 0.58104246 0.58702688],0.8291758321263365,3.0762542791329084,[0.083 0.143 0.192 0.318 0.4  ],[3.16087763 3.18512757 3.22783024 3.32858602 3.42079368],0.0,1.1845028000138642,0.616681506845867,[0.083 0.143 0.192 0.318 0.4  ],[0.701466   0.80307476 0.85690161 0.95988862 1.10767173],-0.0516291045014989,4.610064817989565,[0.083 0.143 0.192 0.318 0.4  ],[4.60204467 4.60325396 4.60405511 4.59639189 4.58592779],,,,,,,,,,,,,,,,
64,75.0,126.0,,DSM 1447,B.vulgatus,,stan_YCA_230811_2.5mM,182,YCA,Richa,,0.68019355,yes,"[nan, 0.048, 0.057, 0.063, 0.075, 0.078, 0.106, 0.156, 0.216, 0.27, 0.336, 0.37, nan]","[0.0, 0.283333333, 0.583333333, 0.95, 1.283333333, 1.516666667, 1.933333333, 2.416666667, 2.766666667, 3.016666667, 3.183333333, 3.35, nan]",69.0,standard,1.0,,-5.8653739541667065,19.26477051342975,[0.057 0.106 0.216 0.336 0.37 ],[18.96829791 18.56848905 18.02938239 17.38157668 17.0121758 ],4.284579946786849,11.468982944677403,[0.057 0.106 0.216 0.336 0.37 ],[11.99333533 11.69559427 12.20222448 12.9673154  13.13521449],0.7186149880451151,8.281694545372508,[0.057 0.106 0.216 0.336 0.37 ],[8.36198299 8.33171839 8.40109623 8.52638751 8.56698487],4.001662682954415,0.7435321931213648,[0.057 0.106 0.216 0.336 0.37 ],[0.98119332 1.18290525 1.55653183 2.11465366 2.22418092],0.0,1.7193048959316763,[0.057 0.106 0.216 0.336 0.37 ],[1.71030178 1.70133069 1.69868732 1.62157842 1.6960742 ],0.0,2.1741149263942834,1.271271878895358,[0.057 0.106 0.216 0.336 0.37 ],[1.35469712 1.5463378  1.75143647 1.98041349 2.08238921],0.0,2.419997321832148,[0.057 0.106 0.216 0.336 0.37 ],[2.42355352 2.42731981 2.43448452 2.4434199  2.44401476],0.202575439516859,[0.057 0.106 0.216 0.336 0.37 ],[0.20302381 0.19090475 0.18715048 0.18582069 0.1754227 ],,,,,,,,,,,,,
65,76.0,148.0,,DSM 1447,B.vulgatus,,stan_simple_medium_230908_2.5mM,204,gamma,Richa,,0.20469997,yes,"[0.09, 0.093, 0.111, 0.127, 0.14, 0.153, 0.167, 0.188, 0.199, 0.202, 0.261, nan, nan, nan]","[0.0, 0.233333333, 0.733333333, 1.05, 1.6, 2.05, 2.55, 3.083333333, 3.466666667, 3.85, 5.2, nan, nan, nan]",70.0,standard,1.0,,-5.915856483328354,20.24038423799937,[0.111 0.153 0.188 0.202 0.261],[19.55889677 19.37505128 19.13640528 19.02551185 18.69304733],3.038972598221914,0.0221851061203938,[0.111 0.153 0.188 0.202 0.261],[0.3844592  0.47697055 0.56100544 0.63147977 0.83767049],2.333196086086297,-0.3189193742391012,[0.153 0.188 0.202 0.261],[0.04916131 0.1035978  0.15201417 0.29543888],0.5560819216201077,-0.1300159972618385,[0.111 0.153 0.188 0.202 0.261],[-0.06675976 -0.04611384 -0.02919493 -0.01481756  0.01562106],0.478048579657743,2.5241292029482736,[0.111 0.153 0.188 0.202 0.261],[2.57655536 2.59759519 2.60741571 2.62987057 2.64662364],0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
66,81.0,178.0,7.0,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,234,pHvar,Markus,,0.7347015457405726,yes,"[0.208, 0.268, 0.353, 0.455, 0.567, nan, nan, nan]","[0.0, 0.316666667, 0.7, 1.033333333, 1.366666667, nan, nan, nan]",75.0,7,1.0,,-5.353619605345108,17.021148092913215,[0.208 0.268 0.353 0.455 0.567],[15.82054252 15.60174019 15.19064897 14.70991468 13.87334421],5.296065469329356,10.6362753549546,[0.208 0.268 0.353 0.455 0.567],[11.8815147  12.00259256 12.44352776 12.84603616 13.81072278],1.4502220051770711,9.7854919829543,[0.268 0.353 0.455 0.567],[10.26520933 10.09540965 10.58823578 10.57582792],0.0,6.26856886804976,[0.208 0.268 0.353 0.455 0.567],[5.18283625 6.23944097 4.77838307 7.04403219 3.94921616],0.0,,,,2.3908716760737265,1.753834248792728,1.676906262569116,[0.208 0.268 0.353 0.455 0.567],[2.18139405 1.97091269 2.33998477 2.4130336  2.72555341],-0.0011487531239147,2.3235522536837654,[0.208 0.268 0.353 0.455 0.567],[2.30736419 2.33134907 2.33960997 2.32105908 2.31625262],0.2337044451417304,[0.208 0.268],[0.73100575 0.87445805],,,,,,,,,,,,,
67,89.0,179.0,7.0,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,235,pHvar,Markus,,0.755901686,yes,"[0.211, 0.273, 0.372, 0.464, 0.596, nan, nan, nan]","[0.0, 0.316666667, 0.7, 1.033333333, 1.366666667, nan, nan, nan]",83.0,7,1.0,,-5.193079232799374,17.15089207679392,[0.211 0.273 0.372 0.464 0.596],[16.01074214 15.69599399 15.31448107 14.79991423 13.98338914],5.623247136019927,10.547459044709486,[0.211 0.273 0.372 0.464 0.596],[11.78500534 12.18408757 12.42668016 13.12027344 13.99539023],1.476421349622555,9.843902389344755,[0.273 0.372 0.596],[10.28874762 10.3328827  10.74231575],0.0,8.542154180519589,[0.211 0.273 0.372 0.464 0.596],[6.91088275 7.01741081 6.30893079 5.4306721  4.64651321],0.0,,,,1.7152376792465889,2.6594704144326684,1.093757115738995,[0.211 0.273 0.372 0.464 0.596],[1.7402933  1.77295695 1.97476634 2.37711371 2.69920059],0.0,2.250684771293565,[0.211 0.273 0.372 0.464 0.596],[2.26831377 2.25427362 2.2581922  2.28681336 2.27368292],-0.2482069282157341,[0.464 0.596],[0.54766335 0.77407473],,,,,,,,,,,,,
