,Unnamed: 0.1,Unnamed: 0,notes,strain,species,experiment,experiment_short,exp_number,medium,experimentator,sample_number,growth_rate,use_in_study,growthcurve_OD,growthcurve_time,exp_number_usedonly,pH,num_av,date_of_experiment,glucose,glucose_y0,glucose_OD,glucose_conc,acetate,acetate_y0,acetate_OD,acetate_conc,propionate,propionate_y0,propionate_OD,propionate_conc,succinate,succinate_y0,succinate_OD,succinate_conc,lactate,lactate_y0,lactate_OD,lactate_conc,butyrate,formate,formate_y0,formate_OD,formate_conc,maltose,maltose_y0,maltose_OD,maltose_conc,butyrate_y0,butyrate_OD,butyrate_conc,glucose_std,acetate_std,propionate_std,succinate_std,lactate_std,butyrate_std,formate_std,maltose_std,total_ferm,total_ferm_std,total_uptake,total_uptake_std,growth_rate_std
10,52.0,49.0,7.14,ATCC29148,B.theta,Markus_old_Bt1,Markus_old_Bt1,62,epsilon,Markus,,1.052826888,yes,"[0.053,0.088,0.136,0.209,0.287,0.401]","[0.,0.45,0.86666667,1.28333333,1.58333333,1.91666667]",47.0,7.14,1.0,2015.0,-5.960954848007948,19.25837345971052,[0.088 0.209 0.287 0.401],[18.7264299  17.99583276 17.59596898 16.84372166],4.8885455290724655,-0.1623847469639973,[0.088 0.209 0.287 0.401],[0.2926226  0.84056832 1.20407837 1.82840906],1.2362772722367723,0.2725417179303082,[0.088 0.209 0.287 0.401],[0.37765827 0.53969206 0.62267795 0.76787171],2.381186195489782,0.0110820593975609,[0.088 0.209 0.287 0.401],[0.23208633 0.50263923 0.67330986 0.98176122],0.0,,,,0.0,4.466428640475843,-1.134522995190647,[0.088 0.209 0.287 0.401],[-0.98405203  0.11800793  0.27601578  0.45136854],,,,,,,,,,,,,,,,,,,,
11,56.0,50.0,6.61,ATCC29148,B.theta,Markus_old_Bt2,Markus_old_Bt2,63,epsilon,Markus,,1.017009371,yes,"[0.05,0.076,0.121,0.184,0.256,0.351,0.458]","[0.,0.45,0.88333333,1.28333333,1.6,1.93333333,
2.2]",51.0,6.61,1.0,2015.0,-4.964175661891235,19.31133656566297,[0.121 0.184 0.351 0.458],[18.70567996 18.38684154 17.61302158 17.0097115 ],4.6921395491938656,-0.140419957080917,[0.121 0.184 0.351 0.458],[0.42462935 0.72472317 1.5104411  2.00557001],1.0824390099621022,-0.0201426913881806,[0.121 0.184 0.351 0.458],[0.09966755 0.18872638 0.37011755 0.46675482],2.6491630142403633,-0.0266879769678355,[0.121 0.184 0.351 0.458],[0.29442553 0.46052453 0.90198735 1.18747828],0.0,,,,0.0,1.7252026716945543,-0.1773195345986206,[0.121 0.184 0.351 0.458],[0.0293471  0.14510169 0.42202412 0.61612472],,,,,,,,,,,,,,,,,,,,
12,59.0,75.0,5.67,ATCC29148,B.theta,Markus_old_Bt13,Markus_old_Bt13,88,epsilon,Markus,,0.195579708,no,"[0.033,0.036,0.039,0.044,0.051,0.055,0.06,0.07,0.086,0.102,0.132,0.164,
0.214,0.274]","[0.,0.55,1.13333333,1.95,2.7,3.25,
3.71666667,4.76666667,5.76666667,6.68333333,7.75,8.6,
9.66666667,10.65]",,5.67,1.0,2015.0,-8.332105630482124,21.70494379809457,[0.086 0.164 0.214 0.274],[21.00866102 20.28318419 19.95970736 19.41912867],5.132487366719387,0.647772497005556,[0.086 0.164 0.214 0.274],[1.10466021 1.46695318 1.73891418 2.0683381 ],1.5352338391768,-0.2078881251456014,[0.086 0.164 0.214 0.274],[-0.07195215  0.03970913  0.11607888  0.21761422],4.0487367964170495,0.0869350915174273,[0.086 0.164 0.214 0.274],[0.44133285 0.74334921 0.9478124  1.20321367],0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
13,77.0,182.0,6.66,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,238,pHvar,Markus,,0.7444562951806382,yes,"[0.237, 0.306, 0.406, 0.526, 0.67, nan, nan, nan]","[0.0, 0.383333333, 0.75, 1.066666667, 1.416666667, nan, nan, nan]",71.0,6.66,1.0,,-5.6629538731978935,17.954338578225762,[0.237 0.306 0.406 0.526 0.67 ],[16.51126833 16.18949921 15.75693147 15.17345771 13.99350011],5.8373810718126,10.666573344595832,[0.237 0.306 0.406 0.526 0.67 ],[12.14050044 12.34561871 13.01377048 13.77772747 14.57643203],1.3644981604739892,9.83448910987351,[0.237 0.306 0.406 0.526 0.67 ],[10.11897899 10.20208223 10.50054693 10.58995488 10.68773108],0.0,5.685601178401207,[0.237 0.306 0.406 0.526 0.67 ],[4.5932552  3.06545962 4.63172232 2.74376398 1.89117365],0.0,,,,0.0,2.250409640702317,1.4298945294366645,[0.237 0.306 0.406 0.526 0.67 ],[2.01068501 2.1785479  2.17655353 2.62539291 2.98542197],-1.1121209476169147,2.4379276563364387,[0.237 0.306 0.406 0.526 0.67 ],[2.23005913 2.22620299 2.18052949 1.00452809 2.16281915],,,,,,,,,,,,,,,,
14,78.0,183.0,6.66,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,239,pHvar,Markus,,0.7506968846832752,yes,"[0.243, 0.321, 0.428, 0.573, 0.681, nan, nan, nan]","[0.0, 0.383333333, 0.75, 1.066666667, 1.416666667, nan, nan, nan]",72.0,6.66,1.0,,-5.989619238246528,18.093855215362986,[0.243 0.321 0.428 0.573 0.681],[16.52996321 16.19943859 15.64105871 14.74784722 13.89828353],5.678690144610184,10.6776842209857,[0.243 0.321 0.428 0.573 0.681],[12.13105538 12.56190115 13.04692964 13.57261694 14.83025607],1.315719210931076,9.788871241689394,[0.243 0.321 0.428 0.681],[10.15574997 10.24698808 10.21945687 10.73448829],0.0,4.706996529932373,[0.243 0.321 0.428 0.573 0.681],[3.57113005 4.04537019 2.61326877 3.48144039 1.81844038],0.0,,,,0.3089175998141136,2.0148147262793774,1.4697599880337744,[0.243 0.321 0.428 0.573 0.681],[2.03067323 2.06043626 2.37471731 2.42213138 2.98611563],-0.0500720203294082,2.2025987681342016,[0.243 0.321 0.428 0.573 0.681],[2.18721573 2.18573974 2.18214867 2.18727054 2.1581574 ],0.6674061879844108,[0.243 0.681],[0.74247316 0.87777907],,,,,,,,,,,,,
15,79.0,181.0,6.66,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,237,pHvar,Markus,,0.727750542,yes,"[0.232, 0.307, 0.411, 0.508, 0.636, nan, nan, nan]","[0.0, 0.35, 0.716666667, 1.05, 1.383333333, nan, nan, nan]",73.0,6.66,1.0,,-6.3149922326334735,18.06480948785902,[0.232 0.307 0.411 0.508 0.636],[16.47551109 16.19987977 15.56292473 14.89475314 13.96738497],5.619557044563732,10.663856330207322,[0.232 0.307 0.411 0.508 0.636],[12.04887412 12.46951704 12.69958633 13.5367295  14.33192711],1.225140853861863,9.727457325764536,[0.232 0.307 0.411 0.508 0.636],[ 9.9114544  10.31966971 10.11387889 10.31662778 10.54110079],5.193016411016798,2.4743857294781195,[0.232 0.307 0.411 0.508 0.636],[4.09073349 2.68053659 5.55218823 5.72284262 5.19980409],0.0,,,,0.0,2.2733494739147555,1.306467326480972,[0.232 0.307 0.411 0.508 0.636],[1.7471487  2.28308    2.0615952  2.33378974 2.86711679],0.0,2.1555578666115394,[0.232 0.307 0.411 0.508 0.636],[2.17957817 2.18879147 2.24479528 2.1920531  2.24240123],,,,,,,,,,,,,,,,
16,80.0,184.0,6.35,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,240,pHvar,Markus,,0.748801964,yes,"[0.221, 0.326, 0.399, 0.51, 0.654, nan, nan, nan]","[0.0, 0.383333333, 0.75, 1.083333333, 1.4, nan, nan, nan]",74.0,6.35,1.0,,-5.6058836507588214,17.621770946476207,[0.221 0.326 0.399 0.51  0.654],[16.20374592 15.94020412 15.50406878 14.75813435 13.87428706],6.1704812518990995,9.003814712879421,[0.221 0.326 0.399 0.51  0.654],[10.44615334 10.89096963 11.49742216 12.14170014 13.06254373],1.5737345679040902,10.103923411880851,[0.221 0.326 0.399 0.51  0.654],[10.46158066 10.55346237 10.75224242 10.98538622 11.08752531],1.4869169942478655,2.466081963847038,[0.221 0.326 0.399 0.51  0.654],[2.71082906 3.04067469 3.27480698 2.8903832  3.55111075],1.3382526103421866,0.0640742800469784,[0.221 0.51 ],[0.35982811 0.74658311],0.0,1.9457672561717785,1.3847378133597543,[0.221 0.326 0.399 0.51  0.654],[1.79351374 1.8930255  2.32276382 2.44173487 2.57822005],-2.396404701011798,2.0778016731007063,[0.221 0.326 0.399 0.51  0.654],[2.06652891 0.85420447 0.83927985 0.80466265 0.76791857],0.9445683330350196,[0.326 0.654],[0.91162227 0.87847409],,,,,,,,,,,,,
17,81.0,178.0,7.0,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,234,pHvar,Markus,,0.7347015457405726,yes,"[0.208, 0.268, 0.353, 0.455, 0.567, nan, nan, nan]","[0.0, 0.316666667, 0.7, 1.033333333, 1.366666667, nan, nan, nan]",75.0,7,1.0,,-5.353619605345108,17.021148092913215,[0.208 0.268 0.353 0.455 0.567],[15.82054252 15.60174019 15.19064897 14.70991468 13.87334421],5.296065469329356,10.6362753549546,[0.208 0.268 0.353 0.455 0.567],[11.8815147  12.00259256 12.44352776 12.84603616 13.81072278],1.4502220051770711,9.7854919829543,[0.268 0.353 0.455 0.567],[10.26520933 10.09540965 10.58823578 10.57582792],0.0,6.26856886804976,[0.208 0.268 0.353 0.455 0.567],[5.18283625 6.23944097 4.77838307 7.04403219 3.94921616],0.0,,,,2.3908716760737265,1.753834248792728,1.676906262569116,[0.208 0.268 0.353 0.455 0.567],[2.18139405 1.97091269 2.33998477 2.4130336  2.72555341],-0.0011487531239147,2.3235522536837654,[0.208 0.268 0.353 0.455 0.567],[2.30736419 2.33134907 2.33960997 2.32105908 2.31625262],0.2337044451417304,[0.208 0.268],[0.73100575 0.87445805],,,,,,,,,,,,,
18,82.0,185.0,6.35,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,241,pHvar,Markus,,0.7896666524050179,yes,"[0.207, 0.303, 0.409, 0.489, 0.664, nan, nan, nan]","[0.0, 0.4, 0.766666667, 1.1, 1.433333333, nan, nan, nan]",76.0,6.35,1.0,,-6.365884921996424,17.954517926701794,[0.207 0.303 0.409 0.489 0.664],[16.68326194 15.96152829 15.46453241 14.68687818 13.78627526],5.061504274085613,9.51951698272338,[0.207 0.303 0.409 0.489 0.664],[10.70344719 11.03030707 11.29065022 12.12176431 12.93885299],0.0,10.74018494670582,[0.207 0.303 0.409 0.489 0.664],[10.76335347 10.63823108 10.78806082 10.72755052 10.69839767],1.5695379987117026,2.0988533568858965,[0.207 0.303 0.409 0.489 0.664],[2.16324197 2.69931428 3.40097534 2.32703956 3.15577837],0.0,,,,0.5596684195653165,1.5385492892649617,1.3980147363249311,[0.207 0.303 0.409 0.489 0.664],[1.78069834 1.9401902  1.76113236 2.21375171 2.48217519],0.0,0.7549045553776249,[0.207 0.303 0.409 0.489 0.664],[0.78324629 0.75917502 0.80399108 0.76296135 0.81466693],0.7474526011118761,[0.207 0.409],[0.86330396 0.97635698],,,,,,,,,,,,,
19,83.0,193.0,6.0,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,249,pHvar,Markus,,0.8931855540267398,yes,"[0.03, 0.042, 0.073, 0.1, 0.138, 0.181, 0.223, 0.351]","[0.0, 0.483333333, 1.0, 1.35, 1.75, 1.983333333, 2.35, 2.766666667]",77.0,6,1.0,,-5.028692442100629,17.569505429885673,[0.1   0.181 0.223 0.351],[17.08802568 16.65979395 16.40552359 15.82514646],3.4711237744462866,11.435876647493888,[0.1   0.181 0.223 0.351],[11.88768721 11.90416632 12.21710904 12.70235485],0.3545841222714199,9.361518014757795,[0.1   0.181 0.223 0.351],[9.32277361 9.57307946 9.39035601 9.4630324 ],0.0,7.366621035547777,[0.1   0.181 0.223 0.351],[7.37301146 6.41978397 5.35541654 6.09672634],0.0,,,,0.0,0.4628959408185349,1.8758856429091748,[0.1   0.181 0.223 0.351],[1.97875315 2.05569748 1.74062894 2.12423904],-0.3790525946904979,2.0913724580066715,[0.1   0.181 0.223 0.351],[2.12414197 1.95312194 1.9607482  2.00338775],,,,,,,,,,,,,,,,
20,84.0,194.0,6.0,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,250,pHvar,Markus,,0.821011856,yes,"[0.069, 0.104, 0.131, 0.183, 0.242, 0.321, 0.438, nan]","[0.0, 0.533333333, 0.883333333, 1.283333333, 1.516666667, 1.866666667, 2.3, nan]",78.0,6,1.0,,-4.540656250567453,17.393729403296295,[0.104 0.242 0.321 0.438],[16.77899795 16.46831583 16.05245842 15.25772025],5.211022738701169,10.981291633324195,[0.104 0.242 0.321 0.438],[11.46316547 12.27851664 12.76494748 13.17671707],2.3150275370224707,8.93359876334197,[0.104 0.242 0.321],[9.14735726 9.56801197 9.62955042],0.0,6.951247640108041,[0.104 0.242 0.321 0.438],[6.9130295  4.20202356 4.42458221 4.44583506],0.0,,,,0.0,1.8108935525390344,1.3500061288689047,[0.104 0.242 0.321 0.438],[1.47899108 1.82340467 2.04181932 2.05684683],0.0,0.5886084938926427,[0.104 0.242 0.321 0.438],[0.76391617 1.88079325 2.08240602 2.11834206],,,,,,,,,,,,,,,,
21,85.0,186.0,6.35,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,242,pHvar,Markus,,0.6923063073792763,yes,"[0.229, 0.306, 0.386, 0.501, 0.615, nan, nan, nan]","[0.0, 0.4, 0.766666667, 1.1, 1.433333333, nan, nan, nan]",79.0,6.35,1.0,,-6.206968521006006,17.915883318725896,[0.229 0.306 0.386 0.501 0.615],[16.2865181  16.13227908 15.6881225  14.85895224 13.96994979],5.743468376930302,9.382879972941623,[0.229 0.306 0.386 0.501 0.615],[10.58406673 11.09950686 11.91624464 12.12183038 12.89219635],1.1715613071675954,10.255397556948065,[0.229 0.386 0.501 0.615],[10.39397511 10.93413451 10.8265277  10.89492554],0.0,2.1141022320847465,[0.229 0.306 0.386 0.501 0.615],[2.07295296 1.78743406 2.3938258  2.32257624 1.81386315],6.321781702655401,-1.4997540538610152,[0.306 0.386],[0.43471115 0.94045368],0.0,1.5908069322828613,1.479268836279923,[0.229 0.306 0.386 0.501 0.615],[1.89190106 1.79251051 2.19852757 2.37165583 2.38222294],-0.0938098155598656,0.7365392363362798,[0.229 0.306 0.386 0.501 0.615],[0.73442196 0.71361213 0.67775672 0.65364929 0.7121655 ],1.072805282518163,[0.306 0.615],[0.93738102 0.80062907],,,,,,,,,,,,,
22,86.0,195.0,6.0,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,251,pHvar,Markus,,0.8460404017933527,yes,"[0.043, 0.07, 0.108, 0.153, 0.19, 0.247, 0.321, 0.479]","[0.0, 0.483333333, 1.016666667, 1.35, 1.766666667, 2.0, 2.35, 2.783333333]",80.0,6,1.0,,-5.432093574324678,17.968826199041956,[0.108 0.247 0.321 0.479],[17.31002508 16.7354873  16.23535216 15.32037218],4.393690268852645,11.279397446832547,[0.108 0.247 0.321 0.479],[11.70706559 12.35114873 12.81958993 13.3144978 ],0.4584713321144469,9.54095691039615,[0.108 0.247 0.321 0.479],[9.49892631 9.78035515 9.71784286 9.69623771],1.1307883947708948,4.299180608070134,[0.108 0.247 0.321 0.479],[5.0744773  3.24065843 5.09285482 5.09479248],0.0,,,,0.0,1.7354238584488235,1.402711479599291,[0.108 0.247 0.321 0.479],[1.53820069 1.83653181 2.07414253 2.16638545],-0.3953446110248678,2.2307309011072163,[0.108 0.247 0.321 0.479],[2.11984943 2.23194328 2.11876364 1.99574424],,,,,,,,,,,,,,,,
23,87.0,196.0,5.55,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,252,pHvar,Markus,,0.693044099,yes,"[0.041, 0.06, 0.124, 0.226, 0.446, 0.555, nan, nan]","[0.0, 0.716666667, 1.816666667, 2.55, 3.5, 3.85, nan, nan]",81.0,5.55,1.0,,-5.231818039509382,17.556330184177604,[0.124 0.226 0.446 0.555],[16.92841654 16.33942641 15.24473972 14.64455189],4.335699715895573,11.17315570497218,[0.124 0.226 0.446 0.555],[11.71482634 12.11607498 13.20241236 13.51683946],1.5150362116090466,9.161766165570253,[0.124 0.446 0.555],[9.33474703 9.8963241  9.95864311],0.0,4.987636514889699,[0.124 0.226 0.446 0.555],[4.45031114 5.50869325 4.32116577 4.65332834],0.0,,,,0.0,1.0284646986721426,1.5440145868286197,[0.124 0.226 0.446 0.555],[1.59737716 1.85771407 2.05068539 2.05973754],-0.0278930647410095,2.0762767830856705,[0.124 0.226 0.446 0.555],[2.07088354 2.06756582 2.07875132 2.05022292],,,,,,,,,,,,,,,,
24,88.0,197.0,5.55,DSM 1447,B.vulgatus,,hplc_analysis_revisions_zurich,253,pHvar,Markus,,0.655110376,yes,"[0.038, 0.053, 0.131, 0.202, 0.384, 0.426, nan, nan]","[0.0, 0.716666667, 1.816666667, 2.55, 3.516666667, 3.85, nan, nan]",82.0,5.55,1.0,,-6.079167943215187,17.698438184238913,[0.131 0.202 0.384 0.426],[16.83183745 16.54447248 15.46251143 15.00644241],4.28064139872841,11.343875259866294,[0.131 0.202 0.384 0.426],[11.93153172 12.18476336 12.92569533 13.22628375],2.4035278227944255,9.056409207400865,[0.131 0.202 0.384 0.426],[ 9.27653487  9.67171979  9.9525191  10.07209537],2.58244819936064,4.551343600105034,[0.131 0.202 0.384 0.426],[5.87962096 3.71068098 5.85528785 5.71152291],0.0,,,,0.0,1.9530815486760376,1.367717104155554,[0.131 0.202 0.384 0.426],[1.57622533 1.81591197 2.16399311 2.14711021],0.0,1.8337291970684777,[0.131 0.202 0.384 0.426],[1.85730004 2.01839174 2.03909602 2.07085328],1.9996890948199688,[0.384 0.426],[1.09028281 0.9908165 ],,,,,,,,,,,,,
